sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype
SN1980N,0.005871,0.0055142,0.903,0.006,12.929,0.043,9.1,0.018,0.0018,7.153e-05,N/A,N/A,0,9,9,0.07,0.012,0.0,11.482,11.514,11.546,NGC1316,31.59,0.05,s
SN1981D,0.005871,0.0055129,0.792,0.033,12.99,0.044,8.0,0.0178,0.0018,-0.0001468,N/A,N/A,0,9,9,0.172,0.038,0.0,11.482,11.514,11.546,NGC1316,31.59,0.05,s
SN1996X,0.00689,0.0078918,0.918,0.013,13.752,0.184,16.1,0.0596,0.006,0.0001393,N/A,N/A,0,9,9,-0.031,0.019,0.0,10.971,11.057,11.143,NGC5061,32.26,0.19,s
SN2000cx,0.007929,0.0068909,0.843,0.005,14.143,0.026,-3.4,0.0698,0.007,2.688e-05,N/A,N/A,0,9,9,0.053,0.008,0.0,10.839,10.929,11.019,NGC0524,31.92,0.21,s
SN2003hv,0.005601,0.0050833,0.789,0.019,12.999,0.035,6.5,0.0133,0.0013,3e-05,N/A,N/A,0,9,9,-0.079,0.061,0.0,10.501,10.565,10.629,NGC1201,31.566,0.304,s
SN2006dd,0.005867,0.0055089,0.951,0.003,12.823,0.007,-6.2,0.0179,0.0018,4.609e-06,N/A,N/A,0,9,9,-0.065,0.007,0.0,11.482,11.514,11.546,NGC1316,31.59,0.05,s
SN2007on,0.00649,0.0061833,0.589,0.003,13.285,0.013,-6.6,0.0098,0.001,-2.715e-06,N/A,N/A,0,9,9,0.115,0.012,0.0,10.897,10.932,10.967,NGC1404,31.526,0.072,s
SN2011iv,0.00649,0.0061827,0.701,0.007,12.788,0.033,1.2,0.0098,0.001,-3.699e-05,N/A,N/A,0,9,9,0.03,0.011,0.0,10.897,10.932,10.967,NGC1404,31.526,0.072,s
SN2012cg,0.001458,0.0025798,1.024,0.008,12.552,0.017,-10.1,0.0179,0.0018,1.078e-05,N/A,N/A,0,9,9,0.075,0.009,0.0,9.623,9.706,9.789,NGC4424,31.02,0.18,s
