name
IC 2597	        	
NGC 0057		
NGC 0315		
NGC 0383		
NGC 0410		
NGC 0495		
NGC 0507		
NGC 0524		
NGC 0533		
NGC 0545		
NGC 0547		
NGC 0665		
NGC 0708	
NGC 0741	
NGC 0777		
NGC 0809	
NGC 0890		
NGC 0910		
NGC 1016		
NGC 1060		
NGC 1129		
NGC 1167		
NGC 1200		
NGC 1201		
NGC 1259		
NGC 1272		
NGC 1278	
NGC 1453		
NGC 1573	
NGC 1600		
NGC 1684		
NGC 1700		
NGC 2258		
NGC 2274		
NGC 2340	
NGC 2672		
NGC 2693		
NGC 2765		
NGC 2962		
NGC 3158		
NGC 3392	
NGC 3504 		
NGC 3842		
NGC 4036		
NGC 4073		
NGC 4386		
NGC 4839		
NGC 4874		
NGC 4914		
NGC 4993 		
NGC 5322		
NGC 5353		
NGC 5490		
NGC 5557		
NGC 5839		
NGC 6482		
NGC 6702	
NGC 6964		
NGC 7052		
NGC 7242		
NGC 7619		
ESO 125-G006		
