sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype
SN2006dd,0.005867,0.0055089,0.951,0.003,12.205,0.083,59.7,0.0179,0.0018,1.063e-05,N/A,N/A,0,9,9,-0.065,0.007,0.0,11.482,11.514,11.546,NGC1316,31.59,0.05,s
SN2007on,0.00649,0.0061833,0.589,0.003,12.932,0.01,-6.5,0.0098,0.001,5.831e-06,N/A,N/A,0,9,9,0.115,0.012,0.0,10.897,10.932,10.967,NGC1404,31.526,0.072,s
SN2011iv,0.00649,0.0061827,0.701,0.007,12.407,0.009,-3.5,0.0098,0.001,9.674e-06,N/A,N/A,0,9,9,0.03,0.011,0.0,10.897,10.932,10.967,NGC1404,31.526,0.072,s
SN2016coj,0.004483,0.0048465,0.811,0.008,13.065,0.013,-9.7,0.0163,0.0016,1.645e-05,N/A,N/A,0,9,9,0.0,0.013,0.0,11.019,11.083,11.147,NGC4125,31.922,0.258,s
