sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype
ASAS14my,0.0205,0.0217279,0.923,0.005,16.281,0.02,-8.3,0.0316,0.0032,1.805e-06,CSPII,Ia,0.975,0,1,0.014999999999998792,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none
ASAS15aj,0.0109133,0.0120218,0.831,0.007,14.861,0.028,-2.6,0.0656,0.0066,2.949e-05,CSPII,Ia,0.952,0,1,0.10299999999999976,0.009219544457292887,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none
ASAS15al,0.0337766,0.0337612,1.077,0.028,17.642,0.053,19.3,0.0293,0.0029,2.131e-05,CSPII,Ia,0.916,1,0,0.054999999999999716,0.05920304046246273,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none
ASAS15as,0.0286801,0.0297845,1.076,0.014,17.209,0.038,11.6,0.0398,0.004,-2.666e-05,CSPII,Ia,0.985,1,1,0.028999999999999915,0.0078102496759066544,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none
ASAS15ba,0.0231167,0.0239771,0.967,0.004,16.78,0.041,4.9,0.0223,0.0022,6.204e-06,CSPII,Ia,0.983,0,1,0.008000000000000895,0.006403124237432849,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none
ASAS15be,0.0218833,0.0213892,1.134,0.006,16.569,0.015,-0.3,0.0167,0.0017,5.856e-06,CSPII,Ia,0.976,0,1,0.019000000000000128,0.006403124237432849,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none
ASAS15bm,0.0207856,0.0214395,0.991,0.005,16.33,0.019,-4.6,0.069,0.0069,5.668e-06,CSPII,Ia,0.976,0,1,0.12700000000000067,0.009899494936611667,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none
ASAS15cb,0.04001,0.0411361,1.086,0.053,17.392,0.066,3.0,0.0279,0.0028,0.0003989,CSPII,Ia,0.583,1,0,0.10699999999999932,0.07940403012442127,0.0,10.17,10.28,10.4,N/A,-1.0,-1.0,none
ASAS15cd,0.0342863,0.0353887,1.003,0.005,17.56,0.018,-3.5,0.0261,0.0026,6.177e-06,CSPII,Ia,0.983,1,0,-0.021000000000000796,0.009219544457292887,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none
ASAS15db,0.01099,0.0113676,0.955,0.003,14.96,0.028,12.9,0.029,0.0029,2.719e-06,CSPII,Ia,0.975,0,0,0.0860000000000003,0.006403124237432849,0.0,9.98,10.11,10.19,N/A,-1.0,-1.0,none
ASAS15dd,0.0243567,0.0247417,0.849,0.006,16.243,0.045,10.2,0.0461,0.0046,9.695e-06,CSPII,Ia,0.962,0,0,-0.0070000000000014495,0.009219544457292887,0.0,10.31,10.41,10.52,N/A,-1.0,-1.0,none
ASAS15fr,0.0334133,0.0345082,0.905,0.021,17.509,0.043,0.5,0.0321,0.0032,-2.503e-06,CSPII,Ia-91T,0.978,1,1,-0.13299999999999912,0.0658027355054484,0.0,9.89,9.98,10.06,N/A,-1.0,-1.0,none
ASAS15ga,0.0066267,0.0076517,0.496,0.03,14.684,0.181,0.1,0.0236,0.0024,-0.0002422,CSPII,Ia-91bg,0.966,0,1,0.43100000000000094,0.04957822102496216,0.0,10.18,10.38,10.48,N/A,-1.0,-1.0,none
ASAS15go,0.01891,0.0192546,1.071,0.012,16.239,0.032,-4.0,0.1369,0.0137,4.041e-06,CSPII,Ia,0.981,0,1,0.22400000000000198,0.006403124237432849,0.0,10.04,10.18,10.27,N/A,-1.0,-1.0,none
ASAS15gr,0.0242832,0.0247678,1.035,0.007,16.612,0.043,10.7,0.0823,0.0082,8.703e-06,CSPII,Ia,0.983,0,1,-0.036000000000001364,0.006403124237432849,0.0,8.82,8.94,9.02,N/A,-1.0,-1.0,none
ASAS15hf,0.0061733,0.0072452,0.943,0.005,14.426,0.049,0.2,0.0854,0.0085,6.959e-06,CSPII,Ia,0.961,0,1,0.009000000000000341,0.01,0.0,9.39,9.56,9.97,N/A,-1.0,-1.0,none
ASAS15hx,0.0083,0.0092051,1.039,0.005,14.084,0.012,-11.2,0.0415,0.0042,-2.365e-06,CSPII,Ia,0.909,0,1,-0.030000000000001137,0.005,0.0,7.06,7.45,7.89,N/A,-1.0,-1.0,none
CSP12G,0.0369744,0.0379661,1.159,0.029,17.732,0.057,8.9,0.0283,0.0028,-2.924e-05,CSPII,Ia,0.985,1,0,0.11499999999999844,0.0738173421358423,0.0,8.29,8.41,8.49,N/A,-1.0,-1.0,none
CSP13N,0.04776,0.0487969,1.138,0.025,17.954,0.034,13.3,0.0238,0.0024,1.925e-06,CSPII,Ia-91T,0.976,1,0,-0.003999999999997783,0.06661080993352356,0.0,9.88,10.07,10.24,N/A,-1.0,-1.0,none
CSP13abl,0.0403721,0.0406288,0.817,0.051,17.951,0.06,-4.0,0.0862,0.0086,-0.000399,CSPII,Ia,0.42,1,0,1.0730000000000004,0.06264982043070834,0.0,8.9,8.91,9.04,N/A,-1.0,-1.0,none
CSP14aar,0.0421708,0.0423854,0.982,0.022,17.876,0.066,10.0,0.0934,0.0093,4.669e-05,CSPII,Ia,0.986,1,0,-0.021000000000000796,0.007211102550927979,0.0,8.9,9.07,9.42,N/A,-1.0,-1.0,none
CSP14abk,0.0797448,0.0797387,0.96,0.025,18.147,0.091,-1.7,0.0663,0.0066,0.0001619,CSPII,Ia,0.0,0,0,0.08099999999999952,0.02831960451701259,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
CSP14abn,0.0225,0.0232746,1.007,0.005,16.428,0.013,-1.3,0.0747,0.0075,-1.333e-06,CSPII,Ia,0.976,0,0,-0.0259999999999998,0.004242640687119285,0.0,9.59,9.75,10.24,N/A,-1.0,-1.0,none
CSP14adc,0.03244,0.031651,0.811,0.01,17.463,0.031,-3.2,0.0949,0.0095,-9.422e-06,CSPII,Ia,0.976,1,1,0.23200000000000287,0.011401754250991379,0.0,10.67,10.81,11.14,N/A,-1.0,-1.0,none
CSP15aae,0.0161833,0.0169733,0.505,0.004,16.368,0.034,12.2,0.0226,0.0023,4.401e-05,CSPII,Ia-91bg,0.981,0,1,0.4540000000000006,0.01063014581273465,0.0,10.96,11.14,11.26,N/A,-1.0,-1.0,none
KISS15m,0.02432,0.0253844,0.425,0.009,17.584,0.038,-6.1,0.0277,0.0028,8.041e-05,CSPII,Ia-91bg,0.958,0,0,0.6219999999999999,0.03176476034853718,0.0,9.67,9.78,9.94,N/A,-1.0,-1.0,none
KISS15n,0.023084,0.0239783,1.225,0.009,16.184,0.055,0.9,0.0088,0.0009,1.938e-05,CSPII,Ia-91T,0.85,0,1,0.09700000000000131,0.01063014581273465,0.0,7.8,8.0,8.17,N/A,-1.0,-1.0,none
LSQ11bk,0.0402721,0.0400251,1.071,0.016,17.958,0.026,-0.7,0.0936,0.0094,3.212e-05,CSPII,Ia,0.967,1,0,-0.0779999999999994,0.01063014581273465,0.0,6.5,6.53,6.59,N/A,-1.0,-1.0,none
LSQ11ot,0.02732,0.0273222,0.982,0.004,17.305,0.016,-0.4,0.1581,0.0158,2.544e-06,CSPII,Ia,0.976,1,1,0.3200000000000003,0.006403124237432849,0.0,10.0,10.17,10.22,N/A,-1.0,-1.0,none
LSQ11pn,0.0326533,0.0326611,0.503,0.008,17.29,0.032,-2.2,0.1457,0.0146,-2.342e-05,CSPII,Ia,0.948,1,1,0.2870000000000026,0.01769180601295413,0.0,10.52,10.7,10.8,N/A,-1.0,-1.0,none
LSQ12bld,0.0833623,0.084303,0.896,0.009,19.325,0.09,-3.9,0.0233,0.0023,8.458e-07,CSPII,Ia,0.987,1,0,0.0779999999999994,0.014422205101855958,0.0,10.42,10.55,10.64,N/A,-1.0,-1.0,none
LSQ12btn,0.0541733,0.0552706,0.829,0.01,18.511,0.054,-1.7,0.0333,0.0033,0.0001201,CSPII,Ia,0.986,1,0,0.10000000000000142,0.01063014581273465,0.0,10.84,10.9,10.94,N/A,-1.0,-1.0,none
LSQ12fuk,0.0205857,0.0205571,1.004,0.006,16.381,0.034,0.9,0.0714,0.0071,2.224e-06,CSPII,Ia,0.982,0,1,-0.008000000000000895,0.012041594578792296,0.0,8.2,8.34,8.45,N/A,-1.0,-1.0,none
LSQ12fvl,0.05593,0.055977,0.596,0.009,18.913,0.054,-5.8,0.0179,0.0018,2.751e-05,CSPII,Ia,0.981,1,0,0.24599999999999866,0.0170293863659264,0.0,10.55,10.74,10.93,N/A,-1.0,-1.0,none
LSQ12fxd,0.03122,0.0313344,1.16,0.006,16.996,0.021,-9.9,0.0217,0.0022,-1.05e-05,CSPII,Ia,0.98,1,1,-0.006000000000000227,0.00565685424949238,0.0,10.16,10.28,10.4,N/A,-1.0,-1.0,none
LSQ12gdj,0.0303033,0.0292813,1.165,0.007,16.92,0.035,-0.2,0.0199,0.002,4.484e-06,CSPII,Ia-91T,0.969,1,1,-0.030999999999998806,0.007071067811865475,0.0,8.36,8.66,8.76,N/A,-1.0,-1.0,none
LSQ12hno,0.0472673,0.0468084,0.989,0.014,18.123,0.028,-0.1,0.0994,0.0099,-1.117e-05,CSPII,Ia,0.983,1,0,0.04900000000000304,0.01,0.0,7.64,7.7,7.9,N/A,-1.0,-1.0,none
LSQ12hvj,0.0712507,0.0723911,1.167,0.015,18.925,0.04,-6.3,0.0458,0.0046,3.074e-05,CSPII,Ia,0.986,1,0,0.08099999999999952,0.009899494936611667,0.0,8.79,9.05,9.22,N/A,-1.0,-1.0,none
LSQ12hxx,0.06936,0.0689135,1.19,0.024,19.094,0.07,-1.7,0.0153,0.0015,-6.58e-05,CSPII,Ia,0.986,1,0,0.0779999999999994,0.016401219466856725,0.0,10.28,10.45,10.58,N/A,-1.0,-1.0,none
LSQ12hzj,0.0334,0.0345752,0.969,0.004,17.489,0.033,-4.1,0.0569,0.0057,-9.196e-07,CSPII,Ia,0.985,1,1,-0.06899999999999906,0.007071067811865475,0.0,9.32,9.35,9.73,N/A,-1.0,-1.0,none
LSQ12hzs,0.07208,0.0718169,1.02,0.018,19.071,0.04,-5.7,0.0227,0.0023,5.705e-06,CSPII,Ia,0.985,1,0,0.09999999999999787,0.01063014581273465,0.0,9.88,10.02,10.42,N/A,-1.0,-1.0,none
LSQ13cwp,0.0666,0.0662474,0.944,0.017,19.127,0.105,-1.5,0.1326,0.0133,3.927e-06,CSPII,Ia,0.986,1,0,0.08800000000000097,0.022803508501982758,0.0,10.39,10.54,10.7,N/A,-1.0,-1.0,none
LSQ13dpm,0.0508648,0.0520617,1.054,0.009,18.317,0.017,-6.8,0.0529,0.0053,6.332e-06,CSPII,Ia,0.984,1,0,-0.00999999999999801,0.005,0.0,9.06,9.17,9.6,N/A,-1.0,-1.0,none
LSQ13dsm,0.0423707,0.0419767,0.909,0.004,17.729,0.046,-3.8,0.0088,0.0009,2.698e-07,CSPII,Ia,0.984,1,0,-0.015999999999998238,0.0078102496759066544,0.0,8.85,9.01,9.14,N/A,-1.0,-1.0,none
LSQ13lq,0.0755477,0.0765051,1.069,0.026,19.095,0.052,1.1,0.0215,0.0022,3.866e-05,CSPII,Ia,0.951,1,0,-0.07099999999999795,0.00565685424949238,0.0,8.0,8.44,8.63,N/A,-1.0,-1.0,none
LSQ13pf,0.0860404,0.0870045,0.915,0.039,20.035,0.183,2.4,0.0558,0.0056,-4.584e-05,CSPII,Ia-91T,0.957,1,0,0.23300000000000054,0.07300684899377592,0.0,10.14,10.26,10.44,N/A,-1.0,-1.0,none
LSQ13ry,0.0298367,0.031032,0.881,0.006,17.398,0.042,-12.2,0.0403,0.004,1.112e-05,CSPII,Ia,0.971,1,1,-0.047999999999998266,0.011401754250991379,0.0,9.54,9.64,9.7,N/A,-1.0,-1.0,none
LSQ13vy,0.0417711,0.0421068,0.891,0.005,17.953,0.117,6.2,0.0676,0.0068,1.805e-05,CSPII,Ia,0.985,1,0,0.07599999999999696,0.0078102496759066544,0.0,10.15,10.17,10.33,N/A,-1.0,-1.0,none
LSQ14ahc,0.0508648,0.0517592,1.222,0.01,18.1,0.033,-8.0,0.0461,0.0046,-4.547e-06,CSPII,Ia,0.986,1,0,-0.028999999999999915,0.01063014581273465,0.0,8.89,9.13,9.62,N/A,-1.0,-1.0,none
LSQ14ahm,0.0497655,0.0509869,1.156,0.009,18.138,0.046,-10.6,0.0274,0.0027,-6.963e-05,CSPII,Ia,0.986,1,0,-0.05099999999999838,0.01063014581273465,0.0,8.03,8.2,8.37,N/A,-1.0,-1.0,none
LSQ14ba,0.0775463,0.0787677,0.958,0.006,19.433,0.099,6.2,0.0493,0.0049,2.804e-05,CSPII,Ia,0.986,1,0,0.03500000000000014,0.01345362404707371,0.0,9.3,9.47,9.87,N/A,-1.0,-1.0,none
LSQ14foj,0.0460667,0.0451705,1.012,0.01,18.14,0.049,-10.9,0.0121,0.0012,7.63e-06,CSPII,Ia,0.986,1,0,0.04999999999999716,0.01063014581273465,0.0,8.33,8.44,8.7,N/A,-1.0,-1.0,none
LSQ14fom,0.05626,0.0553279,0.947,0.009,18.342,0.046,-7.1,0.0184,0.0018,8.558e-06,CSPII,Ia,0.978,1,0,0.022999999999999687,0.01131370849898476,0.0,9.4,9.54,9.72,N/A,-1.0,-1.0,none
LSQ14gfb,0.0527067,0.0527873,0.586,0.033,18.939,0.109,2.1,0.0159,0.0016,-0.0004799,CSPII,Ia,0.985,1,0,0.5300000000000011,0.06226556030423239,0.0,10.11,10.3,10.64,N/A,-1.0,-1.0,none
LSQ14gfn,0.1216158,0.1210925,1.073,0.091,19.991,0.171,-7.1,0.0332,0.0033,0.001699,CSPII,Ia,0.967,1,0,0.05099999999999838,0.032015621187164243,0.0,10.42,10.54,10.88,N/A,-1.0,-1.0,none
LSQ14ghv,0.0666539,0.0662566,0.968,0.009,19.018,0.061,-0.5,0.0088,0.0009,-1.867e-05,CSPII,Ia,0.981,1,0,-0.015999999999998238,0.011401754250991379,0.0,10.06,10.18,10.31,N/A,-1.0,-1.0,none
LSQ14gov,0.089538,0.0892443,1.052,0.011,19.821,0.134,-3.5,0.0357,0.0036,-2.099e-06,CSPII,Ia,0.985,1,0,-0.1039999999999992,0.0078102496759066544,0.0,8.85,9.02,9.19,N/A,-1.0,-1.0,none
LSQ14ip,0.0612967,0.0624196,0.509,0.01,19.377,0.242,-7.3,0.0373,0.0037,0.0001188,CSPII,Ia,0.987,1,0,0.33800000000000097,0.022803508501982758,0.0,10.01,10.18,10.31,N/A,-1.0,-1.0,none
LSQ14jp,0.04539,0.0464896,0.675,0.007,18.246,0.069,6.5,0.053,0.0053,-0.0001004,CSPII,Ia,0.986,1,0,0.12300000000000111,0.01,0.0,10.48,10.54,10.81,N/A,-1.0,-1.0,none
LSQ14wp,0.0694519,0.0706148,1.134,0.012,18.884,0.057,-7.8,0.0207,0.0021,-1.787e-05,CSPII,Ia-91T,0.984,1,0,-0.037000000000002586,0.01063014581273465,0.0,7.23,7.48,7.59,N/A,-1.0,-1.0,none
LSQ14xi,0.0507429,0.0519014,1.142,0.011,18.338,0.063,4.3,0.0368,0.0037,6.329e-05,CSPII,Ia,0.986,1,0,0.21799999999999997,0.01063014581273465,0.0,10.77,10.9,11.07,N/A,-1.0,-1.0,none
LSQ15alq,0.0470667,0.0480953,0.921,0.005,18.079,0.045,-3.1,0.0668,0.0067,1.157e-06,CSPII,Ia,0.97,1,0,-0.0020000000000024443,0.006403124237432849,0.0,10.22,10.4,10.82,N/A,-1.0,-1.0,none
LSQ15bv,0.0689,0.0701168,0.952,0.009,19.023,0.124,8.2,0.0443,0.0044,4.722e-05,CSPII,Ia,0.985,1,0,-0.0010000000000012221,0.014422205101855958,0.0,10.39,10.56,10.77,N/A,-1.0,-1.0,none
PS1-13eao,0.0377533,0.037362,0.89,0.045,17.504,0.041,-2.0,0.0107,0.0011,-0.0002271,CSPII,Ia,0.0,1,0,1.5489999999999995,0.09631718434422801,0.0,10.56,10.73,11.04,N/A,-1.0,-1.0,none
PS1-14ra,0.0280833,0.0287982,0.777,0.006,17.045,0.018,-0.1,0.023,0.0023,-1.394e-05,CSPII,Ia,0.984,1,1,0.05999999999999872,0.006403124237432849,0.0,10.35,10.65,10.72,N/A,-1.0,-1.0,none
PS1-14xw,0.0245,0.0245957,1.039,0.01,16.553,0.015,-0.2,0.0656,0.0066,2.574e-05,CSPII,Ia,0.975,0,0,0.0259999999999998,0.006403124237432849,0.0,11.11,11.24,11.71,N/A,-1.0,-1.0,none
PS15sv,0.033277,0.0335844,0.993,0.005,17.463,0.075,1.1,0.0782,0.0078,-1.463e-06,CSPII,Ia-91T,0.977,1,1,0.010999999999999233,0.009219544457292887,0.0,8.2,8.31,8.56,N/A,-1.0,-1.0,none
PTF11pbp,0.0289033,0.0276702,1.15,0.007,16.96,0.024,-4.4,0.0507,0.0051,6.727e-06,CSPII,Ia,0.984,1,1,0.054999999999999716,0.007071067811865475,0.0,10.73,10.88,10.97,N/A,-1.0,-1.0,none
PTF11pra,0.0175433,0.0167242,0.439,0.017,16.467,0.032,2.0,0.0243,0.0024,4.061e-07,CSPII,Ia,0.981,0,0,0.9200000000000017,0.06,0.0,10.57,10.68,10.75,N/A,-1.0,-1.0,none
PTF11qnr,0.0162167,0.0149985,0.806,0.008,15.682,0.02,-1.3,0.0556,0.0056,-4.262e-06,CSPII,Ia,0.979,0,1,0.2550000000000008,0.009219544457292887,0.0,10.38,10.65,10.7,N/A,-1.0,-1.0,none
PTF13duj,0.01694,0.015867,1.156,0.014,15.884,0.059,11.0,0.0665,0.0067,-3.456e-05,CSPII,Ia,0.965,0,1,0.057000000000000384,0.012041594578792296,0.0,10.61,10.73,10.82,N/A,-1.0,-1.0,none
PTF13dym,0.04213,0.0409061,0.509,0.024,16.648,0.155,3.1,0.0379,0.0038,0.0002439,CSPII,Ia-91bg,0.0,1,0,0.09600000000000009,0.04951767361255979,0.0,9.25,9.45,9.88,N/A,-1.0,-1.0,none
PTF13ebh,0.01326,0.012484,0.636,0.004,15.22,0.022,-12.0,0.0668,0.0067,-6.348e-06,CSPII,Ia,0.975,0,1,0.12299999999999933,0.009219544457292887,0.0,10.8,10.86,11.02,N/A,-1.0,-1.0,none
PTF13efe,0.0749481,0.0758465,1.145,0.011,19.296,0.049,-5.0,0.0213,0.0021,4.457e-06,CSPII,Ia,0.987,1,0,-0.01699999999999946,0.01345362404707371,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
PTF14aje,0.0276708,0.0282271,0.684,0.005,17.133,0.02,-2.2,0.1524,0.0152,-2.804e-05,CSPII,Ia,0.978,1,0,0.6080000000000005,0.010816653826391968,0.0,10.64,10.78,10.84,N/A,-1.0,-1.0,none
PTF14gnl,0.05369,0.0525349,1.021,0.006,18.285,0.041,-13.4,0.0268,0.0027,1.093e-05,CSPII,Ia,0.984,1,0,-0.05500000000000327,0.008602325267042627,0.0,9.86,10.06,10.5,N/A,-1.0,-1.0,none
PTF14w,0.0188933,0.0200839,0.742,0.004,16.422,0.016,-3.3,0.0205,0.0021,-7.901e-06,CSPII,Ia,0.975,0,1,0.055999999999997385,0.005,0.0,8.96,9.14,9.3,N/A,-1.0,-1.0,none
PTF14yw,0.01697,0.0180604,0.856,0.008,16.848,0.304,-4.2,0.0255,0.0026,-2.333e-06,CSPII,Ia,0.411,0,1,-0.038000000000000256,0.01063014581273465,0.0,10.16,10.24,10.59,N/A,-1.0,-1.0,none
PTF14yy,0.0429703,0.0440905,0.837,0.01,17.969,0.057,-6.9,0.0198,0.002,-1.618e-05,CSPII,Ia,0.986,1,0,0.2560000000000002,0.014866068747318505,0.0,9.25,9.41,9.52,N/A,-1.0,-1.0,none
SN1980N,0.005871,0.0055142,0.904,0.006,12.928,0.043,4.6,0.018,0.0018,7.042e-05,,,,,,0.07000000000000028,0.012041594578792296,0.0,11.75,11.79,11.8,N1316,31.465,0.04,t
SN1981B,0.006027,0.0071693,0.941,0.019,12.512,0.034,6.1,0.0157,0.0016,-2.285e-06,,,,,,0.06799999999999962,0.0078102496759066544,0.0,10.42,10.47,10.68,N4536,30.969,0.05,ct
SN1981D,0.005871,0.0055129,0.793,0.033,12.989,0.044,3.2,0.0178,0.0018,-0.0001455,,,,,,0.17300000000000004,0.03847076812334269,0.0,11.75,11.79,11.8,N1316,31.465,0.04,t
SN1989B,0.002425,0.0035864,0.888,0.024,11.93,0.059,6.0,0.0284,0.0028,1.725e-05,,,,,,0.36400000000000077,0.0116619037896906,0.0,11.02,11.02,11.02,N3627,30.226,0.04,t
SN1998bu,0.0024827,0.0036812,0.971,0.004,11.743,0.014,-7.3,0.0382,0.0038,5.765e-06,,,,,,0.34500000000000064,0.007211102550927979,0.0,11.09,11.26,11.54,N3368,30.318,0.04,t
SN2001el,0.003896,0.0036761,0.959,0.005,12.903,0.018,-10.9,0.0121,0.0012,1.506e-05,,,,,,0.14399999999999835,0.01,0.0,10.22,10.69,10.73,N1448,31.325,0.06,t
SN2002fk,0.00712,0.0066137,0.977,0.004,14.048,0.011,-12.6,0.0344,0.0034,1.598e-06,,,,,,-0.0909999999999993,0.00848528137423857,0.0,9.78,9.94,10.64,N1309,32.504,0.07,ct
SN2004ef,0.0309667,0.02977,0.84,0.003,17.215,0.048,5.0,0.0458,0.0046,-2.098e-06,CSPI,Ia,0.981,0,0,0.11699999999999733,0.00565685424949238,0.0,10.63,10.74,10.8,N/A,-1.0,-1.0,none
SN2004eo,0.01569,0.0147367,0.869,0.005,15.709,0.015,-9.3,0.093,0.0093,1.367e-05,CSPI,Ia,0.979,0,0,0.02499999999999858,0.009219544457292887,0.0,11.03,11.16,11.35,N/A,-1.0,-1.0,none
SN2004ey,0.0157767,0.0146267,1.009,0.003,15.78,0.013,-2.8,0.1197,0.012,5.8e-06,CSPI,Ia,0.973,0,0,-0.051000000000000156,0.004242640687119285,0.0,9.76,10.06,10.41,N/A,-1.0,-1.0,none
SN2004gs,0.0266267,0.0282767,0.705,0.003,17.291,0.036,7.1,0.0257,0.0026,-7.196e-06,CSPI,Ia,0.982,0,0,0.20199999999999818,0.006403124237432849,0.0,10.57,10.63,10.7,N/A,-1.0,-1.0,none
SN2004gu,0.0458267,0.0468967,1.149,0.011,18.331,0.062,24.2,0.0223,0.0022,2.569e-05,CSPI,Ia-06gz,0.986,0,0,0.14499999999999957,0.015620499351813309,0.0,9.74,10.02,10.19,N/A,-1.0,-1.0,none
SN2005A,0.0191267,0.01834,0.963,0.007,16.278,0.053,5.3,0.0259,0.0026,3.297e-05,CSPI,Ia,0.976,0,0,0.9839999999999982,0.015620499351813309,0.0,11.07,11.19,11.26,N/A,-1.0,-1.0,none
SN2005M,0.0219967,0.02558,1.204,0.003,16.68,0.012,-7.2,0.0273,0.0027,4.463e-07,CSPI,Ia-91T,0.984,0,0,0.017999999999998906,0.004242640687119285,0.0,8.38,8.8,8.92,N/A,-1.0,-1.0,none
SN2005al,0.0123933,0.0132867,0.865,0.004,15.711,0.034,3.0,0.0483,0.0048,2.59e-05,CSPI,Ia,0.909,0,0,-0.051000000000000156,0.007211102550927979,0.0,10.4,10.49,10.63,N/A,-1.0,-1.0,none
SN2005am,0.0078933,0.0089667,0.764,0.004,14.176,0.011,-3.3,0.0433,0.0043,1.854e-05,CSPI,Ia,0.934,0,0,0.07399999999999984,0.0078102496759066544,0.0,10.68,10.83,11.26,N/A,-1.0,-1.0,none
SN2005el,0.0149,0.0148833,0.865,0.003,15.677,0.011,-6.2,0.0976,0.0098,8.288e-06,CSPI,Ia,0.973,0,0,-0.0730000000000004,0.01063014581273465,0.0,10.7,10.84,11.24,N/A,-1.0,-1.0,none
SN2005eq,0.0289567,0.02835,1.234,0.007,17.069,0.02,-0.4,0.0629,0.0063,5.292e-06,CSPI,Ia-91T,0.984,0,0,0.03500000000000014,0.008602325267042627,0.0,10.44,10.56,10.65,N/A,-1.0,-1.0,none
