\begin{table}
\begin{tabular}{cccccccccccccc}
$Name$ & $z_{cmb}$ & $z_{zhel}$ & $B_{max}$ & $eB_{max}$ & $s_{BV}$ & $es_{BV}$ & $B-V$ & $eB-V$ & $cov_{ms}$ & $cov_{mbv}$ & $M_{host}$ & $Sample$ & $Subclass$ \\
SN2008bz & 0.0613 & 0.06024 & 18.375 & 0.082 & 0.944 & 0.023 & -0.043 & 0.0642 & -8e-05 & 0.0 & 10.5 & CSPI & Ia \\
SN2008cc & 0.0101 & 0.01039 & 14.912 & 0.08 & 0.809 & 0.018 & 0.16 & 0.06603 & -4e-05 & 0.0 & 10.48 & CSPI & Ia \\
SN2008cf & 0.0468 & 0.04597 & 17.25 & 0.078 & 1.093 & 0.036 & 0.011 & 0.0628 & -0.0002 & 0.0 & 8.73 & CSPI & Ia \\
SN2008ff & 0.0187 & 0.01919 & 15.787 & 0.038 & 1.087 & 0.009 & 0.179 & 0.01836 & -0.00015 & 0.0 & 10.8 & CSPI & Ia \\
SN2008fl & 0.0194 & 0.0199 & 16.147 & 0.072 & 0.882 & 0.017 & 0.056 & 0.05941 & -2e-05 & 0.0 & 10.94 & CSPI & Ia \\
SN2008fp & 0.0063 & 0.00566 & 14.608 & 0.009 & 1.103 & 0.008 & 0.48 & 0.0064 & -0.0 & 0.0 & 10.2 & CSPI & Ia \\
SN2008fr & 0.0379 & 0.03897 & 17.184 & 0.091 & 1.043 & 0.026 & -0.01 & 0.07201 & -0.00014 & 0.0 & 7.73 & CSPI & Ia \\
SN2008fu & 0.0518 & 0.05237 & 18.15 & 0.067 & 0.824 & 0.024 & -0.034 & 0.08737 & -0.00016 & 0.0 & 10.72 & CSPI & Ia \\
SN2008fw & 0.0095 & 0.00854 & 14.215 & 0.081 & 1.117 & 0.024 & 0.076 & 0.0658 & -0.0001 & 0.0 & 10.49 & CSPI & Ia-91T \\
SN2008gg & 0.0311 & 0.03199 & 17.221 & 0.079 & 1.058 & 0.026 & 0.15 & 0.0642 & -0.00013 & 0.0 & 10.73 & CSPI & Ia \\
SN2008gl & 0.0329 & 0.03399 & 17.35 & 0.009 & 0.867 & 0.005 & 0.028 & 0.00781 & -0.0 & 0.0 & 10.86 & CSPI & Ia \\
SN2008go & 0.0613 & 0.06237 & 18.74 & 0.015 & 0.938 & 0.018 & 0.042 & 0.01 & -7e-05 & 0.0 & 10.94 & CSPI & Ia \\
SN2008gp & 0.0328 & 0.03339 & 16.675 & 0.012 & 0.979 & 0.004 & -0.03 & 0.01063 & 1e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2008hj & 0.0367 & 0.03787 & 17.274 & 0.008 & 1.008 & 0.005 & -0.008 & 0.00707 & 1e-05 & 0.0 & 10.4 & CSPI & Ia \\
SN2008hu & 0.0505 & 0.04967 & 18.399 & 0.09 & 0.822 & 0.024 & 0.026 & 0.07 & -6e-05 & 0.0 & 10.99 & CSPI & Ia \\
SN2008hv & 0.0136 & 0.01254 & 15.083 & 0.012 & 0.869 & 0.004 & -0.046 & 0.0114 & 1e-05 & 0.0 & 10.55 & CSPI & Ia \\
SN2008ia & 0.0225 & 0.02198 & 16.383 & 0.016 & 0.836 & 0.006 & -0.035 & 0.01556 & 0.0 & 0.0 & 10.77 & CSPI & Ia \\
SN2009D & 0.0247 & 0.02499 & 16.2 & 0.006 & 1.157 & 0.007 & -0.021 & 0.00566 & -0.0 & 0.0 & 10.43 & CSPI & Ia \\
SN2009F & 0.0129 & 0.01295 & 17.909 & 0.035 & 0.384 & 0.007 & 0.557 & 0.0255 & 3e-05 & 0.0 & 10.79 & CSPI & Ia-91bg \\
SN2009I & 0.0254 & 0.02615 & 19.214 & 0.037 & 1.083 & 0.035 & 0.651 & 0.01844 & -0.00015 & 0.0 & 10.74 & CSPI & Ia \\
SN2009P & 0.0263 & 0.02509 & 17.77 & 0.033 & 1.082 & 0.042 & 0.405 & 0.0214 & -0.00066 & 0.0 & 9.87 & CSPI & Ia \\
SN2009aa & 0.0285 & 0.02729 & 16.613 & 0.011 & 0.944 & 0.004 & 0.013 & 0.01204 & 1e-05 & 0.0 & 10.6 & CSPI & Ia \\
SN2009ab & 0.0109 & 0.01116 & 15.015 & 0.012 & 0.901 & 0.006 & 0.035 & 0.01063 & 1e-05 & 0.0 & 10.35 & CSPI & Ia \\
SN2009ad & 0.0283 & 0.02838 & 16.359 & 0.011 & 1.105 & 0.015 & 0.031 & 0.01131 & 3e-05 & 0.0 & 10.58 & CSPI & Ia \\
SN2009ag & 0.0092 & 0.00863 & 15.377 & 0.017 & 0.967 & 0.005 & 0.149 & 0.01421 & -0.0 & 0.0 & 10.2 & CSPI & Ia \\
SN2009al & 0.0233 & 0.02209 & 16.685 & 0.046 & 0.922 & 0.013 & 0.186 & 0.0278 & -0.0 & 0.0 & 10.72 & CSPI & Ia \\
SN2009cz & 0.022 & 0.02112 & 16.111 & 0.012 & 1.167 & 0.011 & 0.019 & 0.0099 & -1e-05 & 0.0 & 10.75 & CSPI & Ia \\
SN2009ds & 0.0205 & 0.01925 & 15.918 & 0.013 & 1.121 & 0.015 & 0.106 & 0.01273 & 2e-05 & 0.0 & 10.77 & CSPI & Ia \\
SN2009le & 0.017 & 0.01777 & 15.8 & 0.009 & 1.088 & 0.011 & 0.122 & 0.00849 & 3e-05 & 0.0 & 10.84 & CSPI & Ia \\
SN2011iy & 0.0053 & 0.00426 & 12.834 & 0.018 & 1.038 & 0.006 & 0.244 & 0.01221 & -4e-05 & 0.0 & 10.39 & CSPII & Ia \\
SN2011jh & 0.0089 & 0.00778 & 16.027 & 0.008 & 0.789 & 0.005 & 0.368 & 0.00781 & 1e-05 & 0.0 & 10.09 & CSPII & Ia \\
SN2011jn & 0.0485 & 0.04744 & 18.545 & 0.106 & 0.641 & 0.021 & 0.121 & 0.08848 & -0.00012 & 0.0 & 11.35 & CSPII & Ia \\
SN2011jt & 0.0285 & 0.02778 & 17.215 & 0.053 & 0.958 & 0.027 & 0.178 & 0.08242 & -0.0002 & 0.0 & 10.39 & CSPII & Ia \\
SN2012E & 0.0194 & 0.02024 & 16.007 & 0.016 & 0.846 & 0.008 & 0.011 & 0.00922 & -1e-05 & 0.0 & 10.54 & CSPII & Ia \\
SN2012G & 0.0268 & 0.0258 & 16.274 & 0.008 & 1.154 & 0.006 & -0.04 & 0.0064 & -2e-05 & 0.0 & 9.73 & CSPII & Ia \\
SN2012U & 0.0193 & 0.01972 & 15.967 & 0.094 & 0.904 & 0.023 & -0.019 & 0.07963 & -2e-05 & 0.0 & 10.56 & CSPII & Ia \\
SN2012ah & 0.0124 & 0.01239 & 14.864 & 0.087 & 0.904 & 0.022 & -0.075 & 0.0722 & -0.0001 & 0.0 & 11.5 & CSPII & Ia \\
SN2012aq & 0.0526 & 0.05196 & 17.988 & 0.076 & 0.995 & 0.018 & 0.006 & 0.06301 & -2e-05 & 0.0 & 7.77 & CSPII & Ia \\
SN2012ar & 0.0285 & 0.02824 & 16.791 & 0.008 & 0.807 & 0.006 & 0.033 & 0.0064 & -1e-05 & 0.0 & 10.94 & CSPII & Ia \\
SN2012bl & 0.0182 & 0.01869 & 15.681 & 0.01 & 1.08 & 0.016 & 0.044 & 0.00849 & -3e-05 & 0.0 & 10.09 & CSPII & Ia \\
SN2012bo & 0.0265 & 0.02541 & 16.503 & 0.007 & 1.154 & 0.007 & 0.012 & 0.0064 & -1e-05 & 0.0 & 10.32 & CSPII & Ia \\
SN2012gm & 0.0136 & 0.01478 & 15.897 & 0.005 & 0.987 & 0.004 & 0.173 & 0.00424 & 0.0 & 0.0 & 10.01 & CSPII & Ia \\
SN2012hd & 0.0111 & 0.01194 & 15.76 & 0.008 & 0.888 & 0.004 & 0.123 & 0.00781 & 1e-05 & 0.0 & 10.44 & CSPII & Ia \\
SN2012hr & 0.0079 & 0.00756 & 14.312 & 0.004 & 0.973 & 0.001 & 0.009 & 0.00424 & 0.0 & 0.0 & 10.32 & CSPII & Ia \\
SN2012ij & 0.0121 & 0.01099 & 16.371 & 0.027 & 0.536 & 0.008 & 0.257 & 0.01628 & 1e-05 & 0.0 & 9.94 & CSPII & Ia \\
SN2013E & 0.0105 & 0.00941 & 14.129 & 0.005 & 1.129 & 0.004 & 0.076 & 0.00424 & 0.0 & 0.0 & 9.96 & CSPII & Ia \\
SN2013H & 0.0159 & 0.01548 & 16.319 & 0.007 & 1.048 & 0.005 & 0.186 & 0.0064 & 1e-05 & 0.0 & 10.5 & CSPII & Ia \\
SN2013M & 0.0357 & 0.03493 & 17.105 & 0.011 & 0.941 & 0.005 & 0.023 & 0.01304 & 1e-05 & 0.0 & 10.9 & CSPII & Ia \\
SN2013U & 0.0357 & 0.03448 & 17.363 & 0.01 & 1.213 & 0.011 & 0.168 & 0.01 & 1e-05 & 0.0 & 10.27 & CSPII & Ia-91T \\
SN2013aj & 0.0101 & 0.00912 & 14.731 & 0.011 & 0.794 & 0.005 & 0.052 & 0.00922 & 1e-05 & 0.0 & 9.99 & CSPII & Ia \\
SN2013ay & 0.0157 & 0.01572 & 17.438 & 0.095 & 0.495 & 0.019 & 0.53 & 0.08349 & -0.00011 & 0.0 & 10.72 & CSPII & Ia \\
SN2013az & 0.0375 & 0.03725 & 17.9 & 0.085 & 0.767 & 0.028 & 0.084 & 0.0694 & -9e-05 & 0.0 & 10.99 & CSPII & Ia \\
SN2013bc & 0.0235 & 0.02245 & 19.443 & 0.082 & 0.482 & 0.022 & 0.751 & 0.0658 & -2e-05 & 0.0 & 10.47 & CSPII & Ia \\
SN2013bz & 0.0202 & 0.01915 & 15.64 & 0.012 & 1.15 & 0.009 & 0.154 & 0.0099 & -2e-05 & 0.0 & 9.98 & CSPII & Ia-91T \\
SN2013cg & 0.009 & 0.00795 & 14.328 & 0.091 & 0.966 & 0.024 & 0.087 & 0.07603 & -0.00013 & 0.0 & 10.13 & CSPII & Ia \\
SN2013ct & 0.0027 & 0.0038 & 12.491 & 0.019 & 1.002 & 0.006 & 0.064 & 0.01166 & -4e-05 & 0.0 & 8.72 & CSPII & Ia \\
SN2013fy & 0.0302 & 0.03085 & 16.712 & 0.012 & 1.17 & 0.011 & 0.023 & 0.00849 & -2e-05 & 0.0 & 10.86 & CSPII & Ia \\
SN2013fz & 0.0206 & 0.02059 & 15.884 & 0.005 & 1.016 & 0.004 & 0.005 & 0.00424 & -0.0 & 0.0 & 10.69 & CSPII & Ia \\
SN2013gv & 0.0335 & 0.0341 & 17.148 & 0.012 & 0.846 & 0.008 & -0.018 & 0.01204 & 2e-05 & 0.0 & 11.27 & CSPII & Ia \\
SN2013gy & 0.0136 & 0.01401 & 15.232 & 0.006 & 0.911 & 0.003 & -0.008 & 0.0064 & 0.0 & 0.0 & 9.0 & CSPII & Ia \\
SN2013hh & 0.0141 & 0.01298 & 17.99 & 0.081 & 1.19 & 0.028 & 0.566 & 0.065 & -9e-05 & 0.0 & 9.59 & CSPII & Ia-91T \\
SN2013hn & 0.016 & 0.01513 & 15.244 & 0.086 & 0.823 & 0.026 & -0.063 & 0.06661 & -0.00014 & 0.0 & 10.99 & CSPII & Ia \\
SN2014D & 0.0092 & 0.00817 & 18.495 & 0.091 & 0.958 & 0.023 & 0.566 & 0.0694 & -0.00014 & 0.0 & 8.26 & CSPII & Ia \\
SN2014I & 0.0302 & 0.02999 & 16.614 & 0.006 & 0.913 & 0.003 & 0.012 & 0.0064 & 0.0 & 0.0 & 10.9 & CSPII & Ia \\
SN2014Z & 0.0209 & 0.02126 & 15.989 & 0.076 & 0.992 & 0.03 & -0.01 & 0.0608 & -0.00017 & 0.0 & 10.75 & CSPII & Ia \\
SN2014ao & 0.015 & 0.01407 & 18.117 & 0.01 & 0.888 & 0.006 & 0.609 & 0.00781 & -1e-05 & 0.0 & 10.57 & CSPII & Ia \\
SN2014at & 0.0315 & 0.03222 & 16.718 & 0.007 & 0.95 & 0.003 & -0.034 & 0.0064 & 0.0 & 0.0 & 11.25 & CSPII & Ia \\
SN2014ba & 0.005 & 0.00584 & 17.593 & 0.1 & 0.338 & 0.02 & 0.944 & 0.09402 & -2e-05 & 0.0 & 10.64 & CSPII & Ia-91bg \\
SN2014dn & 0.0221 & 0.02217 & 18.99 & 0.075 & 0.466 & 0.005 & 0.653 & 0.01 & 0.0 & 0.0 & 10.65 & CSPII & Ia \\
SN2014eg & 0.0183 & 0.01862 & 15.899 & 0.011 & 1.177 & 0.01 & 0.257 & 0.00922 & -1e-05 & 0.0 & 11.62 & CSPII & Ia-91T \\
SNhunt281 & 0.0047 & 0.00407 & 14.237 & 0.007 & 0.693 & 0.003 & 0.045 & 0.00707 & 0.0 & 0.0 & 9.75 & CSPII & Ia \\
\end{tabular}
\end{table}
