\begin{table}
\begin{tabular}{cccccccccccccc}
$Name$ & $z_{cmb}$ & $z_{zhel}$ & $B_{max}$ & $eB_{max}$ & $s_{BV}$ & $es_{BV}$ & $B-V$ & $eB-V$ & $cov_{ms}$ & $cov_{mbv}$ & $M_{host}$ & $Sample$ & $Subclass$ \\
PS1-14xw & 0.0246 & 0.0245 & 16.478 & 0.01 & 1.039 & 0.01 & 0.026 & 0.0064 & -1e-05 & 0.0 & 11.24 & CSPII & Ia \\
PS15sv & 0.0336 & 0.03328 & 17.088 & 0.011 & 0.993 & 0.005 & 0.011 & 0.00922 & -0.0 & 0.0 & 8.31 & CSPII & Ia-91T \\
PTF11pbp & 0.0277 & 0.0289 & 16.888 & 0.01 & 1.15 & 0.007 & 0.055 & 0.00707 & 2e-05 & 0.0 & 10.88 & CSPII & Ia \\
PTF11ppn & 0.0662 & 0.06725 & 18.86 & 0.094 & 0.641 & 0.037 & 0.189 & 0.17918 & -0.00028 & 0.0 & 11.02 & CSPII & Ia-91bg \\
PTF11pra & 0.0167 & 0.01754 & 16.995 & 0.059 & 0.439 & 0.017 & 0.92 & 0.06 & 0.0 & 0.0 & 10.68 & CSPII & Ia \\
PTF11qnr & 0.015 & 0.01622 & 15.923 & 0.013 & 0.806 & 0.008 & 0.255 & 0.00922 & 2e-05 & 0.0 & 10.65 & CSPII & Ia \\
PTF13anh & 0.0625 & 0.06146 & 18.734 & 0.012 & 0.944 & 0.007 & -0.17 & 0.01844 & 2e-05 & 0.0 & 7.48 & CSPII & Ia \\
PTF13duj & 0.0159 & 0.01694 & 15.749 & 0.019 & 1.156 & 0.014 & 0.057 & 0.01204 & 6e-05 & 0.0 & 10.73 & CSPII & Ia \\
PTF13dwl & 0.0864 & 0.08744 & 19.31 & 0.015 & 1.088 & 0.04 & -0.034 & 0.0114 & 4e-05 & 0.0 & 8.74 & CSPII & Ia \\
PTF13dym & 0.0409 & 0.04213 & 17.819 & 0.052 & 0.509 & 0.024 & 0.096 & 0.04952 & 0.00012 & 0.0 & 9.45 & CSPII & Ia-91bg \\
PTF13dyt & 0.1099 & 0.10992 & 19.87 & 0.186 & 0.96 & 0.057 & -0.27 & 0.0836 & 0.00023 & 0.0 & 11.5 & CSPII & Ia-pec \\
PTF13ebh & 0.0125 & 0.01326 & 15.326 & 0.011 & 0.636 & 0.004 & 0.123 & 0.00922 & -0.0 & 0.0 & 10.86 & CSPII & Ia \\
PTF13efe & 0.0758 & 0.07495 & 19.09 & 0.014 & 1.145 & 0.011 & -0.017 & 0.01345 & 3e-05 & 0.0 & 11.5 & CSPII & Ia \\
PTF13ez & 0.0445 & 0.04347 & 17.941 & 0.023 & 0.897 & 0.011 & 0.159 & 0.02968 & -1e-05 & 0.0 & 9.71 & CSPII & Ia \\
PTF14aaf & 0.0596 & 0.05882 & 18.608 & 0.012 & 1.161 & 0.009 & 0.05 & 0.0099 & 4e-05 & 0.0 & 11.5 & CSPII & Ia \\
PTF14aje & 0.0282 & 0.02767 & 17.772 & 0.011 & 0.684 & 0.005 & 0.608 & 0.01082 & -1e-05 & 0.0 & 10.78 & CSPII & Ia \\
PTF14fpg & 0.0328 & 0.034 & 17.595 & 0.012 & 1.078 & 0.013 & 0.01 & 0.00849 & 1e-05 & 0.0 & 11.5 & CSPII & Ia \\
PTF14gnl & 0.0525 & 0.05369 & 18.202 & 0.011 & 1.021 & 0.006 & -0.055 & 0.0086 & -0.0 & 0.0 & 10.06 & CSPII & Ia \\
PTF14uo & 0.0922 & 0.09124 & 19.452 & 0.011 & 1.118 & 0.017 & -0.114 & 0.00849 & 2e-05 & 0.0 & 9.0 & CSPII & Ia \\
PTF14w & 0.0201 & 0.01889 & 16.554 & 0.006 & 0.742 & 0.004 & 0.056 & 0.005 & -0.0 & 0.0 & 9.14 & CSPII & Ia \\
PTF14yw & 0.0181 & 0.01697 & 16.522 & 0.015 & 0.856 & 0.008 & -0.038 & 0.01063 & 1e-05 & 0.0 & 10.24 & CSPII & Ia \\
PTF14yy & 0.0441 & 0.04297 & 18.499 & 0.013 & 0.837 & 0.01 & 0.256 & 0.01487 & 2e-05 & 0.0 & 9.41 & CSPII & Ia \\
SN2004ef & 0.0298 & 0.03097 & 17.31 & 0.008 & 0.84 & 0.003 & 0.117 & 0.00566 & 0.0 & 0.0 & 10.74 & CSPI & Ia \\
SN2004eo & 0.0147 & 0.01569 & 15.556 & 0.012 & 0.869 & 0.005 & 0.025 & 0.00922 & 1e-05 & 0.0 & 11.16 & CSPI & Ia \\
SN2004ey & 0.0146 & 0.01578 & 15.534 & 0.006 & 1.009 & 0.003 & -0.051 & 0.00424 & 0.0 & 0.0 & 10.06 & CSPI & Ia \\
SN2004gs & 0.0283 & 0.02663 & 17.346 & 0.008 & 0.705 & 0.003 & 0.202 & 0.0064 & -0.0 & 0.0 & 10.63 & CSPI & Ia \\
SN2004gu & 0.0469 & 0.04583 & 17.996 & 0.016 & 1.149 & 0.011 & 0.145 & 0.01562 & 5e-05 & 0.0 & 10.02 & CSPI & Ia-06gz \\
SN2005A & 0.0183 & 0.01913 & 16.97 & 0.018 & 0.963 & 0.007 & 0.984 & 0.01562 & -0.0 & 0.0 & 11.19 & CSPI & Ia \\
SN2005M & 0.0256 & 0.022 & 16.531 & 0.006 & 1.204 & 0.003 & 0.018 & 0.00424 & 0.0 & 0.0 & 8.8 & CSPI & Ia-91T \\
SN2005ag & 0.0801 & 0.07937 & 19.164 & 0.01 & 1.145 & 0.009 & -0.03 & 0.00781 & 2e-05 & 0.0 & 10.9 & CSPI & Ia \\
SN2005al & 0.0133 & 0.01239 & 15.667 & 0.009 & 0.865 & 0.004 & -0.051 & 0.00721 & 0.0 & 0.0 & 10.49 & CSPI & Ia \\
SN2005am & 0.009 & 0.00789 & 14.15 & 0.01 & 0.764 & 0.004 & 0.074 & 0.00781 & -0.0 & 0.0 & 10.83 & CSPI & Ia \\
SN2005be & 0.0356 & 0.035 & 17.543 & 0.063 & 0.761 & 0.023 & 0.053 & 0.0722 & -5e-05 & 0.0 & 10.4 & CSPI & Ia \\
SN2005bg & 0.0242 & 0.02307 & 16.558 & 0.067 & 1.061 & 0.037 & 0.042 & 0.06544 & -0.00013 & 0.0 & 9.91 & CSPI & Ia \\
SN2005bl & 0.0251 & 0.02404 & 17.803 & 0.037 & 0.427 & 0.011 & 0.689 & 0.0336 & 9e-05 & 0.0 & 11.01 & CSPI & Ia-91bg \\
SN2005bo & 0.015 & 0.01389 & 15.731 & 0.01 & 0.881 & 0.008 & 0.242 & 0.0064 & -2e-05 & 0.0 & 10.5 & CSPI & Ia \\
SN2005el & 0.0149 & 0.0149 & 15.625 & 0.013 & 0.865 & 0.003 & -0.073 & 0.01063 & 1e-05 & 0.0 & 10.84 & CSPI & Ia \\
SN2005eq & 0.0284 & 0.02896 & 16.976 & 0.012 & 1.234 & 0.007 & 0.035 & 0.0086 & 1e-05 & 0.0 & 10.56 & CSPI & Ia-91T \\
SN2005hc & 0.0445 & 0.04591 & 18.061 & 0.009 & 1.142 & 0.007 & 0.012 & 0.0064 & 1e-05 & 0.0 & 10.6 & CSPI & Ia \\
SN2005hj & 0.057 & 0.05797 & 18.466 & 0.021 & 1.152 & 0.019 & 0.08 & 0.01556 & 0.0001 & 0.0 & 9.32 & CSPI & Ia \\
SN2005iq & 0.0329 & 0.03402 & 17.473 & 0.015 & 0.88 & 0.006 & -0.032 & 0.01063 & 1e-05 & 0.0 & 10.54 & CSPI & Ia \\
SN2005ir & 0.0752 & 0.07631 & 19.038 & 0.02 & 1.03 & 0.02 & 0.05 & 0.01487 & -4e-05 & 0.0 & 9.23 & CSPI & Ia \\
SN2005kc & 0.0139 & 0.01511 & 15.699 & 0.014 & 0.932 & 0.006 & 0.238 & 0.01063 & 1e-05 & 0.0 & 11.06 & CSPI & Ia \\
SN2005ke & 0.0045 & 0.00488 & 14.249 & 0.015 & 0.438 & 0.003 & 0.67 & 0.01204 & 1e-05 & 0.0 & 10.43 & CSPI & Ia-91bg \\
SN2005ki & 0.0204 & 0.01919 & 16.235 & 0.009 & 0.839 & 0.003 & -0.018 & 0.00707 & 0.0 & 0.0 & 10.8 & CSPI & Ia \\
SN2005ku & 0.0442 & 0.04541 & 18.075 & 0.087 & 0.969 & 0.034 & 0.093 & 0.0778 & -0.00017 & 0.0 & 10.04 & CSPI & Ia \\
SN2005lu & 0.0313 & 0.03199 & 17.512 & 0.065 & 1.063 & 0.03 & 0.247 & 0.07201 & -4e-05 & 0.0 & 9.86 & CSPI & Ia \\
SN2005mc & 0.026 & 0.0252 & 17.197 & 0.067 & 0.664 & 0.02 & 0.314 & 0.06742 & -7e-05 & 0.0 & 10.95 & CSPI & Ia \\
SN2005na & 0.0268 & 0.0263 & 16.662 & 0.011 & 0.971 & 0.018 & -0.02 & 0.00781 & -1e-05 & 0.0 & 10.97 & CSPI & Ia \\
SN2006X & 0.0063 & 0.00524 & 13.731 & 0.016 & 0.971 & 0.004 & 1.214 & 0.01131 & 0.0 & 0.0 & 9.33 & CSPI & Ia \\
SN2006ax & 0.018 & 0.01673 & 15.79 & 0.011 & 1.003 & 0.004 & -0.072 & 0.00781 & 0.0 & 0.0 & 10.92 & CSPI & Ia \\
SN2006bd & 0.0268 & 0.02571 & 17.919 & 0.036 & 0.398 & 0.009 & 0.712 & 0.03912 & 7e-05 & 0.0 & 10.77 & CSPI & Ia-91bg \\
SN2006br & 0.0255 & 0.02457 & 17.892 & 0.083 & 0.962 & 0.032 & 0.849 & 0.09626 & -0.00028 & 0.0 & 10.97 & CSPI & Ia \\
SN2006ef & 0.017 & 0.01787 & 16.147 & 0.066 & 0.857 & 0.02 & -0.024 & 0.08071 & 1e-05 & 0.0 & 10.35 & CSPI & Ia \\
SN2006ej & 0.0193 & 0.02044 & 16.366 & 0.065 & 0.842 & 0.018 & 0.029 & 0.06022 & 2e-05 & 0.0 & 10.63 & CSPI & Ia \\
SN2006eq & 0.0484 & 0.04947 & 18.592 & 0.073 & 0.649 & 0.023 & 0.31 & 0.07742 & -0.0001 & 0.0 & 10.19 & CSPI & Ia \\
SN2006et & 0.0216 & 0.02216 & 16.336 & 0.012 & 1.18 & 0.006 & 0.141 & 0.00781 & 2e-05 & 0.0 & 10.8 & CSPI & Ia \\
SN2006ev & 0.0276 & 0.02871 & 17.479 & 0.071 & 0.843 & 0.021 & 0.175 & 0.07021 & 1e-05 & 0.0 & 10.75 & CSPI & Ia \\
SN2006fw & 0.082 & 0.08294 & 19.056 & 0.083 & 0.922 & 0.045 & 0.104 & 0.06155 & -0.00017 & 0.0 & 9.42 & CSPI & Ia \\
SN2006gj & 0.027 & 0.02833 & 17.529 & 0.017 & 0.708 & 0.007 & 0.298 & 0.01204 & -3e-05 & 0.0 & 10.53 & CSPI & Ia \\
SN2006gt & 0.0436 & 0.04474 & 18.359 & 0.019 & 0.575 & 0.01 & 0.249 & 0.01628 & -0.0 & 0.0 & 9.93 & CSPI & Ia-91bg \\
SN2006hb & 0.0153 & 0.01533 & 15.853 & 0.064 & 0.685 & 0.018 & 0.185 & 0.06603 & -3e-05 & 0.0 & 10.22 & CSPI & Ia-86G \\
SN2006hx & 0.0444 & 0.04546 & 17.838 & 0.054 & 0.977 & 0.012 & 0.116 & 0.03538 & 3e-05 & 0.0 & 10.31 & CSPI & Ia \\
SN2006is & 0.0314 & 0.03133 & 17.039 & 0.075 & 1.092 & 0.037 & 0.039 & 0.0672 & 4e-05 & 0.0 & 7.1 & CSPI & Ia \\
SN2006kf & 0.0208 & 0.02129 & 16.483 & 0.012 & 0.771 & 0.005 & 0.026 & 0.00922 & 0.0 & 0.0 & 10.82 & CSPI & Ia \\
SN2006lu & 0.0544 & 0.05337 & 18.31 & 0.065 & 1.002 & 0.019 & -0.018 & 0.0658 & -1e-05 & 0.0 & 10.29 & CSPI & Ia \\
SN2006mr & 0.0055 & 0.00587 & 14.454 & 0.034 & 0.335 & 0.004 & 0.731 & 0.02759 & 3e-05 & 0.0 & 11.19 & CSPI & Ia-91bg \\
SN2006ob & 0.0583 & 0.0592 & 18.656 & 0.017 & 0.743 & 0.009 & 0.111 & 0.01487 & -1e-05 & 0.0 & 11.26 & CSPI & Ia \\
SN2006os & 0.0321 & 0.03279 & 17.55 & 0.068 & 0.944 & 0.02 & 0.317 & 0.065 & -2e-05 & 0.0 & 10.81 & CSPI & Ia \\
SN2006py & 0.0566 & 0.05786 & 18.437 & 0.026 & 0.975 & 0.018 & 0.077 & 0.02062 & -0.00014 & 0.0 & 9.1 & CSPI & Ia \\
SN2007N & 0.014 & 0.01287 & 16.911 & 0.027 & 0.375 & 0.006 & 0.953 & 0.0236 & 1e-05 & 0.0 & 10.19 & CSPI & Ia-91bg \\
SN2007S & 0.015 & 0.01387 & 15.721 & 0.015 & 1.187 & 0.007 & 0.366 & 0.01082 & 3e-05 & 0.0 & 9.98 & CSPI & Ia-91T \\
SN2007ai & 0.032 & 0.03164 & 17.34 & 0.017 & 1.195 & 0.015 & 0.182 & 0.0136 & 0.0 & 0.0 & 9.91 & CSPI & Ia-91T \\
SN2007al & 0.0133 & 0.01211 & 16.539 & 0.03 & 0.385 & 0.006 & 0.7 & 0.025 & 2e-05 & 0.0 & 9.47 & CSPI & Ia-91bg \\
SN2007as & 0.0179 & 0.01756 & 16.092 & 0.013 & 0.89 & 0.004 & 0.08 & 0.0086 & 0.0 & 0.0 & 10.36 & CSPI & Ia \\
SN2007ax & 0.0076 & 0.00686 & 15.475 & 0.03 & 0.404 & 0.008 & 0.689 & 0.02561 & 4e-05 & 0.0 & 10.23 & CSPI & Ia-91bg \\
SN2007ba & 0.0391 & 0.03849 & 17.678 & 0.024 & 0.556 & 0.008 & 0.328 & 0.01921 & -0.0 & 0.0 & 10.99 & CSPI & Ia-91bg \\
SN2007bc & 0.0218 & 0.02076 & 16.389 & 0.013 & 0.909 & 0.005 & 0.033 & 0.0086 & 1e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2007bd & 0.0318 & 0.031 & 17.245 & 0.022 & 0.917 & 0.006 & -0.001 & 0.01562 & 2e-05 & 0.0 & 10.82 & CSPI & Ia \\
SN2007bm & 0.0074 & 0.00621 & 14.157 & 0.015 & 0.906 & 0.006 & 0.421 & 0.01 & -0.0 & 0.0 & 10.27 & CSPI & Ia \\
SN2007ca & 0.0151 & 0.01406 & 15.987 & 0.015 & 1.077 & 0.012 & 0.26 & 0.0099 & 2e-05 & 0.0 & 9.69 & CSPI & Ia \\
SN2007cg & 0.0342 & 0.03317 & 17.643 & 0.078 & 1.069 & 0.053 & 0.688 & 0.09701 & -0.00032 & 0.0 & 10.37 & CSPI & Ia \\
SN2007hj & 0.0129 & 0.0141 & 15.808 & 0.012 & 0.636 & 0.005 & 0.216 & 0.00922 & -2e-05 & 0.0 & 10.45 & CSPI & Ia \\
SN2007hx & 0.0789 & 0.07976 & 19.462 & 0.077 & 1.017 & 0.03 & 0.217 & 0.07382 & -0.0001 & 0.0 & 10.55 & CSPI & Ia \\
SN2007jd & 0.0719 & 0.07258 & 19.311 & 0.083 & 0.893 & 0.035 & 0.095 & 0.07981 & -0.00018 & 0.0 & 10.13 & CSPI & Ia \\
SN2007jg & 0.0366 & 0.03711 & 17.886 & 0.013 & 0.94 & 0.006 & 0.03 & 0.01 & -0.0 & 0.0 & 8.1 & CSPI & Ia \\
SN2007jh & 0.0403 & 0.04077 & 18.376 & 0.033 & 0.6 & 0.015 & 0.272 & 0.02625 & -5e-05 & 0.0 & 10.99 & CSPI & Ia-86G \\
SN2007le & 0.0055 & 0.00672 & 14.077 & 0.009 & 1.019 & 0.004 & 0.292 & 0.0064 & 0.0 & 0.0 & 9.85 & CSPI & Ia \\
SN2007mm & 0.0689 & 0.06635 & 19.484 & 0.031 & 0.506 & 0.016 & 0.406 & 0.0372 & 5e-05 & 0.0 & 11.36 & CSPI & Ia-86G \\
SN2007nq & 0.0439 & 0.045 & 17.923 & 0.014 & 0.78 & 0.006 & 0.059 & 0.0114 & -0.0 & 0.0 & 11.21 & CSPI & Ia \\
SN2007on & 0.0062 & 0.00649 & 13.382 & 0.022 & 0.588 & 0.003 & 0.116 & 0.01204 & -0.0 & 0.0 & 11.04 & CSPI & Ia \\
SN2007so & 0.0289 & 0.02967 & 16.781 & 0.044 & 0.923 & 0.009 & 0.012 & 0.07803 & 4e-05 & 0.0 & 10.97 & CSPI & Ia \\
SN2007st & 0.0207 & 0.02117 & 16.104 & 0.077 & 0.862 & 0.022 & 0.148 & 0.0836 & -3e-05 & 0.0 & 10.95 & CSPI & Ia \\
SN2007ux & 0.032 & 0.03089 & 17.609 & 0.013 & 0.624 & 0.006 & 0.213 & 0.01 & -4e-05 & 0.0 & 10.3 & CSPI & Ia-86G \\
SN2008C & 0.0171 & 0.01661 & 15.961 & 0.076 & 0.969 & 0.024 & 0.165 & 0.0744 & -6e-05 & 0.0 & 10.49 & CSPI & Ia \\
SN2008O & 0.0393 & 0.03883 & 18.06 & 0.024 & 0.683 & 0.01 & 0.314 & 0.0164 & -6e-05 & 0.0 & 11.33 & CSPI & Ia \\
SN2008R & 0.0129 & 0.01349 & 15.565 & 0.015 & 0.633 & 0.006 & 0.12 & 0.01063 & -1e-05 & 0.0 & 11.25 & CSPI & Ia \\
SN2008ar & 0.0272 & 0.02613 & 16.877 & 0.014 & 0.975 & 0.004 & 0.009 & 0.0114 & 1e-05 & 0.0 & 10.21 & CSPI & Ia \\
SN2008bc & 0.0157 & 0.01508 & 15.575 & 0.008 & 1.058 & 0.005 & -0.028 & 0.00566 & -0.0 & 0.0 & 10.1 & CSPI & Ia \\
SN2008bd & 0.0313 & 0.03008 & 17.74 & 0.043 & 0.656 & 0.04 & 0.345 & 0.06762 & -0.00095 & 0.0 & 11.07 & CSPI & Ia-91bg \\
SN2008bf & 0.0246 & 0.02348 & 16.51 & 0.008 & 1.019 & 0.004 & -0.046 & 0.0064 & 0.0 & 0.0 & 11.4 & CSPI & Ia \\
SN2008bi & 0.0144 & 0.01344 & 16.498 & 0.087 & 0.512 & 0.023 & 0.579 & 0.12925 & 8e-05 & 0.0 & 10.38 & CSPI & Ia-91bg \\
SN2008bq & 0.0344 & 0.03398 & 17.291 & 0.012 & 1.146 & 0.009 & 0.045 & 0.00922 & 3e-05 & 0.0 & 10.82 & CSPI & Ia \\
SN2008bt & 0.0166 & 0.01535 & 16.387 & 0.017 & 0.492 & 0.008 & 0.525 & 0.01345 & 2e-05 & 0.0 & 10.85 & CSPI & Ia-91bg \\
SN2008bz & 0.0613 & 0.06024 & 18.772 & 0.067 & 0.944 & 0.023 & -0.043 & 0.0642 & -4e-05 & 0.0 & 10.5 & CSPI & Ia \\
SN2008cc & 0.0101 & 0.01039 & 14.716 & 0.06 & 0.809 & 0.018 & 0.16 & 0.06603 & -1e-05 & 0.0 & 10.48 & CSPI & Ia \\
SN2008cd & 0.0085 & 0.00741 & 15.977 & 0.107 & 1.08 & 0.144 & 1.662 & 0.13621 & 0.00219 & 0.0 & 9.54 & CSPI & Ia \\
SN2008cf & 0.0468 & 0.04597 & 17.907 & 0.066 & 1.093 & 0.036 & 0.011 & 0.0628 & 1e-05 & 0.0 & 8.73 & CSPI & Ia \\
SN2008ff & 0.0187 & 0.01919 & 15.974 & 0.022 & 1.087 & 0.009 & 0.179 & 0.01836 & 1e-05 & 0.0 & 10.8 & CSPI & Ia \\
SN2008fl & 0.0194 & 0.0199 & 16.126 & 0.06 & 0.882 & 0.017 & 0.056 & 0.05941 & -0.0 & 0.0 & 10.94 & CSPI & Ia \\
SN2008fp & 0.0063 & 0.00566 & 13.673 & 0.009 & 1.103 & 0.008 & 0.48 & 0.0064 & 1e-05 & 0.0 & 10.2 & CSPI & Ia \\
SN2008fr & 0.0379 & 0.03897 & 17.61 & 0.067 & 1.043 & 0.026 & -0.01 & 0.07201 & -6e-05 & 0.0 & 7.73 & CSPI & Ia \\
SN2008fu & 0.0518 & 0.05237 & 18.389 & 0.071 & 0.824 & 0.024 & -0.034 & 0.08737 & 1e-05 & 0.0 & 10.72 & CSPI & Ia \\
SN2008fw & 0.0095 & 0.00854 & 14.602 & 0.061 & 1.117 & 0.024 & 0.076 & 0.0658 & 3e-05 & 0.0 & 10.49 & CSPI & Ia-91T \\
SN2008gg & 0.0311 & 0.03199 & 17.138 & 0.062 & 1.058 & 0.026 & 0.15 & 0.0642 & -4e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2008gl & 0.0329 & 0.03399 & 17.401 & 0.012 & 0.867 & 0.005 & 0.028 & 0.00781 & 0.0 & 0.0 & 10.86 & CSPI & Ia \\
SN2008go & 0.0613 & 0.06237 & 18.668 & 0.016 & 0.938 & 0.018 & 0.042 & 0.01 & -6e-05 & 0.0 & 10.94 & CSPI & Ia \\
SN2008gp & 0.0328 & 0.03339 & 17.175 & 0.013 & 0.979 & 0.004 & -0.03 & 0.01063 & 0.0 & 0.0 & 10.73 & CSPI & Ia \\
SN2008hj & 0.0367 & 0.03787 & 17.52 & 0.01 & 1.008 & 0.005 & -0.008 & 0.00707 & 0.0 & 0.0 & 10.4 & CSPI & Ia \\
SN2008hu & 0.0505 & 0.04967 & 18.422 & 0.071 & 0.822 & 0.024 & 0.026 & 0.07 & 0.0 & 0.0 & 10.99 & CSPI & Ia \\
SN2008hv & 0.0136 & 0.01254 & 15.452 & 0.013 & 0.869 & 0.004 & -0.046 & 0.0114 & 1e-05 & 0.0 & 10.55 & CSPI & Ia \\
SN2008ia & 0.0225 & 0.02198 & 16.548 & 0.02 & 0.836 & 0.006 & -0.035 & 0.01556 & 1e-05 & 0.0 & 10.77 & CSPI & Ia \\
SN2009D & 0.0247 & 0.02499 & 16.46 & 0.009 & 1.157 & 0.007 & -0.021 & 0.00566 & 1e-05 & 0.0 & 10.43 & CSPI & Ia \\
SN2009F & 0.0129 & 0.01295 & 16.375 & 0.035 & 0.384 & 0.007 & 0.557 & 0.0255 & 6e-05 & 0.0 & 10.79 & CSPI & Ia-91bg \\
SN2009I & 0.0254 & 0.02615 & 17.461 & 0.026 & 1.083 & 0.035 & 0.651 & 0.01844 & 9e-05 & 0.0 & 10.74 & CSPI & Ia \\
SN2009P & 0.0263 & 0.02509 & 17.109 & 0.029 & 1.082 & 0.042 & 0.405 & 0.0214 & 8e-05 & 0.0 & 9.87 & CSPI & Ia \\
SN2009aa & 0.0285 & 0.02729 & 16.919 & 0.015 & 0.944 & 0.004 & 0.013 & 0.01204 & 1e-05 & 0.0 & 10.6 & CSPI & Ia \\
SN2009ab & 0.0109 & 0.01116 & 15.208 & 0.015 & 0.901 & 0.006 & 0.035 & 0.01063 & 1e-05 & 0.0 & 10.35 & CSPI & Ia \\
SN2009ad & 0.0283 & 0.02838 & 16.816 & 0.016 & 1.105 & 0.015 & 0.031 & 0.01131 & 2e-05 & 0.0 & 10.58 & CSPI & Ia \\
SN2009ag & 0.0092 & 0.00863 & 14.875 & 0.019 & 0.967 & 0.005 & 0.149 & 0.01421 & -0.0 & 0.0 & 10.2 & CSPI & Ia \\
SN2009al & 0.0233 & 0.02209 & 16.455 & 0.038 & 0.922 & 0.013 & 0.186 & 0.0278 & 1e-05 & 0.0 & 10.72 & CSPI & Ia \\
SN2009cz & 0.022 & 0.02112 & 16.321 & 0.016 & 1.167 & 0.011 & 0.019 & 0.0099 & 3e-05 & 0.0 & 10.75 & CSPI & Ia \\
SN2009ds & 0.0205 & 0.01925 & 16.022 & 0.02 & 1.121 & 0.015 & 0.106 & 0.01273 & 3e-05 & 0.0 & 10.77 & CSPI & Ia \\
SN2009le & 0.017 & 0.01777 & 15.87 & 0.013 & 1.088 & 0.011 & 0.122 & 0.00849 & 1e-05 & 0.0 & 10.84 & CSPI & Ia \\
SN2011iy & 0.0053 & 0.00426 & 12.58 & 0.016 & 1.038 & 0.006 & 0.244 & 0.01221 & -1e-05 & 0.0 & 10.39 & CSPII & Ia \\
SN2011jh & 0.0089 & 0.00778 & 14.911 & 0.009 & 0.789 & 0.005 & 0.368 & 0.00781 & 1e-05 & 0.0 & 10.09 & CSPII & Ia \\
SN2011jn & 0.0485 & 0.04744 & 18.343 & 0.067 & 0.641 & 0.021 & 0.121 & 0.08848 & -6e-05 & 0.0 & 11.35 & CSPII & Ia \\
SN2011jt & 0.0285 & 0.02778 & 17.103 & 0.077 & 0.958 & 0.027 & 0.178 & 0.08242 & -0.00016 & 0.0 & 10.39 & CSPII & Ia \\
SN2012E & 0.0194 & 0.02024 & 16.227 & 0.012 & 0.846 & 0.008 & 0.011 & 0.00922 & -2e-05 & 0.0 & 10.54 & CSPII & Ia \\
SN2012G & 0.0268 & 0.0258 & 16.77 & 0.008 & 1.154 & 0.006 & -0.04 & 0.0064 & 2e-05 & 0.0 & 9.73 & CSPII & Ia \\
SN2012U & 0.0193 & 0.01972 & 16.017 & 0.065 & 0.904 & 0.023 & -0.019 & 0.07963 & -4e-05 & 0.0 & 10.56 & CSPII & Ia \\
SN2012ah & 0.0124 & 0.01239 & 15.212 & 0.064 & 0.904 & 0.022 & -0.075 & 0.0722 & -3e-05 & 0.0 & 11.5 & CSPII & Ia \\
SN2012aq & 0.0526 & 0.05196 & 18.248 & 0.06 & 0.995 & 0.018 & 0.006 & 0.06301 & -2e-05 & 0.0 & 7.77 & CSPII & Ia \\
SN2012ar & 0.0285 & 0.02824 & 17.015 & 0.008 & 0.807 & 0.006 & 0.033 & 0.0064 & -1e-05 & 0.0 & 10.94 & CSPII & Ia \\
SN2012bl & 0.0182 & 0.01869 & 16.031 & 0.013 & 1.08 & 0.016 & 0.044 & 0.00849 & 2e-05 & 0.0 & 10.09 & CSPII & Ia \\
SN2012bo & 0.0265 & 0.02541 & 16.798 & 0.01 & 1.154 & 0.007 & 0.012 & 0.0064 & 2e-05 & 0.0 & 10.32 & CSPII & Ia \\
SN2012gm & 0.0136 & 0.01478 & 15.588 & 0.006 & 0.987 & 0.004 & 0.173 & 0.00424 & 0.0 & 0.0 & 10.01 & CSPII & Ia \\
SN2012hd & 0.0111 & 0.01194 & 15.263 & 0.01 & 0.888 & 0.004 & 0.123 & 0.00781 & 1e-05 & 0.0 & 10.44 & CSPII & Ia \\
SN2012hl & 0.0319 & 0.03298 & 17.888 & 0.016 & 0.928 & 0.022 & 0.344 & 0.0114 & -5e-05 & 0.0 & 7.31 & CSPII & Ia \\
SN2012hr & 0.0079 & 0.00756 & 14.344 & 0.005 & 0.973 & 0.001 & 0.009 & 0.00424 & 0.0 & 0.0 & 10.32 & CSPII & Ia \\
SN2012id & 0.0155 & 0.01574 & 15.692 & 0.074 & 0.824 & 0.033 & 0.055 & 0.07767 & -0.00013 & 0.0 & 10.01 & CSPII & Ia \\
SN2012ij & 0.0121 & 0.01099 & 15.699 & 0.015 & 0.536 & 0.008 & 0.257 & 0.01628 & 1e-05 & 0.0 & 9.94 & CSPII & Ia \\
SN2013E & 0.0105 & 0.00941 & 14.388 & 0.006 & 1.129 & 0.004 & 0.076 & 0.00424 & 0.0 & 0.0 & 9.96 & CSPII & Ia \\
SN2013H & 0.0159 & 0.01548 & 15.987 & 0.008 & 1.048 & 0.005 & 0.186 & 0.0064 & 0.0 & 0.0 & 10.5 & CSPII & Ia \\
SN2013M & 0.0357 & 0.03493 & 17.246 & 0.014 & 0.941 & 0.005 & 0.023 & 0.01304 & 0.0 & 0.0 & 10.9 & CSPII & Ia \\
SN2013U & 0.0357 & 0.03448 & 17.268 & 0.013 & 1.213 & 0.011 & 0.168 & 0.01 & 2e-05 & 0.0 & 10.27 & CSPII & Ia-91T \\
SN2013ad & 0.0359 & 0.03637 & 17.025 & 0.015 & 0.991 & 0.013 & -0.089 & 0.01 & -1e-05 & 0.0 & 11.5 & CSPII & Ia \\
