\begin{table}
\begin{tabular}{cccccccccccccc}
$Name$ & $z_{cmb}$ & $z_{zhel}$ & $B_{max}$ & $eB_{max}$ & $s_{BV}$ & $es_{BV}$ & $B-V$ & $eB-V$ & $cov_{ms}$ & $cov_{mbv}$ & $M_{host}$ & $Sample$ & $Subclass$ \\
SN2007on & 0.0062 & 0.00649 & 12.932 & 0.01 & 0.588 & 0.003 & 0.116 & 0.01204 & 1e-05 & 0.0 & 11.04 & CSPI & Ia \\
SN2007so & 0.0289 & 0.02967 & 16.223 & 0.053 & 0.923 & 0.009 & 0.012 & 0.07803 & 5e-05 & 0.0 & 10.97 & CSPI & Ia \\
SN2007st & 0.0207 & 0.02117 & 15.758 & 0.042 & 0.862 & 0.022 & 0.148 & 0.0836 & -7e-05 & 0.0 & 10.95 & CSPI & Ia \\
SN2007ux & 0.032 & 0.03089 & 17.262 & 0.008 & 0.624 & 0.006 & 0.213 & 0.01 & -0.0 & 0.0 & 10.3 & CSPI & Ia-86G \\
SN2008C & 0.0171 & 0.01661 & 15.531 & 0.037 & 0.969 & 0.024 & 0.165 & 0.0744 & -6e-05 & 0.0 & 10.49 & CSPI & Ia \\
SN2008O & 0.0393 & 0.03883 & 17.978 & 0.011 & 0.683 & 0.01 & 0.314 & 0.0164 & 0.0 & 0.0 & 11.33 & CSPI & Ia \\
SN2008R & 0.0129 & 0.01349 & 15.15 & 0.008 & 0.633 & 0.006 & 0.12 & 0.01063 & 0.0 & 0.0 & 11.25 & CSPI & Ia \\
SN2008ar & 0.0272 & 0.02613 & 16.177 & 0.008 & 0.975 & 0.004 & 0.009 & 0.0114 & 2e-05 & 0.0 & 10.21 & CSPI & Ia \\
SN2008bc & 0.0157 & 0.01508 & 14.721 & 0.004 & 1.058 & 0.005 & -0.028 & 0.00566 & 1e-05 & 0.0 & 10.1 & CSPI & Ia \\
SN2008bd & 0.0313 & 0.03008 & 17.422 & 0.04 & 0.656 & 0.04 & 0.345 & 0.06762 & -0.00034 & 0.0 & 11.07 & CSPI & Ia-91bg \\
SN2008bf & 0.0246 & 0.02348 & 15.667 & 0.005 & 1.019 & 0.004 & -0.046 & 0.0064 & 1e-05 & 0.0 & 11.4 & CSPI & Ia \\
SN2008bi & 0.0144 & 0.01344 & 16.663 & 0.074 & 0.512 & 0.023 & 0.579 & 0.12925 & 2e-05 & 0.0 & 10.38 & CSPI & Ia-91bg \\
SN2008bq & 0.0344 & 0.03398 & 16.645 & 0.006 & 1.146 & 0.009 & 0.045 & 0.00922 & -1e-05 & 0.0 & 10.82 & CSPI & Ia \\
SN2008bt & 0.0166 & 0.01535 & 16.474 & 0.009 & 0.492 & 0.008 & 0.525 & 0.01345 & 1e-05 & 0.0 & 10.85 & CSPI & Ia-91bg \\
SN2008bz & 0.0613 & 0.06024 & 17.921 & 0.03 & 0.944 & 0.023 & -0.043 & 0.0642 & -3e-05 & 0.0 & 10.5 & CSPI & Ia \\
SN2008cc & 0.0101 & 0.01039 & 14.238 & 0.032 & 0.809 & 0.018 & 0.16 & 0.06603 & -3e-05 & 0.0 & 10.48 & CSPI & Ia \\
SN2008cd & 0.0085 & 0.00741 & 17.884 & 0.07 & 1.08 & 0.144 & 1.662 & 0.13621 & -0.00073 & 0.0 & 9.54 & CSPI & Ia \\
SN2008cf & 0.0468 & 0.04597 & 17.002 & 0.029 & 1.093 & 0.036 & 0.011 & 0.0628 & -5e-05 & 0.0 & 8.73 & CSPI & Ia \\
SN2008ff & 0.0187 & 0.01919 & 15.31 & 0.012 & 1.087 & 0.009 & 0.179 & 0.01836 & -1e-05 & 0.0 & 10.8 & CSPI & Ia \\
SN2008fl & 0.0194 & 0.0199 & 15.599 & 0.027 & 0.882 & 0.017 & 0.056 & 0.05941 & -1e-05 & 0.0 & 10.94 & CSPI & Ia \\
SN2008fp & 0.0063 & 0.00566 & 13.715 & 0.005 & 1.103 & 0.008 & 0.48 & 0.0064 & 0.0 & 0.0 & 10.2 & CSPI & Ia \\
SN2008fr & 0.0379 & 0.03897 & 16.771 & 0.034 & 1.043 & 0.026 & -0.01 & 0.07201 & -4e-05 & 0.0 & 7.73 & CSPI & Ia \\
SN2008fu & 0.0518 & 0.05237 & 17.701 & 0.046 & 0.824 & 0.024 & -0.034 & 0.08737 & -8e-05 & 0.0 & 10.72 & CSPI & Ia \\
SN2008fw & 0.0095 & 0.00854 & 13.916 & 0.03 & 1.117 & 0.024 & 0.076 & 0.0658 & -1e-05 & 0.0 & 10.49 & CSPI & Ia-91T \\
SN2008gg & 0.0311 & 0.03199 & 16.48 & 0.029 & 1.058 & 0.026 & 0.15 & 0.0642 & -4e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2008gl & 0.0329 & 0.03399 & 16.755 & 0.006 & 0.867 & 0.005 & 0.028 & 0.00781 & 0.0 & 0.0 & 10.86 & CSPI & Ia \\
SN2008go & 0.0613 & 0.06237 & 17.971 & 0.007 & 0.938 & 0.018 & 0.042 & 0.01 & 0.0 & 0.0 & 10.94 & CSPI & Ia \\
SN2008gp & 0.0328 & 0.03339 & 16.396 & 0.008 & 0.979 & 0.004 & -0.03 & 0.01063 & 1e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2008hj & 0.0367 & 0.03787 & 16.736 & 0.005 & 1.008 & 0.005 & -0.008 & 0.00707 & 1e-05 & 0.0 & 10.4 & CSPI & Ia \\
SN2008hu & 0.0505 & 0.04967 & 17.796 & 0.033 & 0.822 & 0.024 & 0.026 & 0.07 & -2e-05 & 0.0 & 10.99 & CSPI & Ia \\
SN2008hv & 0.0136 & 0.01254 & 14.7 & 0.008 & 0.869 & 0.004 & -0.046 & 0.0114 & 1e-05 & 0.0 & 10.55 & CSPI & Ia \\
SN2008ia & 0.0225 & 0.02198 & 15.833 & 0.012 & 0.836 & 0.006 & -0.035 & 0.01556 & 1e-05 & 0.0 & 10.77 & CSPI & Ia \\
SN2009D & 0.0247 & 0.02499 & 15.687 & 0.004 & 1.157 & 0.007 & -0.021 & 0.00566 & 0.0 & 0.0 & 10.43 & CSPI & Ia \\
SN2009F & 0.0129 & 0.01295 & 16.613 & 0.018 & 0.384 & 0.007 & 0.557 & 0.0255 & 2e-05 & 0.0 & 10.79 & CSPI & Ia-91bg \\
SN2009I & 0.0254 & 0.02615 & 17.897 & 0.012 & 1.083 & 0.035 & 0.651 & 0.01844 & 4e-05 & 0.0 & 10.74 & CSPI & Ia \\
SN2009P & 0.0263 & 0.02509 & 16.813 & 0.014 & 1.082 & 0.042 & 0.405 & 0.0214 & -8e-05 & 0.0 & 9.87 & CSPI & Ia \\
SN2009aa & 0.0285 & 0.02729 & 16.281 & 0.008 & 0.944 & 0.004 & 0.013 & 0.01204 & 1e-05 & 0.0 & 10.6 & CSPI & Ia \\
SN2009ab & 0.0109 & 0.01116 & 14.654 & 0.008 & 0.901 & 0.006 & 0.035 & 0.01063 & 2e-05 & 0.0 & 10.35 & CSPI & Ia \\
SN2009ad & 0.0283 & 0.02838 & 16.159 & 0.008 & 1.105 & 0.015 & 0.031 & 0.01131 & 2e-05 & 0.0 & 10.58 & CSPI & Ia \\
SN2009ag & 0.0092 & 0.00863 & 14.498 & 0.011 & 0.967 & 0.005 & 0.149 & 0.01421 & 0.0 & 0.0 & 10.2 & CSPI & Ia \\
SN2009al & 0.0233 & 0.02209 & 16.129 & 0.025 & 0.922 & 0.013 & 0.186 & 0.0278 & 7e-05 & 0.0 & 10.72 & CSPI & Ia \\
SN2009cz & 0.022 & 0.02112 & 15.64 & 0.007 & 1.167 & 0.011 & 0.019 & 0.0099 & 0.0 & 0.0 & 10.75 & CSPI & Ia \\
SN2009ds & 0.0205 & 0.01925 & 15.413 & 0.009 & 1.121 & 0.015 & 0.106 & 0.01273 & 0.0 & 0.0 & 10.77 & CSPI & Ia \\
SN2009le & 0.017 & 0.01777 & 15.27 & 0.006 & 1.088 & 0.011 & 0.122 & 0.00849 & -0.0 & 0.0 & 10.84 & CSPI & Ia \\
SN2011iy & 0.0053 & 0.00426 & 11.988 & 0.008 & 1.038 & 0.006 & 0.244 & 0.01221 & -0.0 & 0.0 & 10.39 & CSPII & Ia \\
SN2011jh & 0.0089 & 0.00778 & 14.903 & 0.005 & 0.789 & 0.005 & 0.368 & 0.00781 & 1e-05 & 0.0 & 10.09 & CSPII & Ia \\
SN2011jn & 0.0485 & 0.04744 & 17.803 & 0.046 & 0.641 & 0.021 & 0.121 & 0.08848 & -4e-05 & 0.0 & 11.35 & CSPII & Ia \\
SN2011jt & 0.0285 & 0.02778 & 16.534 & 0.043 & 0.958 & 0.027 & 0.178 & 0.08242 & -0.00014 & 0.0 & 10.39 & CSPII & Ia \\
SN2012E & 0.0194 & 0.02024 & 15.626 & 0.006 & 0.846 & 0.008 & 0.011 & 0.00922 & 0.0 & 0.0 & 10.54 & CSPII & Ia \\
SN2012G & 0.0268 & 0.0258 & 15.931 & 0.004 & 1.154 & 0.006 & -0.04 & 0.0064 & -0.0 & 0.0 & 9.73 & CSPII & Ia \\
SN2012U & 0.0193 & 0.01972 & 15.471 & 0.041 & 0.904 & 0.023 & -0.019 & 0.07963 & -1e-05 & 0.0 & 10.56 & CSPII & Ia \\
SN2012ah & 0.0124 & 0.01239 & 14.412 & 0.035 & 0.904 & 0.022 & -0.075 & 0.0722 & -5e-05 & 0.0 & 11.5 & CSPII & Ia \\
SN2012aq & 0.0526 & 0.05196 & 17.47 & 0.029 & 0.995 & 0.018 & 0.006 & 0.06301 & -1e-05 & 0.0 & 7.77 & CSPII & Ia \\
SN2012ar & 0.0285 & 0.02824 & 16.434 & 0.004 & 0.807 & 0.006 & 0.033 & 0.0064 & 0.0 & 0.0 & 10.94 & CSPII & Ia \\
SN2012bl & 0.0182 & 0.01869 & 15.159 & 0.006 & 1.08 & 0.016 & 0.044 & 0.00849 & 1e-05 & 0.0 & 10.09 & CSPII & Ia \\
SN2012bo & 0.0265 & 0.02541 & 16.126 & 0.004 & 1.154 & 0.007 & 0.012 & 0.0064 & -0.0 & 0.0 & 10.32 & CSPII & Ia \\
SN2012gm & 0.0136 & 0.01478 & 15.237 & 0.003 & 0.987 & 0.004 & 0.173 & 0.00424 & 0.0 & 0.0 & 10.01 & CSPII & Ia \\
SN2012hd & 0.0111 & 0.01194 & 14.796 & 0.005 & 0.888 & 0.004 & 0.123 & 0.00781 & 1e-05 & 0.0 & 10.44 & CSPII & Ia \\
SN2012hr & 0.0079 & 0.00756 & 13.568 & 0.003 & 0.973 & 0.001 & 0.009 & 0.00424 & 0.0 & 0.0 & 10.32 & CSPII & Ia \\
SN2012ij & 0.0121 & 0.01099 & 15.361 & 0.011 & 0.536 & 0.008 & 0.257 & 0.01628 & 3e-05 & 0.0 & 9.94 & CSPII & Ia \\
SN2013E & 0.0105 & 0.00941 & 13.711 & 0.003 & 1.129 & 0.004 & 0.076 & 0.00424 & 0.0 & 0.0 & 9.96 & CSPII & Ia \\
SN2013H & 0.0159 & 0.01548 & 15.52 & 0.004 & 1.048 & 0.005 & 0.186 & 0.0064 & 1e-05 & 0.0 & 10.5 & CSPII & Ia \\
SN2013M & 0.0357 & 0.03493 & 16.588 & 0.008 & 0.941 & 0.005 & 0.023 & 0.01304 & 1e-05 & 0.0 & 10.9 & CSPII & Ia \\
SN2013U & 0.0357 & 0.03448 & 16.922 & 0.007 & 1.213 & 0.011 & 0.168 & 0.01 & 1e-05 & 0.0 & 10.27 & CSPII & Ia-91T \\
SN2013aj & 0.0101 & 0.00912 & 14.009 & 0.005 & 0.794 & 0.005 & 0.052 & 0.00922 & 1e-05 & 0.0 & 9.99 & CSPII & Ia \\
SN2013ay & 0.0157 & 0.01572 & 15.991 & 0.043 & 0.495 & 0.019 & 0.53 & 0.08349 & -7e-05 & 0.0 & 10.72 & CSPII & Ia \\
SN2013az & 0.0375 & 0.03725 & 17.149 & 0.033 & 0.767 & 0.028 & 0.084 & 0.0694 & -3e-05 & 0.0 & 10.99 & CSPII & Ia \\
SN2013bc & 0.0235 & 0.02245 & 17.755 & 0.031 & 0.482 & 0.022 & 0.751 & 0.0658 & -1e-05 & 0.0 & 10.47 & CSPII & Ia \\
SN2013bz & 0.0202 & 0.01915 & 15.343 & 0.006 & 1.15 & 0.009 & 0.154 & 0.0099 & -0.0 & 0.0 & 9.98 & CSPII & Ia-91T \\
SN2013cg & 0.009 & 0.00795 & 13.794 & 0.038 & 0.966 & 0.024 & 0.087 & 0.07603 & -7e-05 & 0.0 & 10.13 & CSPII & Ia \\
SN2013ct & 0.0027 & 0.0038 & 11.768 & 0.009 & 1.002 & 0.006 & 0.064 & 0.01166 & -1e-05 & 0.0 & 8.72 & CSPII & Ia \\
SN2013fy & 0.0302 & 0.03085 & 16.244 & 0.006 & 1.17 & 0.011 & 0.023 & 0.00849 & 0.0 & 0.0 & 10.86 & CSPII & Ia \\
SN2013fz & 0.0206 & 0.02059 & 15.402 & 0.003 & 1.016 & 0.004 & 0.005 & 0.00424 & 0.0 & 0.0 & 10.69 & CSPII & Ia \\
SN2013gv & 0.0335 & 0.0341 & 16.748 & 0.008 & 0.846 & 0.008 & -0.018 & 0.01204 & 3e-05 & 0.0 & 11.27 & CSPII & Ia \\
SN2013gy & 0.0136 & 0.01401 & 14.673 & 0.004 & 0.911 & 0.003 & -0.008 & 0.0064 & 0.0 & 0.0 & 9.0 & CSPII & Ia \\
SN2013hh & 0.0141 & 0.01298 & 16.916 & 0.03 & 1.19 & 0.028 & 0.566 & 0.065 & -2e-05 & 0.0 & 9.59 & CSPII & Ia-91T \\
SN2013hn & 0.016 & 0.01513 & 14.9 & 0.033 & 0.823 & 0.026 & -0.063 & 0.06661 & -6e-05 & 0.0 & 10.99 & CSPII & Ia \\
SN2014D & 0.0092 & 0.00817 & 16.987 & 0.034 & 0.958 & 0.023 & 0.566 & 0.0694 & -6e-05 & 0.0 & 8.26 & CSPII & Ia \\
SN2014I & 0.0302 & 0.02999 & 16.264 & 0.004 & 0.913 & 0.003 & 0.012 & 0.0064 & 0.0 & 0.0 & 10.9 & CSPII & Ia \\
SN2014Z & 0.0209 & 0.02126 & 15.521 & 0.028 & 0.992 & 0.03 & -0.01 & 0.0608 & -7e-05 & 0.0 & 10.75 & CSPII & Ia \\
SN2014ao & 0.015 & 0.01407 & 16.65 & 0.006 & 0.888 & 0.006 & 0.609 & 0.00781 & 0.0 & 0.0 & 10.57 & CSPII & Ia \\
SN2014at & 0.0315 & 0.03222 & 16.389 & 0.005 & 0.95 & 0.003 & -0.034 & 0.0064 & 1e-05 & 0.0 & 11.25 & CSPII & Ia \\
SN2014ba & 0.005 & 0.00584 & 15.65 & 0.05 & 0.338 & 0.02 & 0.944 & 0.09402 & -4e-05 & 0.0 & 10.64 & CSPII & Ia-91bg \\
SN2014dn & 0.0221 & 0.02217 & 17.344 & 0.007 & 0.466 & 0.005 & 0.653 & 0.01 & 0.0 & 0.0 & 10.65 & CSPII & Ia \\
SN2014eg & 0.0183 & 0.01862 & 15.376 & 0.007 & 1.177 & 0.01 & 0.257 & 0.00922 & 1e-05 & 0.0 & 11.62 & CSPII & Ia-91T \\
SNhunt281 & 0.0047 & 0.00407 & 13.631 & 0.005 & 0.693 & 0.003 & 0.045 & 0.00707 & 0.0 & 0.0 & 9.75 & CSPII & Ia \\
\end{tabular}
\end{table}
