\begin{table}
\begin{tabular}{cccccccccccccc}
$Name$ & $z_{cmb}$ & $z_{zhel}$ & $B_{max}$ & $eB_{max}$ & $s_{BV}$ & $es_{BV}$ & $B-V$ & $eB-V$ & $cov_{ms}$ & $cov_{mbv}$ & $M_{host}$ & $Sample$ & $Subclass$ \\
SN2008bd & 0.0313 & 0.03008 & 17.474 & 0.115 & 0.656 & 0.04 & 0.345 & 0.06762 & -0.00231 & 0.0 & 11.07 & CSPI & Ia-91bg \\
SN2008bf & 0.0246 & 0.02348 & 16.924 & 0.023 & 1.019 & 0.004 & -0.046 & 0.0064 & 1e-05 & 0.0 & 11.4 & CSPI & Ia \\
SN2008bi & 0.0144 & 0.01344 & 16.188 & 0.058 & 0.512 & 0.023 & 0.579 & 0.12925 & 8e-05 & 0.0 & 10.38 & CSPI & Ia-91bg \\
SN2008bq & 0.0344 & 0.03398 & 17.421 & 0.079 & 1.146 & 0.009 & 0.045 & 0.00922 & -1e-05 & 0.0 & 10.82 & CSPI & Ia \\
SN2008bt & 0.0166 & 0.01535 & 16.34 & 0.141 & 0.492 & 0.008 & 0.525 & 0.01345 & 0.00016 & 0.0 & 10.85 & CSPI & Ia-91bg \\
SN2008cc & 0.0101 & 0.01039 & 14.636 & 0.019 & 0.809 & 0.018 & 0.16 & 0.06603 & 2e-05 & 0.0 & 10.48 & CSPI & Ia \\
SN2008cf & 0.0468 & 0.04597 & 18.029 & 0.043 & 1.093 & 0.036 & 0.011 & 0.0628 & 9e-05 & 0.0 & 8.73 & CSPI & Ia \\
SN2008ff & 0.0187 & 0.01919 & 16.276 & 0.016 & 1.087 & 0.009 & 0.179 & 0.01836 & 1e-05 & 0.0 & 10.8 & CSPI & Ia \\
SN2008fl & 0.0194 & 0.0199 & 16.205 & 0.03 & 0.882 & 0.017 & 0.056 & 0.05941 & 1e-05 & 0.0 & 10.94 & CSPI & Ia \\
SN2008fp & 0.0063 & 0.00566 & 13.576 & 0.006 & 1.103 & 0.008 & 0.48 & 0.0064 & 1e-05 & 0.0 & 10.2 & CSPI & Ia \\
SN2008fr & 0.0379 & 0.03897 & 17.799 & 0.042 & 1.043 & 0.026 & -0.01 & 0.07201 & 3e-05 & 0.0 & 7.73 & CSPI & Ia \\
SN2008fu & 0.0518 & 0.05237 & 18.335 & 0.055 & 0.824 & 0.024 & -0.034 & 0.08737 & 9e-05 & 0.0 & 10.72 & CSPI & Ia \\
SN2008fw & 0.0095 & 0.00854 & 14.707 & 0.022 & 1.117 & 0.024 & 0.076 & 0.0658 & -3e-05 & 0.0 & 10.49 & CSPI & Ia-91T \\
SN2008gg & 0.0311 & 0.03199 & 17.421 & 0.037 & 1.058 & 0.026 & 0.15 & 0.0642 & 2e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2008gl & 0.0329 & 0.03399 & 17.513 & 0.035 & 0.867 & 0.005 & 0.028 & 0.00781 & -0.0 & 0.0 & 10.86 & CSPI & Ia \\
SN2008gp & 0.0328 & 0.03339 & 17.46 & 0.035 & 0.979 & 0.004 & -0.03 & 0.01063 & 1e-05 & 0.0 & 10.73 & CSPI & Ia \\
SN2008hj & 0.0367 & 0.03787 & 17.668 & 0.036 & 1.008 & 0.005 & -0.008 & 0.00707 & 1e-05 & 0.0 & 10.4 & CSPI & Ia \\
SN2008hu & 0.0505 & 0.04967 & 18.18 & 0.069 & 0.822 & 0.024 & 0.026 & 0.07 & 0.0001 & 0.0 & 10.99 & CSPI & Ia \\
SN2008hv & 0.0136 & 0.01254 & 15.542 & 0.012 & 0.869 & 0.004 & -0.046 & 0.0114 & 1e-05 & 0.0 & 10.55 & CSPI & Ia \\
SN2008ia & 0.0225 & 0.02198 & 16.366 & 0.025 & 0.836 & 0.006 & -0.035 & 0.01556 & 7e-05 & 0.0 & 10.77 & CSPI & Ia \\
SN2009D & 0.0247 & 0.02499 & 16.662 & 0.012 & 1.157 & 0.007 & -0.021 & 0.00566 & -0.0 & 0.0 & 10.43 & CSPI & Ia \\
SN2009F & 0.0129 & 0.01295 & 15.977 & 0.034 & 0.384 & 0.007 & 0.557 & 0.0255 & 5e-05 & 0.0 & 10.79 & CSPI & Ia-91bg \\
SN2009I & 0.0254 & 0.02615 & 16.97 & 0.031 & 1.083 & 0.035 & 0.651 & 0.01844 & 0.00015 & 0.0 & 10.74 & CSPI & Ia \\
SN2009aa & 0.0285 & 0.02729 & 16.968 & 0.016 & 0.944 & 0.004 & 0.013 & 0.01204 & 1e-05 & 0.0 & 10.6 & CSPI & Ia \\
SN2009ab & 0.0109 & 0.01116 & 15.24 & 0.015 & 0.901 & 0.006 & 0.035 & 0.01063 & 2e-05 & 0.0 & 10.35 & CSPI & Ia \\
SN2009ad & 0.0283 & 0.02838 & 17.107 & 0.027 & 1.105 & 0.015 & 0.031 & 0.01131 & 5e-05 & 0.0 & 10.58 & CSPI & Ia \\
SN2009ag & 0.0092 & 0.00863 & 14.775 & 0.012 & 0.967 & 0.005 & 0.149 & 0.01421 & 1e-05 & 0.0 & 10.2 & CSPI & Ia \\
SN2009al & 0.0233 & 0.02209 & 16.598 & 0.033 & 0.922 & 0.013 & 0.186 & 0.0278 & 3e-05 & 0.0 & 10.72 & CSPI & Ia \\
SN2009cz & 0.022 & 0.02112 & 16.471 & 0.022 & 1.167 & 0.011 & 0.019 & 0.0099 & -0.0 & 0.0 & 10.75 & CSPI & Ia \\
SN2009ds & 0.0205 & 0.01925 & 16.293 & 0.028 & 1.121 & 0.015 & 0.106 & 0.01273 & 7e-05 & 0.0 & 10.77 & CSPI & Ia \\
SN2011iy & 0.0053 & 0.00426 & 12.687 & 0.021 & 1.038 & 0.006 & 0.244 & 0.01221 & 1e-05 & 0.0 & 10.39 & CSPII & Ia \\
SN2011jh & 0.0089 & 0.00778 & 14.47 & 0.019 & 0.789 & 0.005 & 0.368 & 0.00781 & 0.0 & 0.0 & 10.09 & CSPII & Ia \\
SN2012aq & 0.0526 & 0.05196 & 18.265 & 0.045 & 0.995 & 0.018 & 0.006 & 0.06301 & 1e-05 & 0.0 & 7.77 & CSPII & Ia \\
SN2012ar & 0.0285 & 0.02824 & 16.863 & 0.042 & 0.807 & 0.006 & 0.033 & 0.0064 & -0.0 & 0.0 & 10.94 & CSPII & Ia \\
SN2012bl & 0.0182 & 0.01869 & 16.278 & 0.044 & 1.08 & 0.016 & 0.044 & 0.00849 & 0.00015 & 0.0 & 10.09 & CSPII & Ia \\
SN2012bo & 0.0265 & 0.02541 & 16.937 & 0.04 & 1.154 & 0.007 & 0.012 & 0.0064 & 2e-05 & 0.0 & 10.32 & CSPII & Ia \\
SN2012gm & 0.0136 & 0.01478 & 15.477 & 0.012 & 0.987 & 0.004 & 0.173 & 0.00424 & 0.0 & 0.0 & 10.01 & CSPII & Ia \\
SN2012hd & 0.0111 & 0.01194 & 15.129 & 0.017 & 0.888 & 0.004 & 0.123 & 0.00781 & 1e-05 & 0.0 & 10.44 & CSPII & Ia \\
SN2012hr & 0.0079 & 0.00756 & 14.407 & 0.007 & 0.973 & 0.001 & 0.009 & 0.00424 & 0.0 & 0.0 & 10.32 & CSPII & Ia \\
SN2013E & 0.0105 & 0.00941 & 14.499 & 0.025 & 1.129 & 0.004 & 0.076 & 0.00424 & 1e-05 & 0.0 & 9.96 & CSPII & Ia \\
SN2013H & 0.0159 & 0.01548 & 15.735 & 0.036 & 1.048 & 0.005 & 0.186 & 0.0064 & 1e-05 & 0.0 & 10.5 & CSPII & Ia \\
SN2013M & 0.0357 & 0.03493 & 17.334 & 0.038 & 0.941 & 0.005 & 0.023 & 0.01304 & 4e-05 & 0.0 & 10.9 & CSPII & Ia \\
SN2013U & 0.0357 & 0.03448 & 17.054 & 0.049 & 1.213 & 0.011 & 0.168 & 0.01 & -1e-05 & 0.0 & 10.27 & CSPII & Ia-91T \\
SN2013ad & 0.0359 & 0.03637 & 17.258 & 0.056 & 0.991 & 0.013 & -0.089 & 0.01 & 6e-05 & 0.0 & 11.5 & CSPII & Ia \\
SN2013aj & 0.0101 & 0.00912 & 14.598 & 0.016 & 0.794 & 0.005 & 0.052 & 0.00922 & 2e-05 & 0.0 & 9.99 & CSPII & Ia \\
SN2013as & 0.0696 & 0.06845 & 18.891 & 0.139 & 1.007 & 0.021 & 0.001 & 0.0658 & 1e-05 & 0.0 & 8.59 & CSPII & Ia \\
SN2013ay & 0.0157 & 0.01572 & 15.676 & 0.036 & 0.495 & 0.019 & 0.53 & 0.08349 & -1e-05 & 0.0 & 10.72 & CSPII & Ia \\
SN2013az & 0.0375 & 0.03725 & 17.494 & 0.056 & 0.767 & 0.028 & 0.084 & 0.0694 & -0.00012 & 0.0 & 10.99 & CSPII & Ia \\
SN2013bc & 0.0235 & 0.02245 & 16.817 & 0.063 & 0.482 & 0.022 & 0.751 & 0.0658 & 9e-05 & 0.0 & 10.47 & CSPII & Ia \\
SN2013bz & 0.0202 & 0.01915 & 15.93 & 0.025 & 1.15 & 0.009 & 0.154 & 0.0099 & 0.0 & 0.0 & 9.98 & CSPII & Ia-91T \\
SN2013fy & 0.0302 & 0.03085 & 17.027 & 0.056 & 1.17 & 0.011 & 0.023 & 0.00849 & -1e-05 & 0.0 & 10.86 & CSPII & Ia \\
SN2013fz & 0.0206 & 0.02059 & 16.224 & 0.034 & 1.016 & 0.004 & 0.005 & 0.00424 & 0.0 & 0.0 & 10.69 & CSPII & Ia \\
SN2013gv & 0.0335 & 0.0341 & 17.599 & 0.03 & 0.846 & 0.008 & -0.018 & 0.01204 & 0.0 & 0.0 & 11.27 & CSPII & Ia \\
SN2013gy & 0.0136 & 0.01401 & 15.344 & 0.015 & 0.911 & 0.003 & -0.008 & 0.0064 & 1e-05 & 0.0 & 9.0 & CSPII & Ia \\
SN2013hn & 0.016 & 0.01513 & 15.676 & 0.069 & 0.823 & 0.026 & -0.063 & 0.06661 & -4e-05 & 0.0 & 10.99 & CSPII & Ia \\
SN2014I & 0.0302 & 0.02999 & 16.992 & 0.013 & 0.913 & 0.003 & 0.012 & 0.0064 & 0.0 & 0.0 & 10.9 & CSPII & Ia \\
SN2014Z & 0.0209 & 0.02126 & 16.435 & 0.044 & 0.992 & 0.03 & -0.01 & 0.0608 & 5e-05 & 0.0 & 10.75 & CSPII & Ia \\
SN2014ba & 0.005 & 0.00584 & 14.036 & 0.051 & 0.338 & 0.02 & 0.944 & 0.09402 & -2e-05 & 0.0 & 10.64 & CSPII & Ia-91bg \\
SN2014dl & 0.0331 & 0.03294 & 16.818 & 0.038 & 1.206 & 0.011 & 0.02 & 0.00781 & 1e-05 & 0.0 & 9.48 & CSPII & Ia-91T \\
SN2014dn & 0.0221 & 0.02217 & 16.959 & 0.05 & 0.466 & 0.005 & 0.653 & 0.01 & 1e-05 & 0.0 & 10.65 & CSPII & Ia \\
SN2014eg & 0.0183 & 0.01862 & 16.077 & 0.04 & 1.177 & 0.01 & 0.257 & 0.00922 & 5e-05 & 0.0 & 11.62 & CSPII & Ia-91T \\
SNhunt281 & 0.0047 & 0.00407 & 14.004 & 0.013 & 0.693 & 0.003 & 0.045 & 0.00707 & -1e-05 & 0.0 & 9.75 & CSPII & Ia \\
\end{tabular}
\end{table}
