sn,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal
SN2006br,0.0057826713407109764,0.24702773515153575,0.0255233,0.954,0.837,10.97,10.87,11.36,CSPI,none
SN2006ej,-0.010264682869802755,0.24326521843875687,0.0193367,0.845,0.028,10.63,10.48,10.7,CSPI,none
SN2006eq,-0.09111159275375513,0.2254561405265642,0.0483667,0.656,0.302,10.19,9.79,10.65,CSPI,none
SN2006et,0.12266557866038852,0.22280384197669453,0.0216467,1.181,0.142,10.8,10.7,10.88,CSPI,none
SN2006ev,0.26557268734302397,0.22331845266170508,0.0276,0.84,0.179,10.75,10.65,10.91,CSPI,none
SN2006gj,-0.012859864939400723,0.2247148626735967,0.0269667,0.709,0.297,10.53,10.36,10.6,CSPI,none
SN2006gt,0.054070405105932196,0.1945756085914836,0.0436433,0.565,0.257,9.93,9.87,9.94,CSPI,none
SN2006hb,-0.1758472513224305,0.2718136883464909,0.0153367,0.682,0.186,10.22,10.05,10.39,CSPI,none
SN2006hx,-0.027470516671321832,0.19935004211941953,0.0444033,0.98,0.113,10.31,10.12,10.44,CSPI,none
SN2006is,-0.11974886652627958,0.22370238228543196,0.03142,1.093,0.038,7.1,6.68,7.41,CSPI,none
SN2006kf,0.03912476033918466,0.22705194897766806,0.0208,0.771,0.024,10.82,10.59,10.9,CSPI,none
SN2006mr,0.13821741710351176,0.5533961756232006,0.00551,0.333,0.728,11.19,10.79,11.38,CSPI,none
SN2006ob,-0.0016810382619922848,0.20697784828001278,0.0582567,0.739,0.124,11.26,11.08,11.33,CSPI,none
SN2006os,0.033272221671225566,0.20456358092552043,0.03208,0.941,0.318,10.81,10.66,10.87,CSPI,none
SN2007A,0.10533323654740201,0.2500718331074267,0.0164633,1.05,0.202,10.57,10.57,10.57,CSPI,none
SN2007N,0.2632080957928764,0.28303723067762826,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none
SN2007S,-0.049138848648368594,0.26490788272168736,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none
SN2007af,0.20580247400000573,0.05046517532407092,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c
SN2007ai,-0.015204663415019581,0.20318791091877514,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none
SN2007al,0.2770702355324133,0.29325258215913846,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none
SN2007as,0.03246488848991902,0.2403488103105595,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none
SN2007ba,-0.26532822267986944,0.19555792413267603,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none
SN2007bc,0.09392515552108449,0.22190851976117748,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none
SN2007bd,0.09580366849080946,0.20254451461521825,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none
SN2007bm,-0.2306572231595041,0.42801001479794476,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none
SN2007ca,0.19202500866401095,0.2618190145529588,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none
SN2007hj,0.18032981307062812,0.2978120266367151,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none
SN2007jd,0.11546330607404798,0.2279044992634309,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none
SN2007jg,0.16199944562940516,0.1961530090555933,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none
SN2007le,0.43321650311633064,0.5500995167628757,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none
SN2007nq,-0.2590722661856759,0.20633818066353218,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none
SN2007on,-0.5646641808861794,0.5006699968702365,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none
SN2007so,-0.9131142328513562,0.22505000758857258,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none
SN2007sr,0.35625095400000006,0.12242893555639932,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c
SN2007st,-0.5623432202395904,0.25413126454291435,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none
SN2007ux,-0.0062198219196147875,0.20041987170462086,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none
SN2008C,0.019671656827711104,0.262706770598097,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none
SN2008O,-0.04007492727696871,0.2005538366392382,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none
SN2008R,-0.004572924180791915,0.2961653742764526,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none
SN2008ar,0.11910206930860312,0.2080002283688296,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none
SN2008bc,0.13151056951174667,0.25622090572020684,0.0157067,1.057,-0.028,10.1,9.95,10.23,CSPI,none
SN2008bd,-0.9273743238505929,0.23938031038915225,0.0312803,0.66,0.339,11.07,10.99,11.13,CSPI,none
SN2008bf,0.05999179783243136,0.21305284176884012,0.0245538,1.019,-0.046,11.4,11.4,11.4,CSPI,none
SN2008bi,-0.2475428350225144,0.29344235739741503,0.0143882,0.512,0.591,10.38,10.27,10.48,CSPI,none
SN2008bq,0.03539577266376881,0.21219676671286894,0.0344433,1.153,0.04,10.82,10.74,10.91,CSPI,none
SN2008bt,0.1623028848651913,0.2662347940339078,0.0165796,0.498,0.508,10.85,10.7,10.91,CSPI,none
SN2008bz,0.41562744062725443,0.20416053285248859,0.0613265,0.948,-0.044,10.5,10.44,10.56,CSPI,none
SN2008cc,-0.42912446843289587,0.3388071753964237,0.0101222,0.813,0.158,10.48,10.4,10.64,CSPI,none
SN2008cf,0.15311711294967267,0.22270319856726564,0.0468269,1.092,0.009,8.73,8.59,8.97,CSPI,none
SN2008ff,0.11919408230328088,0.23742794830242123,0.0186725,1.083,0.177,10.8,10.8,10.8,CSPI,none
SN2008fl,-0.030701004525198528,0.242625662207508,0.0194172,0.883,0.056,10.94,10.87,11.01,CSPI,none
SN2008fp,-0.2743207533715477,0.4913636981809219,0.0062867,1.108,0.479,10.2,10.15,10.63,CSPI,none
SN2008fr,0.25350091589802304,0.21686987254169385,0.0379062,1.035,-0.014,7.73,7.58,7.92,CSPI,none
SN2008fu,-0.13778932555982237,0.2093499492098479,0.0518336,0.822,-0.021,10.72,10.66,10.8,CSPI,none
SN2008fw,0.20297340515440965,0.35523138663292125,0.0095066,1.117,0.076,10.49,10.31,10.61,CSPI,none
SN2008gg,0.08111667085459118,0.21727787947010443,0.0310658,1.054,0.149,10.73,10.63,10.82,CSPI,none
SN2008gl,-0.01189495411652075,0.19909082239194603,0.0329459,0.867,0.028,10.86,10.81,10.92,CSPI,none
SN2008gp,0.014606286921157619,0.19957192506109286,0.0328233,0.979,-0.031,10.73,10.64,10.79,CSPI,none
SN2008hj,0.218208618418835,0.19977092044586847,0.0367224,1.008,-0.008,10.4,10.2,10.69,CSPI,none
SN2008hu,0.13935206771988362,0.19400924324608937,0.050526,0.827,0.021,10.99,10.84,11.07,CSPI,none
SN2008hv,0.09477655882298563,0.2784275991722401,0.01358,0.867,-0.047,10.55,10.29,10.67,CSPI,none
SN2008ia,-0.03075622655524768,0.22890957196932216,0.02254,0.834,-0.035,10.77,10.54,11.23,CSPI,none
SN2009D,0.054750157422844836,0.2134377238051375,0.024654,1.159,-0.021,10.43,10.35,10.5,CSPI,none
SN2009F,0.3450339683836745,0.29102545140384156,0.01291,0.386,0.551,10.79,10.61,11.22,CSPI,none
SN2009I,-0.016403113846443773,0.2152136222791738,0.0254309,1.089,0.651,10.74,10.53,10.88,CSPI,none
SN2009P,-0.01131034797016639,0.23120822227922108,0.0263202,1.08,0.406,9.87,9.77,9.95,CSPI,none
SN2009Y,-0.0628344625159869,0.33630824624507083,0.0101034,0.993,0.148,10.76,10.66,10.95,CSPI,none
SN2009aa,-0.020047135809463157,0.21398634795978344,0.0284814,0.944,0.013,10.6,10.1,10.8,CSPI,none
SN2009ab,0.23586867734994144,0.3226885156323274,0.0108624,0.903,0.035,10.35,10.2,10.78,CSPI,none
SN2009ad,0.005539769430328079,0.2060387527380859,0.0283174,1.107,0.032,10.58,10.5,10.64,CSPI,none
SN2009ag,0.21321234979353676,0.36145171282866256,0.0092477,0.966,0.149,10.2,9.99,10.6,CSPI,none
SN2009al,-0.08891773772377576,0.21857975396512822,0.0232764,0.92,0.186,10.72,10.66,10.77,CSPI,none
SN2009cz,0.132979979111866,0.22454951593502315,0.0219786,1.173,0.017,10.75,10.68,10.84,CSPI,none
SN2009ds,-0.05335035438564262,0.23015400431735158,0.0204662,1.121,0.107,10.77,10.62,10.97,CSPI,none
SN2009ig,0.04986935400000192,0.10978370550726398,0.0080401,1.061,0.103,10.35,10.35,10.35,,c
SN2009le,0.40824897413919103,0.2534753862000899,0.017027,1.087,0.122,10.84,10.66,11.31,CSPI,none
SN2011by,0.2348525859999988,0.07291282322385484,0.003405,0.967,-0.006,9.47,9.47,9.47,,c
SN2011fe,-0.0746019839999974,0.04110508941864674,0.0012072,0.972,0.01,10.23,10.23,10.23,,c
SN2011iy,-0.6200901765376017,0.5699042770796336,0.0053357,1.033,0.244,10.39,10.21,10.83,CSPII,none
SN2011jh,-0.14915664530168016,0.368127262360586,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none
SN2011jn,-0.2748252083565035,0.23190865683441944,0.0485384,0.644,0.137,11.35,11.23,11.78,CSPII,none
SN2012aq,-0.18680893497161577,0.20388031125311812,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none
SN2012ar,-0.16227290167078934,0.21770624704480107,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none
SN2012bl,0.16252310487985255,0.2532855530345461,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none
SN2012bo,0.11781189082716992,0.2196147225892222,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none
SN2012cg,-0.19972737599999846,0.2904177227397754,0.0025798,1.024,0.075,9.7,9.6,9.8,,c
SN2012fr,0.10999713600000405,0.060790020801082936,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c
SN2012gm,0.026641923755356345,0.2770963623883128,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none
SN2012hd,0.16631492834646622,0.31376116114893915,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none
SN2012hr,0.18603723367083802,0.40599239203333576,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none
