sn,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal
SN2011jh,-0.15775829731075675,0.32596237055653343,0.0089154,0.789,0.367,10.09,10.02,10.16,CSPII,none
SN2012aq,-0.11774578198069463,0.16698659000051558,0.0525508,0.996,0.004,7.77,7.63,8.01,CSPII,none
SN2012ar,-0.18457511367985546,0.18049762162427085,0.028536,0.809,0.032,10.94,10.84,11.02,CSPII,none
SN2012bl,0.29824001287079227,0.21303689691208752,0.0181998,1.081,0.044,10.09,9.85,10.24,CSPII,none
SN2012bo,0.18044501981809447,0.183575334420695,0.0265314,1.16,0.009,10.32,10.15,10.4,CSPII,none
SN2012cg,-0.18661211199999883,0.2905998297896378,0.0025798,1.024,0.075,9.7,9.6,9.8,,c
SN2012fr,0.09327523199999987,0.060939307457602634,0.0051291,1.108,0.013,11.25,11.06,11.32,CSPII,c
SN2012gm,0.08882394374629143,0.242576295867068,0.013553,0.987,0.172,10.01,9.9,10.08,CSPII,none
SN2012hd,0.14232107333739208,0.276288095730255,0.0111341,0.888,0.122,10.44,10.38,10.54,CSPII,none
SN2012hr,0.257242093661759,0.36012004781499996,0.0078716,0.973,0.009,10.32,10.21,10.45,CSPII,none
SN2012ht,0.012419111999999899,0.04146642139024317,0.0046846,0.868,-0.016,8.06,8.06,8.06,CSPII,c
SN2013E,-0.22277178470913128,0.28949212967983545,0.0104565,1.131,0.075,9.96,9.83,9.99,CSPII,none
SN2013H,0.08432806794240122,0.22433670622585136,0.0158792,1.048,0.186,10.5,10.32,10.6,CSPII,none
SN2013M,-0.2944949317794894,0.17048603252173572,0.0357427,0.943,0.023,10.9,10.73,11.04,CSPII,none
SN2013U,-0.3791720051839249,0.1747228958371713,0.0356518,1.239,0.172,10.27,10.15,10.31,CSPII,none
SN2013aa,-0.8977558212313994,0.5718821546646935,0.0046654,1.002,-0.068,9.99,9.85,10.12,CSPII,none
SN2013ad,-0.15552126458704407,0.1764623450869292,0.0358694,0.991,-0.09,11.5,11.5,11.5,CSPII,none
SN2013aj,-0.22282187455574842,0.29902971777172177,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none
SN2013as,-0.055536323780984276,0.22864017071598672,0.0696439,1.01,0.0,8.59,8.43,8.95,CSPII,none
SN2013ay,-0.37883976856008417,0.22692431570261629,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none
SN2013az,-0.2585387640273211,0.1732985747467407,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none
SN2013bc,-0.278301028812983,0.19861426018027528,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none
SN2013bz,-0.2580503421317957,0.19874729692177545,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none
SN2013dy,-0.19622532799999703,0.08111561479072439,0.0028843,1.112,0.205,9.09,9.09,9.09,,c
SN2013fy,0.027920668452253494,0.18250072660750696,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none
SN2013fz,0.027733687890872716,0.19868235654238867,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none
SN2013gv,0.21822705049422808,0.17396561409172556,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none
SN2013gy,-0.0672315025763055,0.24262012384842255,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none
SN2013hn,-0.05004324443719099,0.23199995053664385,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none
SN2014I,-0.12068757674541786,0.17773284989613947,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none
SN2014Z,0.17382203984062272,0.20053633649202032,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none
SN2014ba,0.09744784562578701,0.5409576563601866,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none
SN2014dl,-0.443645791497282,0.17619552941239477,0.0331433,1.227,0.019,9.48,9.19,9.68,CSPII,none
SN2014dn,-0.025103622327904418,0.19652039992422848,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none
SN2014eg,0.11928929767419305,0.21074332850144212,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none
SN2015F,-0.07250807500000178,0.05270873437582144,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c
SNhunt281,0.7777820712583186,0.5672546155313808,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none
