sn	mmax_snoopy	mmax_corrected	err_mmax	host	Source
CSP14aaq	16.643	16.47	0.035		CSPII
CSP14aar	17.075	17.032	0.033		CSPII
CSP14abn	15.614	15.531	0.03		CSPII
CSP14acl	16.57	16.397	0.033		CSPII
CSP14acy	17.837	18.233	0.034		CSPII
CSP14adc	17.164	18.014	0.031		CSPII
CSP14ade	17.706	17.55	0.032		CSPII
CSP15B	16.113	16.754	0.031		CSPII
CSP15aae	16.762	18.435	0.031		CSPII
KISS13j	18.865	19.353	0.037		CSPII
KISS13l	19.506	19.304	0.238		CSPII
KISS13v	19.282	19.575	0.034		CSPII
KISS15m	18.292	20.487	0.042		CSPII
KISS15n	15.515	15.549	0.031		CSPII
LSQ11bk	16.875	16.574	0.032		CSPII
LSQ11ot	17.877	18.842	0.03		CSPII
LSQ11pn	17.481	18.661	0.033		CSPII
LSQ12agq	18.444	18.543	0.095		CSPII
LSQ12aor	19.355	19.223	0.038		CSPII
LSQ12bld	19.018	19.344	0.032		CSPII
LSQ12btn	18.234	18.679	0.031		CSPII
LSQ12ca	19.045	18.947	0.095		CSPII
LSQ12cda	20.149	20.445	0.305		CSPII
LSQ12cdl	19.134	18.724	0.099		CSPII
LSQ12fuk	15.674	15.648	0.031		CSPII
LSQ12fvl	18.75	19.771	0.033		CSPII
LSQ12fxd	16.286	16.093	0.03		CSPII
LSQ12gdj	15.852	15.581	0.03		CSPII
LSQ12gef	18.896	19.497	0.086		CSPII
LSQ12gln	18.97	18.661	0.031		CSPII
LSQ12gxj	18.071	18.757	0.03		CSPII
LSQ12gyc	18.758	18.46	0.036		CSPII
LSQ12gzm	19.506	19.439	0.036		CSPII
LSQ12hjm	18.293	18.129	0.03		CSPII
LSQ12hno	17.92	18.078	0.032		CSPII
LSQ12hnr	19.413	19.333	0.13		CSPII
LSQ12hvj	18.41	18.468	0.032		CSPII
LSQ12hxx	18.236	18.255	0.037		CSPII
LSQ12hzj	16.51	16.337	0.03		CSPII
LSQ12hzs	18.796	19.072	0.032		CSPII
LSQ13abo	18.812	19.534	0.039		CSPII
LSQ13aiz	13.71	13.984	0.031		CSPII
LSQ13cwp	18.399	18.713	0.036		CSPII
LSQ13dby	19.109	18.839	0.032		CSPII
LSQ13dcy	19.173	19.574	0.036		CSPII
LSQ13dhj	19.06	19.056	0.036		CSPII
LSQ13dkp	18.761	19.058	0.032		CSPII
LSQ13dpm	17.684	17.6	0.03		CSPII
LSQ13dqh	19.323	19.019	0.036		CSPII
LSQ13dsm	17.265	17.304	0.03		CSPII
LSQ13lq	18.007	17.727	0.034		CSPII
LSQ13pf	19.667	20.436	0.098		CSPII
LSQ13ry	16.541	16.508	0.031		CSPII
LSQ13vy	17.65	17.975	0.03		CSPII
LSQ14act	18.371	18.623	0.031		CSPII
LSQ14age	18.481	18.334	0.032		CSPII
LSQ14ahc	17.275	16.939	0.031		CSPII
LSQ14ahm	17.213	16.894	0.031		CSPII
LSQ14ajn	16.3	16.786	0.031		CSPII
LSQ14asu	18.887	19.093	0.032		CSPII
LSQ14auy	18.659	18.464	0.033		CSPII
LSQ14azy	17.685	17.757	0.085		CSPII
LSQ14ba	18.793	18.938	0.032		CSPII
LSQ14bbv	17.747	17.73	0.031		CSPII
LSQ14bjj	18.475	18.245	0.031		CSPII
LSQ14fms	19.013	19.655	0.033		CSPII
LSQ14foj	17.342	17.48	0.031		CSPII
LSQ14fom	17.794	17.913	0.031		CSPII
LSQ14gfb	19.555	21.421	0.077		CSPII
LSQ14gfn	19.366	19.441	0.092		CSPII
LSQ14ghv	18.382	18.366	0.031		CSPII
LSQ14gov	18.453	18.093	0.031		CSPII
LSQ14ie	18.748	18.543	0.032		CSPII
LSQ14ip	19.478	20.807	0.036		CSPII
LSQ14jp	18.134	18.75	0.031		CSPII
LSQ14mc	17.818	17.775	0.03		CSPII
LSQ14q	18.177	18.083	0.03		CSPII
LSQ14wp	17.88	17.629	0.032		CSPII
LSQ14xi	18.257	18.748	0.032		CSPII
LSQ15aae	17.843	17.824	0.031		CSPII
LSQ15agh	17.734	17.495	0.031		CSPII
LSQ15aja	18.036	17.749	0.031		CSPII
LSQ15alq	17.319	17.387	0.03		CSPII
LSQ15bv	18.186	18.229	0.032		CSPII
PS1-14ra	16.627	16.992	0.03		CSPII
PS1-14rx	18.545	18.617	0.038		CSPII
PS1-14xw	15.801	15.837	0.031		CSPII
PS15sv	16.426	16.467	0.031		CSPII
PTF11pbp	16.354	16.353	0.03		CSPII
PTF11ppn	18.683	19.513	0.401		CSPII
PTF11pra	18.085	21.157	0.071		CSPII
PTF11qnr	15.762	16.684	0.031		CSPII
PTF13anh	17.931	17.484	0.033		CSPII
PTF13duj	15.054	15.052	0.032		CSPII
PTF13dwl	18.464	18.273	0.04		CSPII
PTF13ebh	15.043	15.68	0.031		CSPII
PTF13efe	18.212	18.003	0.032		CSPII
PTF13ez	17.373	17.939	0.04		CSPII
PTF14aaf	18.041	18.012	0.031		CSPII
PTF14aje	18.531	20.578	0.031		CSPII
PTF14fpg	16.76	16.707	0.031		CSPII
PTF14gnl	17.429	17.245	0.031		CSPII
PTF14uo	18.712	18.25	0.032		CSPII
PTF14w	16.086	16.465	0.03		CSPII
PTF14yy	18.482	19.385	0.032		CSPII
SN1981B	11.979	12.236	0.034	N4536	N/A
SN1990N	12.714	12.804	0.038	N4639	N/A
SN1994ae	13.142	13.276	0.033	N3370	N/A
SN1995al	13.343	13.708	0.058	N3021	N/A
SN1998aq	12.357	12.08	0.035	N3982	N/A
SN2001el	12.822	13.288	0.032	N1448	N/A
SN2002fk	13.202	12.955	0.034	N1309	N/A
SN2003du	13.478	13.262	0.035	U9391	N/A
SN2004ef	16.871	17.358	0.03		CSPI
SN2004eo	15.126	15.317	0.031		CSPI
SN2004ey	14.777	14.617	0.03		CSPI
SN2004gs	17.182	18.015	0.03		CSPI
SN2004gu	17.428	17.696	0.033		CSPI
SN2005A	18.116	21.063	0.032		CSPI
SN2005M	15.924	15.75	0.03		CSPI
SN2005W	14.208	14.773	0.042	N0691	CSPI
SN2005ag	18.427	18.18	0.031		CSPI
SN2005al	14.887	14.857	0.03		CSPI
SN2005am	13.7	14.116	0.03		CSPI
SN2005be	16.985	17.341	0.091		CSPI
SN2005bg	15.851	15.913	0.086		CSPI
SN2005bl	18.477	20.868	0.042		CSPI
SN2005bo	15.673	16.498	0.03		CSPI
SN2005cf	13.246	13.289	0.045	N5917	N/A
SN2005el	14.895	14.8	0.031		CSPI
SN2005eq	16.292	16.128	0.031		CSPI
SN2005hc	17.309	17.191	0.03		CSPI
SN2005hj	17.761	17.833	0.035		CSPI
SN2005iq	16.795	16.809	0.031		CSPI
SN2005ir	18.405	18.524	0.034		CSPI
SN2005kc	15.589	16.357	0.031		CSPI
SN2005ke	14.795	17.128	0.031		CSPI
SN2005ki	15.587	15.676	0.03		CSPI
SN2005ku	17.544	17.85	0.104		CSPI
SN2005lu	17.258	17.925	0.093		CSPI
SN2005mc	17.229	18.416	0.083		CSPI
SN2005na	16.008	15.976	0.032		CSPI
SN2006D	14.194	14.627	0.045	M1337	CSPI
SN2006X	15.244	18.867	0.031		CSPI
SN2006ax	15.034	14.817	0.03		CSPI
SN2006bd	18.737	21.203	0.047		CSPI
SN2006bh	14.369	14.49	0.044	N7329	CSPI
SN2006br	18.94	21.489	0.141		CSPI
SN2006ej	15.749	15.974	0.072		CSPI
SN2006eq	18.58	19.765	0.1		CSPI
SN2006et	15.973	16.191	0.03		CSPI
SN2006ev	17.154	17.811	0.088		CSPI
SN2006fw	19.092	19.474	0.079		CSPI
SN2006gj	17.669	18.784	0.031		CSPI
SN2006gt	18.221	19.261	0.033		CSPI
SN2006hb	15.583	16.378	0.081		CSPI
SN2006hx	17.534	17.9	0.043		CSPI
SN2006is	16.173	16.195	0.089		CSPI
SN2006kf	15.974	16.243	0.031		CSPI
SN2006lu	17.548	17.493	0.081		CSPI
SN2006mr	15.319	17.851	0.038		CSPI
SN2006ob	18.281	18.82	0.032		CSPI
SN2006os	17.611	18.602	0.079		CSPI
SN2006py	17.914	18.167	0.036		CSPI
SN2007A	15.718	16.265	0.095	N0105	CSPI
SN2007N	18.05	21.234	0.036		CSPI
SN2007S	15.793	16.669	0.031		CSPI
SN2007af	13.184	13.426	0.033	N5584	CSPI
SN2007ai	17.029	17.35	0.033		CSPI
SN2007al	17.32	19.754	0.037		CSPI
SN2007as	15.489	15.827	0.03		CSPI
SN2007ax	16.193	18.59	0.037		CSPI
SN2007ba	17.754	19.035	0.034		CSPI
SN2007bc	15.858	16.04	0.031		CSPI
SN2007bd	16.567	16.641	0.032		CSPI
SN2007bm	14.424	15.757	0.031		CSPI
SN2007ca	15.89	16.58	0.031		CSPI
SN2007cg	18.21	20.175	0.154		CSPI
SN2007hj	15.631	16.544	0.031		CSPI
SN2007hx	19.259	19.884	0.097		CSPI
SN2007jd	18.843	19.223	0.107		CSPI
SN2007jg	17.261	17.409	0.031		CSPI
SN2007jh	18.305	19.401	0.038		CSPI
SN2007le	13.891	14.737	0.03		CSPI
SN2007mm	19.628	21.158	0.046		CSPI
SN2007nq	17.43	17.79	0.031		CSPI
SN2007ol	18.049	18.084	0.04		CSPI
SN2007on	13.032	13.671	0.031		CSPI
SN2007sr	12.794	13.235	0.083	N4038	CSPI
SN2007st	15.834	16.395	0.111		CSPI
SN2007ux	17.407	18.317	0.031		CSPI
SN2008C	15.663	16.181	0.096		CSPI
SN2008O	18.148	19.324	0.033		CSPI
SN2008R	15.27	15.899	0.031		CSPI
SN2008ar	16.232	16.283	0.031		CSPI
SN2008bc	14.748	14.606	0.03		CSPI
SN2008bf	15.711	15.555	0.03		CSPI
SN2008bi	17.001	19.042	0.224		CSPI
SN2008bq	16.713	16.687	0.031		CSPI
SN2008bt	16.761	18.649	0.032		CSPI
SN2008bz	17.953	17.879	0.079		CSPI
SN2008cc	14.338	14.977	0.081		CSPI
SN2008cd	18.809	23.646	0.383		CSPI
SN2008cf	17.057	16.993	0.082		CSPI
SN2008ff	15.403	15.841	0.034		CSPI
SN2008fl	15.681	15.954	0.071		CSPI
SN2008fp	13.936	15.248	0.03		CSPI
SN2008fr	16.823	16.752	0.092		CSPI
SN2008fu	17.717	17.77	0.12		CSPI
SN2008fw	13.994	14.094	0.082		CSPI
SN2008gg	16.572	16.956	0.08		CSPI
SN2008gl	16.818	17.02	0.03		CSPI
SN2008go	18.042	18.224	0.032		CSPI
SN2008gp	16.431	16.362	0.031		CSPI
SN2008hj	16.783	16.751	0.03		CSPI
SN2008hu	17.849	18.081	0.087		CSPI
SN2008hv	14.741	14.723	0.031		CSPI
SN2008ia	15.881	15.922	0.032		CSPI
SN2009D	15.752	15.518	0.03		CSPI
SN2009F	16.908	18.918	0.037		CSPI
SN2009I	18.181	20.021	0.04		CSPI
SN2009P	17.022	18.136	0.046		CSPI
SN2009Y	13.992	14.269	0.074	N5728	CSPI
SN2009aa	16.333	16.425	0.031		CSPI
SN2009ab	14.713	14.908	0.031		CSPI
SN2009ad	16.203	16.183	0.032		CSPI
SN2009ag	14.608	15.081	0.032		CSPI
SN2009al	16.246	16.869	0.039		CSPI
SN2009cz	15.701	15.573	0.031		CSPI
SN2009ds	15.482	15.666	0.033		CSPI
SN2009ig	13.453	13.692	0.037	N1015	N/A
SN2009le	15.346	15.614	0.031		CSPI
SN2011by	12.855	12.869	0.038	N3972	N/A
SN2011fe	10.004	10.057	0.032	M101	N/A
SN2011iy	12.154	12.838	0.032		CSPII
SN2011jh	15.09	16.359	0.03		CSPII
SN2011jn	17.919	18.547	0.121		CSPII
SN2011jt	16.644	17.211	0.111		CSPII
SN2012E	15.668	15.837	0.031		CSPII
SN2012G	15.98	15.694	0.03		CSPII
SN2012U	15.497	15.529	0.104		CSPII
SN2012ah	14.446	14.312	0.091		CSPII
SN2012aq	17.576	17.601	0.076		CSPII
SN2012ar	16.497	16.761	0.03		CSPII
SN2012bl	15.211	15.258	0.032		CSPII
SN2012bo	16.176	16.044	0.03		CSPII
SN2012cg	11.996	12.194	0.047	N4424	N/A
SN2012fr	11.935	11.857	0.033	N1365	CSPII
SN2012gm	15.347	15.872	0.03		CSPII
SN2012hd	14.899	15.366	0.03		CSPII
SN2012hl	17.732	18.821	0.033		CSPII
SN2012hr	13.623	13.676	0.03		CSPII
SN2012ht	13.003	13.077	0.032	N3447	CSPII
SN2012id	15.265	15.582	0.104		CSPII
SN2012ij	15.519	16.599	0.032		CSPII
SN2013E	13.768	13.855	0.03		CSPII
SN2013H	15.638	16.139	0.03		CSPII
SN2013M	16.616	16.74	0.032		CSPII
SN2013U	17.007	17.264	0.031		CSPII
SN2013aa	11.098	10.865	0.033	N5643	CSPII
SN2013ad	16.042	15.786	0.031		CSPII
SN2013aj	14.09	14.42	0.031		CSPII
SN2013as	18.33	18.328	0.081		CSPII
SN2013ay	16.284	18.186	0.111		CSPII
SN2013az	17.229	17.672	0.088		CSPII
SN2013bc	18.187	20.747	0.08		CSPII
SN2013bz	15.446	15.739	0.031		CSPII
SN2013cg	13.848	14.139	0.099		CSPII
SN2013ct	11.843	12.032	0.031		CSPII
SN2013dy	12.747	13.271	0.046	N7250	N/A
SN2013fy	16.269	16.15	0.031		CSPII
SN2013fz	15.417	15.415	0.03		CSPII
SN2013gv	16.76	16.843	0.031		CSPII
SN2013gy	14.697	14.757	0.03		CSPII
SN2013hh	17.194	18.659	0.083		CSPII
SN2013hn	14.886	14.853	0.083		CSPII
SN2014D	17.251	18.969	0.087		CSPII
SN2014I	16.296	16.412	0.03		CSPII
SN2014Z	15.54	15.518	0.076		CSPII
SN2014ao	16.919	18.824	0.03		CSPII
SN2014at	16.389	16.335	0.03		CSPII
SN2014ba	16.121	19.284	0.13		CSPII
SN2014dl	16.031	15.86	0.031		CSPII
SN2014dn	17.66	19.935	0.031		CSPII
SN2014eg	15.512	16.076	0.031		CSPII
SN2015F	12.753	13.027	0.034	N2442	CSPII
SNhunt281	13.695	14.071	0.03		CSPII
