sn_1,zhel_1,zcmb_1,st_1,est_1,Mmax_1,eMmax_1,t0_1,EBVmw_1,eEBVmw_1,covMs_1,sample_1,subtype_1,quality_1,cosmo_1,phys_1,BV_1,eBV_1,covBV_M_1,ml_1,m_1,mu_1,host_1,dist_1,edist_1,caltype_1,sn_2,zhel_2,zcmb_2,st_2,est_2,Mmax_2,eMmax_2,t0_2,EBVmw_2,eEBVmw_2,covMs_2,sample_2,subtype_2,quality_2,cosmo_2,phys_2,BV_2,eBV_2,covBV_M_2,ml_2,m_2,mu_2,host_2,dist_2,edist_2,caltype_2,sn_3,zhel_3,zcmb_3,st_3,est_3,Mmax_3,eMmax_3,t0_3,EBVmw_3,eEBVmw_3,covMs_3,sample_3,subtype_3,quality_3,cosmo_3,phys_3,BV_3,eBV_3,covBV_M_3,ml_3,m_3,mu_3,host_3,dist_3,edist_3,caltype_3,sn_4,zhel_4,zcmb_4,st_4,est_4,Mmax_4,eMmax_4,t0_4,EBVmw_4,eEBVmw_4,covMs_4,sample_4,subtype_4,quality_4,cosmo_4,phys_4,BV_4,eBV_4,covBV_M_4,ml_4,m_4,mu_4,host_4,dist_4,edist_4,caltype_4,sn_5,zhel_5,zcmb_5,st_5,est_5,Mmax_5,eMmax_5,t0_5,EBVmw_5,eEBVmw_5,covMs_5,sample_5,subtype_5,quality_5,cosmo_5,phys_5,BV_5,eBV_5,covBV_M_5,ml_5,m_5,mu_5,host_5,dist_5,edist_5,caltype_5,sn_2a,zhel_2a,zcmb_2a,st_2a,est_2a,Mmax_2a,eMmax_2a,t0_2a,EBVmw_2a,eEBVmw_2a,covMs_2a,sample_2a,subtype_2a,quality_2a,cosmo_2a,phys_2a,BV_2a,eBV_2a,covBV_M_2a,ml_2a,m_2a,mu_2a,host_2a,dist_2a,edist_2a,caltype_2a,sn_3a,zhel_3a,zcmb_3a,st_3a,est_3a,Mmax_3a,eMmax_3a,t0_3a,EBVmw_3a,eEBVmw_3a,covMs_3a,sample_3a,subtype_3a,quality_3a,cosmo_3a,phys_3a,BV_3a,eBV_3a,covBV_M_3a,ml_3a,m_3a,mu_3a,host_3a,dist_3a,edist_3a,caltype_3a,sn_4a,zhel_4a,zcmb_4a,st_4a,est_4a,Mmax_4a,eMmax_4a,t0_4a,EBVmw_4a,eEBVmw_4a,covMs_4a,sample_4a,subtype_4a,quality_4a,cosmo_4a,phys_4a,BV_4a,eBV_4a,covBV_M_4a,ml_4a,m_4a,mu_4a,host_4a,dist_4a,edist_4a,caltype_4a,sn_5a,zhel_5a,zcmb_5a,st_5a,est_5a,Mmax_5a,eMmax_5a,t0_5a,EBVmw_5a,eEBVmw_5a,covMs_5a,sample_5a,subtype_5a,quality_5a,cosmo_5a,phys_5a,BV_5a,eBV_5a,covBV_M_5a,ml_5a,m_5a,mu_5a,host_5a,dist_5a,edist_5a,caltype_5a
ASAS14lt,0.0320233,0.0314552,0.947,0.008,16.812,0.013,-3.1,0.0474,0.0047,3.992E-6,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,16.335,0.013,-4.6,0.0474,0.0047,2.33E-5,CSPII,Ia,0.984,1,0,-0.034,0.016,1.69E-4,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,16.323,0.012,-4.8,0.0474,0.0047,1.491E-5,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,16.369,0.01,-5.8,0.0474,0.0047,2.497E-5,CSPII,Ia,0.984,1,0,-0.034,0.016,-1.0E-4,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,16.456,0.012,-4.9,0.0474,0.0047,8.117E-6,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,17.065,0.019,-1.3,0.0474,0.0047,-5.389E-6,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,17.065,0.039,1.1,0.0474,0.0047,-2.46E-5,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,17.033,0.033,0.4,0.0474,0.0047,-2.01E-5,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none,ASAS14lt,0.0320233,0.0314552,0.947,0.008,17.105,0.032,0.9,0.0474,0.0047,2.914E-6,CSPII,Ia,0.984,1,0,-0.034,0.016,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none
ASAS14lw,0.0208855,0.0202609,1.156,0.009,15.985,0.01,-7.5,0.0117,0.0012,-3.212E-7,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,15.558,0.008,-9.2,0.0117,0.0012,-1.226E-6,CSPII,Ia,0.939,0,1,-0.01,0.011,6.4E-5,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,15.528,0.007,-9.4,0.0117,0.0012,3.972E-6,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,15.568,0.008,-10.4,0.0117,0.0012,3.697E-5,CSPII,Ia,0.939,0,1,-0.01,0.011,-6.4E-5,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,15.69,0.008,-11.5,0.0117,0.0012,2.135E-5,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,16.413,0.014,-6.3,0.0117,0.0012,2.511E-5,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,16.494,0.05,-4.5,0.0117,0.0012,6.978E-5,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,16.375,0.045,-4.3,0.0117,0.0012,4.118E-5,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none,ASAS14lw,0.0208855,0.0202609,1.156,0.009,16.516,0.049,-4.8,0.0117,0.0012,2.512E-5,CSPII,Ia,0.939,0,1,-0.01,0.011,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none
ASAS14me,0.0178,0.017386,1.078,0.005,15.389,0.006,-9.8,0.0175,0.0018,6.824E-6,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.08,0.004,-10.4,0.0175,0.0018,4.622E-6,CSPII,Ia,0.981,0,1,0.001,0.006,1.6E-5,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.064,0.004,-11.7,0.0175,0.0018,5.119E-6,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.079,0.004,-11.7,0.0175,0.0018,-1.551E-6,CSPII,Ia,0.981,0,1,0.001,0.006,-1.6E-5,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.19,0.005,-13.2,0.0175,0.0018,6.059E-6,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.798,0.008,-8.1,0.0175,0.0018,2.609E-6,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.859,0.066,6.2,0.0175,0.0018,1.135E-5,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.542,0.073,6.3,0.0175,0.0018,6.346E-6,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none,ASAS14me,0.0178,0.017386,1.078,0.005,15.997,0.039,5.9,0.0175,0.0018,1.005E-5,CSPII,Ia,0.981,0,1,0.001,0.006,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none
ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.235,0.006,-5.0,0.0179,0.0018,-5.114E-7,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,15.841,0.004,-6.6,0.0179,0.0018,6.046E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,1.6E-5,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,15.831,0.003,-6.9,0.0179,0.0018,7.403E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,15.883,0.003,-7.9,0.0179,0.0018,-6.455E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,-9.0E-6,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.014,0.004,-8.3,0.0179,0.0018,1.019E-5,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.688,0.007,-3.3,0.0179,0.0018,2.442E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.753,0.021,0.0,0.0179,0.0018,2.861E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.587,0.013,0.1,0.0179,0.0018,2.691E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none,ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.899,0.016,-0.3,0.0179,0.0018,8.659E-6,CSPII,Ia,0.984,1,1,-0.042,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none
ASAS14my,0.0205,0.0217279,0.921,0.005,16.001,0.009,-6.7,0.0316,0.0032,1.232E-5,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,15.565,0.008,-8.2,0.0316,0.0032,1.914E-5,CSPII,Ia,0.975,0,1,0.007,0.01,6.4E-5,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,15.542,0.007,-8.5,0.0316,0.0032,1.529E-5,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,15.558,0.006,-9.5,0.0316,0.0032,8.487E-6,CSPII,Ia,0.975,0,1,0.007,0.01,-3.6E-5,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,15.625,0.007,-9.5,0.0316,0.0032,8.35E-6,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,16.148,0.011,-5.1,0.0316,0.0032,5.417E-6,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,16.243,0.024,-3.7,0.0316,0.0032,-4.453E-6,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,16.087,0.018,-3.5,0.0316,0.0032,7.778E-7,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none,ASAS14my,0.0205,0.0217279,0.921,0.005,16.277,0.02,-3.8,0.0316,0.0032,1.462E-6,CSPII,Ia,0.975,0,1,0.007,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none
ASAS15aj,0.0109133,0.0120218,0.83,0.007,15.272,0.01,-1.0,0.0656,0.0066,-6.388E-6,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.677,0.007,-2.6,0.0656,0.0066,1.946E-6,CSPII,Ia,0.952,0,1,0.095,0.009,4.9E-5,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.593,0.006,-2.8,0.0656,0.0066,2.619E-6,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.582,0.006,-3.9,0.0656,0.0066,1.497E-5,CSPII,Ia,0.952,0,1,0.095,0.009,-3.6E-5,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.545,0.007,-3.8,0.0656,0.0066,3.19E-6,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.915,0.013,0.0,0.0656,0.0066,4.278E-6,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.783,0.035,1.8,0.0656,0.0066,-3.267E-6,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.781,0.03,1.1,0.0656,0.0066,-7.332E-7,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none,ASAS15aj,0.0109133,0.0120218,0.83,0.007,14.876,0.028,2.2,0.0656,0.0066,3.01E-5,CSPII,Ia,0.952,0,1,0.095,0.009,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none
ASAS15al,0.0337766,0.0337612,1.079,0.027,17.327,0.072,2.0,0.0293,0.0029,-9.524E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,16.888,0.047,0.4,0.0293,0.0029,-3.818E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.002209,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,16.841,0.025,0.1,0.0293,0.0029,-2.106E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,16.845,0.035,-0.9,0.0293,0.0029,-2.369E-5,CSPII,Ia,0.916,1,0,0.043,0.059,-0.001225,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,16.921,0.026,-1.4,0.0293,0.0029,2.049E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,17.551,0.059,3.7,0.0293,0.0029,-8.963E-6,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,17.66,0.032,24.0,0.0293,0.0029,4.597E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,17.572,0.061,24.2,0.0293,0.0029,-4.102E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none,ASAS15al,0.0337766,0.0337612,1.079,0.027,17.668,0.05,23.7,0.0293,0.0029,4.441E-5,CSPII,Ia,0.916,1,0,0.043,0.059,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none
ASAS15as,0.0286801,0.0297845,1.077,0.014,16.705,0.01,0.3,0.0398,0.004,-4.612E-5,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,16.202,0.006,-1.2,0.0398,0.004,-1.007E-5,CSPII,Ia,0.985,1,1,0.018,0.008,3.6E-5,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,16.159,0.005,-1.5,0.0398,0.004,-1.475E-6,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,16.184,0.005,-2.6,0.0398,0.004,-2.11E-5,CSPII,Ia,0.985,1,1,0.018,0.008,-2.5E-5,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,16.299,0.006,-3.0,0.0398,0.004,2.184E-5,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,17.045,0.01,2.0,0.0398,0.004,-2.035E-6,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,17.161,0.046,16.3,0.0398,0.004,2.109E-5,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,16.967,0.114,29.4,0.0398,0.004,4.962E-5,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none,ASAS15as,0.0286801,0.0297845,1.077,0.014,17.191,0.036,16.0,0.0398,0.004,-3.904E-6,CSPII,Ia,0.985,1,1,0.018,0.008,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none
ASAS15ba,0.0231167,0.0239771,0.965,0.004,16.547,0.007,-0.5,0.0223,0.0022,-5.792E-6,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,15.979,0.005,-2.0,0.0223,0.0022,7.071E-7,CSPII,Ia,0.983,0,1,0.0,0.006,2.5E-5,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,15.946,0.004,-2.3,0.0223,0.0022,9.583E-7,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,15.979,0.004,-3.2,0.0223,0.0022,1.839E-6,CSPII,Ia,0.983,0,1,0.0,0.006,-1.6E-5,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,16.063,0.005,-3.4,0.0223,0.0022,-3.77E-7,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,16.657,0.008,1.3,0.0223,0.0022,-4.678E-6,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,16.583,0.069,9.6,0.0223,0.0022,9.547E-7,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,16.433,0.074,9.0,0.0223,0.0022,-4.793E-6,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none,ASAS15ba,0.0231167,0.0239771,0.965,0.004,16.814,0.041,9.4,0.0223,0.0022,6.377E-6,CSPII,Ia,0.983,0,1,0.0,0.006,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none
ASAS15be,0.0218833,0.0213892,1.14,0.005,16.166,0.006,-5.6,0.0167,0.0017,-2.643E-6,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,15.628,0.004,-7.2,0.0167,0.0017,-2.388E-6,CSPII,Ia,0.976,0,1,0.008,0.006,1.6E-5,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,15.604,0.004,-7.5,0.0167,0.0017,4.445E-7,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,15.62,0.005,-8.5,0.0167,0.0017,1.691E-5,CSPII,Ia,0.976,0,1,0.008,0.006,-2.5E-5,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,15.717,0.005,-9.4,0.0167,0.0017,8.179E-6,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,16.409,0.008,-4.2,0.0167,0.0017,9.793E-6,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,16.421,0.021,4.5,0.0167,0.0017,1.929E-5,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,16.253,0.013,4.7,0.0167,0.0017,8.939E-6,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none,ASAS15be,0.0218833,0.0213892,1.14,0.005,16.575,0.015,4.1,0.0167,0.0017,4.425E-6,CSPII,Ia,0.976,0,1,0.008,0.006,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none
ASAS15bm,0.0207856,0.0214395,0.989,0.005,16.431,0.01,-6.1,0.069,0.0069,8.62E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,15.749,0.007,-7.6,0.069,0.0069,9.619E-6,CSPII,Ia,0.976,0,1,0.119,0.01,4.9E-5,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,15.69,0.006,-7.9,0.069,0.0069,7.983E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,15.63,0.007,-8.8,0.069,0.0069,1.39E-5,CSPII,Ia,0.976,0,1,0.119,0.01,-4.9E-5,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,15.655,0.007,-9.1,0.069,0.0069,5.31E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,16.257,0.012,-4.2,0.069,0.0069,1.676E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,16.196,0.024,0.0,0.069,0.0069,1.258E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,16.038,0.014,-0.4,0.069,0.0069,1.952E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none,ASAS15bm,0.0207856,0.0214395,0.989,0.005,16.333,0.019,-0.2,0.069,0.0069,5.783E-6,CSPII,Ia,0.976,0,1,0.119,0.01,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none
ASAS15cd,0.0342863,0.0353887,1.001,0.005,17.041,0.012,-2.0,0.0261,0.0026,1.26E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,16.667,0.007,-3.5,0.0261,0.0026,4.808E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,4.9E-5,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,16.627,0.007,-3.8,0.0261,0.0026,5.805E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,16.697,0.006,-4.7,0.0261,0.0026,6.143E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,-3.6E-5,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,16.862,0.007,-5.0,0.0261,0.0026,3.062E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,17.478,0.011,-0.1,0.0261,0.0026,-5.615E-7,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,17.424,0.018,1.1,0.0261,0.0026,5.891E-7,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,17.304,0.013,0.8,0.0261,0.0026,-7.758E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none,ASAS15cd,0.0342863,0.0353887,1.001,0.005,17.575,0.018,0.9,0.0261,0.0026,6.798E-6,CSPII,Ia,0.983,1,0,-0.03,0.009,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none
