sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype
ASAS14ad,0.0264,0.0274352,1.01,0.018,16.669,0.007,-7.2,0.0159,0.0016,4.365e-06,CSPII,Ia,0.973,0,1,-0.010999999999999233,0.011180339887498949,0.0,8.23,8.61,8.78,N/A,-1.0,-1.0,none
ASAS14hp,0.0388933,0.0386676,1.074,0.01,16.712,0.006,-4.3,0.0295,0.0029,-9.37e-06,CSPII,Ia,0.984,1,0,-0.04899999999999949,0.005,0.0,8.98,9.09,9.15,N/A,-1.0,-1.0,none
ASAS14hr,0.0335967,0.0327196,0.802,0.01,17.978,0.015,-6.1,0.0131,0.0013,2.667e-05,CSPII,Ia,0.985,1,0,0.06099999999999994,0.01345362404707371,0.0,10.18,10.34,10.45,N/A,-1.0,-1.0,none
ASAS14hu,0.0215851,0.0218919,1.052,0.007,15.931,0.007,-6.8,0.0612,0.0061,8.216e-06,CSPII,Ia,0.983,0,1,-0.04499999999999993,0.006403124237432849,0.0,9.8,9.93,10.24,N/A,-1.0,-1.0,none
ASAS14jc,0.0113167,0.0117796,0.915,0.005,16.841,0.014,-5.3,0.1346,0.0135,7.079e-06,CSPII,Ia,0.962,0,1,0.43700000000000117,0.01,0.0,9.32,9.46,9.77,N/A,-1.0,-1.0,none
ASAS14jg,0.0148167,0.014347,1.285,0.022,15.072,0.073,2.7,0.0128,0.0013,-7.028e-05,CSPII,Ia,0.961,0,1,0.049000000000001265,0.05940538696111658,0.0,8.57,8.76,8.88,N/A,-1.0,-1.0,none
ASAS14jz,0.0157891,0.0156168,0.989,0.006,14.972,0.005,-8.5,0.0472,0.0047,5.226e-06,CSPII,Ia,0.952,0,0,-0.04100000000000037,0.00565685424949238,0.0,8.11,8.23,8.35,N/A,-1.0,-1.0,none
ASAS14kd,0.0243,0.0230683,1.169,0.007,16.535,0.007,-6.9,0.0574,0.0057,-2.539e-06,CSPII,Ia-91T,0.941,0,0,0.2339999999999982,0.007071067811865475,0.0,10.03,10.14,10.23,N/A,-1.0,-1.0,none
ASAS14kq,0.0335767,0.0325972,1.147,0.011,17.045,0.013,-5.2,0.0155,0.0016,-3.321e-05,CSPII,Ia,0.961,1,0,-0.020999999999997243,0.012041594578792296,0.0,8.78,8.91,9.11,N/A,-1.0,-1.0,none
ASAS14lo,0.0199167,0.0210151,0.952,0.018,16.703,0.074,2.3,0.0282,0.0028,-1.584e-05,CSPII,Ia,0.979,0,1,0.12700000000000067,0.060802960454241044,0.0,9.47,9.69,9.79,N/A,-1.0,-1.0,none
ASAS14lp,0.0050967,0.0062254,1.029,0.004,12.731,0.007,-12.9,0.0213,0.0021,6.078e-06,CSPII,Ia,0.335,0,1,0.24300000000000033,0.006403124237432849,0.0,10.6,10.74,10.91,N/A,-1.0,-1.0,none
ASAS14lq,0.0261733,0.0250833,0.999,0.024,16.566,0.096,5.6,0.0275,0.0028,-0.0001142,CSPII,Ia,0.977,0,1,0.019999999999999574,0.07940403012442127,0.0,10.46,10.65,10.73,N/A,-1.0,-1.0,none
ASAS14lt,0.0320233,0.0314552,0.944,0.008,16.817,0.013,-4.6,0.0474,0.0047,4.245e-06,CSPII,Ia,0.984,1,0,-0.0329999999999977,0.016401219466856725,0.0,10.56,10.64,10.7,N/A,-1.0,-1.0,none
ASAS14lw,0.0208855,0.0202609,1.25,0.007,15.989,0.01,-9.0,0.0117,0.0012,1.734e-05,CSPII,Ia,0.939,0,1,-0.012000000000000455,0.009219544457292887,0.0,6.08,6.35,6.72,N/A,-1.0,-1.0,none
ASAS14me,0.0178,0.017386,1.078,0.005,15.365,0.006,-11.4,0.0175,0.0018,6.657e-06,CSPII,Ia,0.981,0,1,0.006999999999999673,0.00565685424949238,0.0,8.91,9.05,9.15,N/A,-1.0,-1.0,none
ASAS14mf,0.03108,0.0301521,0.984,0.005,16.963,0.01,-4.7,0.0125,0.0013,5.644e-06,CSPII,Ia,0.984,1,0,-0.012000000000000455,0.01063014581273465,0.0,8.66,8.93,9.03,N/A,-1.0,-1.0,none
ASAS14mw,0.0273867,0.0271207,1.063,0.007,16.208,0.006,-6.6,0.0179,0.0018,-3.282e-07,CSPII,Ia,0.984,1,1,-0.03399999999999892,0.005,0.0,10.59,10.68,10.75,N/A,-1.0,-1.0,none
ASAS14my,0.0205,0.0217279,0.923,0.005,15.985,0.009,-8.2,0.0316,0.0032,1.182e-05,CSPII,Ia,0.975,0,1,0.014999999999998792,0.01,0.0,10.11,10.31,10.74,N/A,-1.0,-1.0,none
ASAS15aj,0.0109133,0.0120218,0.831,0.007,15.25,0.01,-2.6,0.0656,0.0066,-6.113e-06,CSPII,Ia,0.952,0,1,0.10299999999999976,0.009219544457292887,0.0,11.05,11.2,11.35,N/A,-1.0,-1.0,none
ASAS15al,0.0337766,0.0337612,1.077,0.028,17.291,0.073,0.4,0.0293,0.0029,-0.0001069,CSPII,Ia,0.916,1,0,0.054999999999999716,0.05920304046246273,0.0,8.03,8.07,8.23,N/A,-1.0,-1.0,none
ASAS15as,0.0286801,0.0297845,1.076,0.014,16.68,0.01,-1.3,0.0398,0.004,-4.93e-05,CSPII,Ia,0.985,1,1,0.028999999999999915,0.0078102496759066544,0.0,7.47,7.66,8.01,N/A,-1.0,-1.0,none
ASAS15ba,0.0231167,0.0239771,0.967,0.004,16.524,0.007,-2.1,0.0223,0.0022,-5.484e-06,CSPII,Ia,0.983,0,1,0.008000000000000895,0.006403124237432849,0.0,7.83,7.99,8.19,N/A,-1.0,-1.0,none
ASAS15be,0.0218833,0.0213892,1.134,0.006,16.144,0.006,-7.2,0.0167,0.0017,-2.614e-06,CSPII,Ia,0.976,0,1,0.019000000000000128,0.006403124237432849,0.0,7.66,7.8,8.16,N/A,-1.0,-1.0,none
ASAS15bm,0.0207856,0.0214395,0.991,0.005,16.403,0.01,-7.6,0.069,0.0069,9.307e-06,CSPII,Ia,0.976,0,1,0.12700000000000067,0.009899494936611667,0.0,9.89,10.02,10.15,N/A,-1.0,-1.0,none
ASAS15cd,0.0342863,0.0353887,1.003,0.005,17.02,0.012,-3.5,0.0261,0.0026,1.32e-06,CSPII,Ia,0.983,1,0,-0.021000000000000796,0.009219544457292887,0.0,9.85,9.95,10.02,N/A,-1.0,-1.0,none
ASAS15da,0.0487,0.0488203,0.853,0.025,17.983,0.095,2.5,0.0303,0.003,-0.0002075,CSPII,Ia,0.973,1,0,-0.1319999999999979,0.07602631123499284,0.0,10.23,10.4,10.48,N/A,-1.0,-1.0,none
ASAS15db,0.01099,0.0113676,0.955,0.003,15.182,0.007,-6.1,0.029,0.0029,3.909e-06,CSPII,Ia,0.975,0,0,0.0860000000000003,0.006403124237432849,0.0,9.98,10.11,10.19,N/A,-1.0,-1.0,none
ASAS15dd,0.0243567,0.0247417,0.849,0.006,16.541,0.011,-0.8,0.0461,0.0046,-1.035e-05,CSPII,Ia,0.962,0,0,-0.0070000000000014495,0.009219544457292887,0.0,10.31,10.41,10.52,N/A,-1.0,-1.0,none
ASAS15eb,0.01647,0.0173082,0.821,0.018,15.479,0.019,-0.9,0.1652,0.0165,-0.0001031,CSPII,Ia,0.978,0,1,-0.12899999999999956,0.015620499351813309,0.0,10.79,10.96,11.4,N/A,-1.0,-1.0,none
ASAS15fr,0.0334133,0.0345082,0.905,0.021,17.043,0.081,1.4,0.0321,0.0032,-2.491e-05,CSPII,Ia-91T,0.978,1,1,-0.13299999999999912,0.0658027355054484,0.0,9.89,9.98,10.06,N/A,-1.0,-1.0,none
ASAS15ga,0.0066267,0.0076517,0.496,0.03,16.667,0.057,-3.8,0.0236,0.0024,0.0002458,CSPII,Ia-91bg,0.966,0,1,0.43100000000000094,0.04957822102496216,0.0,10.18,10.38,10.48,N/A,-1.0,-1.0,none
ASAS15go,0.01891,0.0192546,1.071,0.012,16.747,0.009,-4.0,0.1369,0.0137,-1.867e-05,CSPII,Ia,0.981,0,1,0.22400000000000198,0.006403124237432849,0.0,10.04,10.18,10.27,N/A,-1.0,-1.0,none
ASAS15gr,0.0242832,0.0247678,1.035,0.007,16.277,0.007,-3.4,0.0823,0.0082,-6.853e-06,CSPII,Ia,0.983,0,1,-0.036000000000001364,0.006403124237432849,0.0,8.82,8.94,9.02,N/A,-1.0,-1.0,none
ASAS15hf,0.0061733,0.0072452,0.943,0.005,14.395,0.01,-7.8,0.0854,0.0085,9.401e-06,CSPII,Ia,0.961,0,1,0.009000000000000341,0.01,0.0,9.39,9.56,9.97,N/A,-1.0,-1.0,none
ASAS15hg,0.02975,0.0308678,0.82,0.02,17.484,0.076,1.7,0.041,0.0041,-4.479e-05,CSPII,Ia,0.985,1,0,0.06299999999999883,0.060802960454241044,0.0,10.3,10.42,10.51,N/A,-1.0,-1.0,none
ASAS15hx,0.0083,0.0092051,1.039,0.005,13.587,0.006,-11.2,0.0415,0.0042,7.511e-06,CSPII,Ia,0.909,0,1,-0.030000000000001137,0.005,0.0,7.06,7.45,7.89,N/A,-1.0,-1.0,none
CSP12J,0.01468,0.0149235,0.484,0.025,18.52,0.202,7.1,0.0678,0.0068,-0.0003968,CSPII,Ia,0.917,0,0,0.5549999999999997,0.12841339493993606,0.0,9.97,10.09,10.2,N/A,-1.0,-1.0,none
CSP13abm,0.0281805,0.027529,1.129,0.01,16.938,0.01,-4.0,0.1485,0.0149,-1.092e-05,CSPII,Ia,0.747,0,1,-0.006000000000000227,0.00848528137423857,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
CSP14aaq,0.0359133,0.0361755,0.898,0.015,16.866,0.016,-6.7,0.0524,0.0052,3.843e-05,CSPII,Ia,0.986,1,0,-0.08999999999999986,0.020518284528683192,0.0,11.01,11.08,11.48,N/A,-1.0,-1.0,none
CSP14abn,0.0225,0.0232746,1.007,0.005,16.006,0.006,-1.4,0.0747,0.0075,-8.684e-06,CSPII,Ia,0.976,0,0,-0.0259999999999998,0.004242640687119285,0.0,9.59,9.75,10.24,N/A,-1.0,-1.0,none
CSP14acl,0.0299792,0.0289327,0.96,0.008,16.943,0.083,0.8,0.0264,0.0026,-7.013e-05,CSPII,Ia,0.081,0,0,-0.07099999999999795,0.015,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
CSP14adc,0.03244,0.031651,0.811,0.01,17.915,0.018,-3.2,0.0949,0.0095,1.092e-05,CSPII,Ia,0.976,1,1,0.23200000000000287,0.011401754250991379,0.0,10.67,10.81,11.14,N/A,-1.0,-1.0,none
CSP15B,0.0198862,0.0208198,0.718,0.006,16.857,0.01,-3.8,0.0641,0.0064,4.397e-06,CSPII,Ia,0.966,0,1,0.1399999999999988,0.010816653826391968,0.0,10.78,10.95,11.42,N/A,-1.0,-1.0,none
CSP15aae,0.0161833,0.0169733,0.505,0.004,17.94,0.014,-6.7,0.0226,0.0023,2.269e-06,CSPII,Ia-91bg,0.981,0,1,0.4540000000000006,0.01063014581273465,0.0,10.96,11.14,11.26,N/A,-1.0,-1.0,none
KISS15m,0.02432,0.0253844,0.425,0.009,19.831,0.158,-4.1,0.0277,0.0028,-1.682e-05,CSPII,Ia-91bg,0.958,0,0,0.6219999999999999,0.03176476034853718,0.0,9.67,9.78,9.94,N/A,-1.0,-1.0,none
KISS15n,0.023084,0.0239783,1.225,0.009,15.911,0.011,-13.1,0.0088,0.0009,4.415e-05,CSPII,Ia-91T,0.85,0,1,0.09700000000000131,0.01063014581273465,0.0,7.8,8.0,8.17,N/A,-1.0,-1.0,none
LSQ11bk,0.0402721,0.0400251,1.071,0.016,17.101,0.016,-0.7,0.0936,0.0094,-0.0001085,CSPII,Ia,0.967,1,0,-0.0779999999999994,0.01063014581273465,0.0,6.5,6.53,6.59,N/A,-1.0,-1.0,none
LSQ11ot,0.02732,0.0273222,0.982,0.004,18.485,0.008,-5.3,0.1581,0.0158,2.012e-06,CSPII,Ia,0.976,1,1,0.3200000000000003,0.006403124237432849,0.0,10.0,10.17,10.22,N/A,-1.0,-1.0,none
LSQ11pn,0.0326533,0.0326611,0.503,0.008,18.211,0.021,-5.1,0.1457,0.0146,3.727e-06,CSPII,Ia,0.948,1,1,0.2870000000000026,0.01769180601295413,0.0,10.52,10.7,10.8,N/A,-1.0,-1.0,none
LSQ12ca,0.0994,0.0995466,0.947,0.032,19.627,0.101,1.0,0.0417,0.0042,-0.0003513,CSPII,Ia,0.962,0,0,-0.04999999999999716,0.07280109889280519,0.0,10.34,10.44,10.64,N/A,-1.0,-1.0,none
LSQ12fxd,0.03122,0.0313344,1.16,0.006,16.637,0.007,-7.8,0.0217,0.0022,-2.588e-06,CSPII,Ia,0.98,1,1,-0.006000000000000227,0.00565685424949238,0.0,10.16,10.28,10.4,N/A,-1.0,-1.0,none
LSQ13aiz,0.0092,0.0102493,0.964,0.006,14.122,0.015,-8.4,0.0788,0.0079,2.277e-05,CSPII,Ia,0.716,0,1,0.08000000000000007,0.008602325267042627,0.0,8.12,8.24,8.34,N/A,-1.0,-1.0,none
LSQ13dsm,0.0423707,0.0419767,0.909,0.004,17.689,0.008,-11.8,0.0088,0.0009,6.69e-06,CSPII,Ia,0.984,1,0,-0.015999999999998238,0.0078102496759066544,0.0,8.85,9.01,9.14,N/A,-1.0,-1.0,none
LSQ13ry,0.0298367,0.031032,0.881,0.006,16.692,0.015,-12.1,0.0403,0.004,1.576e-05,CSPII,Ia,0.971,1,1,-0.047999999999998266,0.011401754250991379,0.0,9.54,9.64,9.7,N/A,-1.0,-1.0,none
LSQ13vy,0.0417711,0.0421068,0.891,0.005,18.44,0.017,-4.7,0.0676,0.0068,9e-06,CSPII,Ia,0.985,1,0,0.07599999999999696,0.0078102496759066544,0.0,10.15,10.17,10.33,N/A,-1.0,-1.0,none
LSQ14ajn,0.02101,0.0221584,0.654,0.004,17.008,0.011,-0.3,0.0193,0.0019,-1.466e-05,CSPII,Ia,0.979,0,1,0.07499999999999929,0.009219544457292887,0.0,9.95,10.11,10.3,N/A,-1.0,-1.0,none
