sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
SN2005ki,0.0191933,0.02037,0.839,0.003,15.54,0.005,-10.0,0.0267,0.0027,2.642e-06,CSPI,Ia,0.982,0,0,-0.018000000000000682,0.007071067811865475,0.0,10.62,10.8,10.86,N/A,-1.0,-1.0,none,-1.7119999999999994e-06
SN2005ku,0.0454067,0.0441833,0.969,0.034,17.526,0.039,0.4,0.0461,0.0046,-5.259e-05,CSPI,Ia,0.986,0,0,0.09299999999999997,0.0778010282708397,0.0,9.96,10.04,10.1,N/A,-1.0,-1.0,none,-2.3600000000000045e-06
SN2005lu,0.0319867,0.0312933,1.063,0.03,17.097,0.034,9.2,0.0218,0.0022,-2.137e-05,CSPI,Ia,0.975,0,0,0.2469999999999999,0.07200694410957877,0.0,9.68,9.86,10.03,N/A,-1.0,-1.0,none,6.392e-05
SN2005mc,0.0252033,0.0260067,0.664,0.02,17.06,0.033,2.4,0.0379,0.0038,-3.488e-05,CSPI,Ia,0.982,0,0,0.31400000000000006,0.06742403132415029,0.0,10.85,10.95,11.1,N/A,-1.0,-1.0,none,-3.559e-05
SN2005na,0.0263033,0.0268133,0.971,0.018,15.961,0.006,-1.9,0.0681,0.0068,2.081e-06,CSPI,Ia,0.976,0,0,-0.019999999999999574,0.0078102496759066544,0.0,10.9,10.97,11.05,N/A,-1.0,-1.0,none,-2.686e-06
SN2006D,0.00852,0.00964,0.839,0.003,14.092,0.006,-5.0,0.0394,0.0039,3.483e-06,CSPI,Ia,0.972,0,0,0.09800000000000075,0.006403124237432849,0.0,9.54,9.76,9.85,N/A,-1.0,-1.0,none,-5.059999999999995e-07
SN2006X,0.0052367,0.00632,0.971,0.004,14.68,0.008,-10.9,0.0228,0.0023,7.898e-06,CSPI,Ia,0.557,0,0,1.2140000000000004,0.01131370849898476,0.0,9.06,9.33,9.43,N/A,-1.0,-1.0,none,-1.928000000000001e-06
SN2006ax,0.0167267,0.0179567,1.003,0.004,15.01,0.007,-11.8,0.041,0.0041,7.054e-06,CSPI,Ia,0.981,0,0,-0.07199999999999918,0.0078102496759066544,0.0,10.79,10.92,11.04,N/A,-1.0,-1.0,none,9.119999999999999e-07
SN2006bd,0.0257067,0.0267967,0.398,0.009,18.444,0.025,-1.4,0.0231,0.0023,6.079e-05,CSPI,Ia-91bg,0.981,0,0,0.7119999999999997,0.03911521443121589,0.0,10.6,10.77,10.8,N/A,-1.0,-1.0,none,3.3899999999999997e-06
SN2006bh,0.01084,0.0104933,0.828,0.003,14.314,0.005,-4.9,0.0228,0.0023,3.044e-06,CSPI,Ia,0.969,0,0,-0.009999999999999787,0.00565685424949238,0.0,10.31,10.43,10.49,N/A,-1.0,-1.0,none,-1.5089999999999994e-06
SN2006br,0.0245733,0.0255233,0.962,0.032,18.504,0.035,10.4,0.0197,0.002,5.84e-06,CSPI,Ia,0.982,0,0,0.8490000000000002,0.09626006440887104,0.0,10.87,10.97,11.36,N/A,-1.0,-1.0,none,6.916e-05
SN2006ej,0.0204367,0.0193367,0.842,0.018,15.688,0.026,3.2,0.0296,0.003,-5.043e-06,CSPI,Ia,0.971,0,0,0.028999999999999915,0.060216276869298396,0.0,10.48,10.63,10.7,N/A,-1.0,-1.0,none,-8.312000000000001e-06
SN2006eq,0.0494667,0.0483667,0.649,0.023,18.402,0.039,2.1,0.0416,0.0042,-2.571e-05,CSPI,Ia,0.973,0,0,0.3099999999999987,0.07742092740338365,0.0,9.79,10.19,10.65,N/A,-1.0,-1.0,none,-5.1689e-05
SN2006et,0.0221567,0.0216467,1.18,0.006,15.882,0.006,-10.4,0.0165,0.0017,3.351e-06,CSPI,Ia,0.983,0,0,0.14100000000000001,0.0078102496759066544,0.0,10.7,10.8,10.88,N/A,-1.0,-1.0,none,-7.0337999999999995e-06
SN2006ev,0.0287133,0.0276,0.843,0.021,17.043,0.034,3.8,0.0759,0.0076,-1.491e-05,CSPI,Ia,0.924,0,0,0.1750000000000007,0.07021395872616784,0.0,10.65,10.75,10.91,N/A,-1.0,-1.0,none,-2.8846e-05
SN2006fw,0.0829433,0.0819867,0.922,0.045,18.845,0.048,-2.2,0.028,0.0028,0.0006278,CSPI,Ia,0.001,0,0,0.1039999999999992,0.06155485358604957,0.0,9.32,9.42,9.62,N/A,-1.0,-1.0,none,0.0002212
SN2006gj,0.0283333,0.0269667,0.708,0.007,17.5,0.008,-1.8,0.0705,0.007,4.704e-06,CSPI,Ia,0.983,0,0,0.2980000000000018,0.012041594578792296,0.0,10.36,10.53,10.6,N/A,-1.0,-1.0,none,-1.3649999999999996e-06
SN2006gt,0.04474,0.0436433,0.575,0.01,18.053,0.011,-2.3,0.0323,0.0032,1.864e-05,CSPI,Ia-91bg,0.982,0,0,0.24899999999999878,0.016278820596099707,0.0,9.87,9.93,9.94,N/A,-1.0,-1.0,none,-1.645e-05
SN2006hb,0.0153333,0.0153367,0.685,0.018,15.426,0.031,4.4,0.0236,0.0024,-1.733e-05,CSPI,Ia-86G,0.98,0,0,0.1850000000000005,0.0660302960768767,0.0,10.05,10.22,10.39,N/A,-1.0,-1.0,none,-1.7909e-05
SN2006hx,0.0454633,0.0444033,0.977,0.012,17.474,0.028,-9.2,0.0256,0.0026,0.0001411,CSPI,Ia,0.981,0,0,0.11599999999999966,0.03538361202590826,0.0,10.12,10.31,10.44,N/A,-1.0,-1.0,none,-1.909999999999999e-05
SN2006is,0.0313333,0.03142,1.092,0.037,16.107,0.034,5.5,0.029,0.0029,-5.386e-05,CSPI,Ia,0.983,0,0,0.038999999999997925,0.06720119046564577,0.0,6.68,7.1,7.41,N/A,-1.0,-1.0,none,-0.00012373
SN2006kf,0.0212867,0.0208,0.771,0.005,15.922,0.006,-4.7,0.2097,0.021,5.681e-06,CSPI,Ia,0.981,0,0,0.0259999999999998,0.009219544457292887,0.0,10.59,10.82,10.9,N/A,-1.0,-1.0,none,3.766e-06
SN2006lu,0.0533667,0.0543967,1.002,0.019,17.503,0.031,5.0,0.0986,0.0099,-1.485e-05,CSPI,Ia,0.984,0,0,-0.018000000000000682,0.0658027355054484,0.0,10.22,10.29,10.37,N/A,-1.0,-1.0,none,-9.900000000000002e-06
SN2006mr,0.0058667,0.00551,0.335,0.004,14.968,0.019,-4.4,0.0179,0.0018,1.417e-05,CSPI,Ia-91bg,0.947,0,0,0.7310000000000016,0.02758622844826744,0.0,10.79,11.19,11.38,N/A,-1.0,-1.0,none,-1.0749999999999999e-05
SN2006ob,0.0591967,0.0582567,0.743,0.009,18.177,0.01,-3.0,0.0285,0.0029,2.313e-05,CSPI,Ia,0.986,0,0,0.1109999999999971,0.014866068747318505,0.0,11.08,11.26,11.33,N/A,-1.0,-1.0,none,1.9908e-05
SN2006os,0.0327867,0.03208,0.944,0.02,17.449,0.03,1.0,0.1254,0.0125,-1.103e-05,CSPI,Ia,0.982,0,0,0.31700000000000017,0.065,0.0,10.66,10.81,10.87,N/A,-1.0,-1.0,none,-4.1e-06
SN2006py,0.05786,0.0566433,0.975,0.018,17.827,0.012,-1.6,0.0518,0.0052,1.779e-05,CSPI,Ia,0.968,0,0,0.07700000000000173,0.0206155281280883,0.0,8.94,9.1,9.24,N/A,-1.0,-1.0,none,6.08e-05
SN2007A,0.0176333,0.0164633,1.047,0.02,15.616,0.01,-4.6,0.0631,0.0063,9.878e-05,CSPI,Ia,0.98,0,0,0.2010000000000005,0.01,0.0,10.57,10.57,10.57,N/A,-1.0,-1.0,none,0.00012521
SN2007N,0.01287,0.014,0.375,0.006,17.538,0.017,-0.7,0.0343,0.0034,2.425e-05,CSPI,Ia-91bg,0.976,0,0,0.9529999999999994,0.023600847442411893,0.0,10.1,10.19,10.57,N/A,-1.0,-1.0,none,6.75e-06
SN2007S,0.01387,0.0150233,1.187,0.007,15.583,0.007,-10.7,0.0224,0.0022,5.332e-06,CSPI,Ia-91T,0.973,0,0,0.36599999999999966,0.010816653826391968,0.0,9.63,9.98,10.16,N/A,-1.0,-1.0,none,-8.710000000000002e-07
SN2007af,0.00546,0.00629,0.949,0.002,13.081,0.005,-7.9,0.0338,0.0034,2.624e-06,CSPI,Ia,0.927,0,0,0.0649999999999995,0.007071067811865475,0.0,9.69,9.82,9.87,N5584,31.827,0.1,ct,-4.719999999999999e-07
SN2007ai,0.03164,0.0319867,1.195,0.015,16.932,0.031,1.3,0.286,0.0286,-1.958e-05,CSPI,Ia-91T,0.985,0,0,0.1819999999999986,0.013601470508735444,0.0,9.76,9.91,10.18,N/A,-1.0,-1.0,none,-2.3566e-05
SN2007al,0.0121133,0.0132629,0.385,0.006,16.955,0.02,-0.3,0.036,0.0036,1.877e-05,CSPI,Ia-91bg,0.971,0,0,0.6999999999999993,0.025,0.0,9.33,9.47,9.91,N/A,-1.0,-1.0,none,3.759999999999998e-06
SN2007as,0.01756,0.0178967,0.89,0.004,15.417,0.006,-0.5,0.1229,0.0123,1.211e-06,CSPI,Ia,0.98,0,0,0.08000000000000007,0.008602325267042627,0.0,10.24,10.36,10.43,N/A,-1.0,-1.0,none,-8.719e-07
SN2007ax,0.0068567,0.0076367,0.404,0.008,15.849,0.018,-2.9,0.0446,0.0045,6.107e-05,CSPI,Ia-91bg,0.924,0,0,0.6890000000000018,0.025612496949731396,0.0,10.13,10.23,10.29,N/A,-1.0,-1.0,none,3.0930000000000004e-05
SN2007ba,0.0384867,0.0390533,0.556,0.008,17.556,0.014,-7.1,0.0315,0.0032,3.351e-05,CSPI,Ia-91bg,0.796,0,0,0.32800000000000296,0.019209372712298545,0.0,10.9,10.99,11.06,N/A,-1.0,-1.0,none,-1.856e-05
SN2007bc,0.0207567,0.02185,0.909,0.005,15.81,0.006,-2.9,0.0186,0.0019,3.29e-06,CSPI,Ia,0.983,0,0,0.03300000000000125,0.008602325267042627,0.0,10.65,10.73,10.78,N/A,-1.0,-1.0,none,5.470000000000002e-07
SN2007bd,0.0309967,0.0318267,0.917,0.006,16.507,0.012,-9.6,0.0289,0.0029,2.557e-05,CSPI,Ia,0.984,0,0,-0.0010000000000012221,0.015620499351813309,0.0,10.68,10.82,10.89,N/A,-1.0,-1.0,none,1.4954999999999998e-05
SN2007bm,0.0062067,0.00744,0.906,0.006,14.209,0.028,2.3,0.0354,0.0035,1.083e-06,CSPI,Ia,0.958,0,0,0.4209999999999994,0.01,0.0,10.09,10.27,10.72,N/A,-1.0,-1.0,none,2.7202e-06
SN2007ca,0.0140567,0.01507,1.077,0.012,15.752,0.007,-8.9,0.057,0.0057,1.639e-05,CSPI,Ia,0.979,0,0,0.2599999999999998,0.009899494936611667,0.0,9.52,9.69,9.74,N/A,-1.0,-1.0,none,1.5218999999999998e-05
SN2007cg,0.0331733,0.0341676,1.069,0.053,17.806,0.047,7.9,0.0686,0.0069,-0.00029,CSPI,Ia,0.39,0,0,0.6880000000000024,0.0970051545022222,0.0,10.33,10.37,10.43,N/A,-1.0,-1.0,none,0.00013540000000000004
SN2007hj,0.0141033,0.0128818,0.636,0.005,15.488,0.007,-1.5,0.0747,0.0075,4.607e-06,CSPI,Ia,0.961,0,0,0.21600000000000108,0.009219544457292887,0.0,10.3,10.45,10.89,N/A,-1.0,-1.0,none,-5.622e-06
SN2007hx,0.07976,0.0788733,1.017,0.03,19.104,0.036,0.6,0.0299,0.003,-2.151e-05,CSPI,Ia,0.985,0,0,0.21699999999999875,0.0738173421358423,0.0,10.45,10.55,10.62,N/A,-1.0,-1.0,none,-2.3160000000000002e-05
SN2007jd,0.0725833,0.0719112,0.893,0.035,18.794,0.038,0.3,0.066,0.0066,-9.469e-05,CSPI,Ia,0.942,0,0,0.09499999999999886,0.07981227975693966,0.0,9.93,10.13,10.18,N/A,-1.0,-1.0,none,-7.623e-05
SN2007jg,0.0371067,0.0365767,0.94,0.006,17.214,0.007,-3.0,0.0904,0.009,1.32e-05,CSPI,Ia,0.974,0,0,0.029999999999997584,0.01,0.0,7.95,8.1,8.22,N/A,-1.0,-1.0,none,3.5699999999999997e-06
SN2007jh,0.0407667,0.0402667,0.6,0.015,18.146,0.016,-2.9,0.0902,0.009,9.547e-05,CSPI,Ia-86G,0.981,0,0,0.27199999999999847,0.026248809496813377,0.0,10.89,10.99,11.04,N/A,-1.0,-1.0,none,-4.0419999999999996e-05
SN2007le,0.0067167,0.0055233,1.019,0.004,13.74,0.005,-6.7,0.0287,0.0029,6.415e-06,CSPI,Ia,0.955,0,0,0.2919999999999998,0.006403124237432849,0.0,9.71,9.85,10.16,N/A,-1.0,-1.0,none,3.0399999999999997e-06
SN2007mm,0.066354,0.0688733,0.506,0.016,19.444,0.02,-7.2,0.0313,0.0031,7.076e-05,CSPI,Ia-86G,0.983,0,0,0.4059999999999988,0.03720215047547654,0.0,11.36,11.36,11.36,N/A,-1.0,-1.0,none,-7.217000000000001e-05
SN2007nq,0.045,0.0439033,0.78,0.006,17.349,0.008,-1.2,0.0312,0.0031,1.182e-06,CSPI,Ia,0.952,0,0,0.05900000000000105,0.011401754250991379,0.0,11.15,11.21,11.28,N/A,-1.0,-1.0,none,5.108e-06
SN2007ol,0.05587,0.054882,0.678,0.029,17.971,0.021,-3.6,0.0215,0.0022,0.0002538,CSPI,Ia,0.972,0,0,-0.0730000000000004,0.029068883707497266,0.0,9.71,9.82,9.93,N/A,-1.0,-1.0,none,0.000108
SN2007on,0.00649,0.0061833,0.588,0.003,12.932,0.01,-6.4,0.0098,0.001,5.671e-06,CSPI,Ia,0.957,0,0,0.11599999999999966,0.012041594578792296,0.0,10.78,11.04,11.45,N1404,31.36,0.06,t,1.651e-06
SN2007so,0.0296667,0.0289285,0.923,0.009,16.223,0.053,24.0,0.1161,0.0116,4.726e-05,CSPI,Ia,,0,0,0.012000000000000455,0.07803204469959761,0.0,10.89,10.97,11.07,N/A,-1.0,-1.0,none,0.00012331
SN2007sr,0.0054733,0.0066557,0.988,0.017,12.679,0.026,6.4,0.0398,0.004,-4.813e-06,CSPI,Ia,0.198,0,0,0.14500000000000135,0.05860034129593445,0.0,9.85,10.05,10.17,N4038,31.686,0.05,ct,-1.6130000000000005e-06
SN2007st,0.0211667,0.0206508,0.862,0.022,15.758,0.042,4.3,0.0143,0.0014,-6.91e-05,CSPI,Ia,0.951,0,0,0.1479999999999997,0.08360023923410746,0.0,10.85,10.95,11.4,N/A,-1.0,-1.0,none,-6.425e-05
SN2007ux,0.0308933,0.031996,0.624,0.006,17.262,0.008,-0.3,0.0386,0.0039,-2.706e-06,CSPI,Ia-86G,0.981,0,0,0.21300000000000097,0.01,0.0,10.23,10.3,10.34,N/A,-1.0,-1.0,none,-1.3426e-05
SN2008C,0.01661,0.0170667,0.969,0.024,15.531,0.037,3.5,0.072,0.0072,-5.64e-05,CSPI,Ia,0.981,0,0,0.16500000000000092,0.07440430095095309,0.0,10.35,10.49,10.55,N/A,-1.0,-1.0,none,-1.7829999999999997e-05
SN2008O,0.03883,0.039318,0.683,0.01,17.978,0.011,-1.2,0.0763,0.0076,4.774e-06,CSPI,Ia,0.986,0,0,0.31400000000000006,0.016401219466856725,0.0,11.12,11.33,11.59,N/A,-1.0,-1.0,none,-1.83118e-05
SN2008R,0.0134933,0.0128867,0.633,0.006,15.15,0.008,-1.3,0.0618,0.0062,4.041e-06,CSPI,Ia,0.976,0,0,0.11999999999999922,0.01063014581273465,0.0,11.07,11.25,11.31,N/A,-1.0,-1.0,none,-7.641e-06
SN2008ar,0.02613,0.0272474,0.975,0.004,16.177,0.008,-7.1,0.0311,0.0031,1.546e-05,CSPI,Ia,0.984,0,0,0.009000000000000341,0.011401754250991379,0.0,10.11,10.21,10.28,N/A,-1.0,-1.0,none,5.309999999999998e-06
SN2008bc,0.0150767,0.0157067,1.058,0.005,14.721,0.004,-8.1,0.2251,0.0225,5.202e-06,CSPI,Ia,0.979,0,0,-0.02800000000000047,0.00565685424949238,0.0,9.95,10.1,10.23,N/A,-1.0,-1.0,none,1.2013e-05
SN2008bd,0.0300833,0.0312803,0.656,0.04,17.422,0.04,15.3,0.0751,0.0075,-0.0003424,CSPI,Ia-91bg,,0,0,0.34499999999999886,0.06762396025078685,0.0,10.99,11.07,11.13,N/A,-1.0,-1.0,none,-0.0017958000000000002
SN2008bf,0.0234837,0.0245538,1.019,0.004,15.667,0.005,-7.2,0.0296,0.003,7.905e-06,CSPI,Ia,0.982,0,0,-0.045999999999999375,0.006403124237432849,0.0,11.4,11.4,11.4,N/A,-1.0,-1.0,none,5.211999999999999e-06
SN2008bi,0.0134367,0.0143882,0.512,0.023,16.663,0.074,7.4,0.037,0.0037,1.676e-05,CSPI,Ia-91bg,0.972,0,0,0.5790000000000006,0.1292478239662084,0.0,10.27,10.38,10.48,N/A,-1.0,-1.0,none,-5.9090000000000005e-05
SN2008bq,0.0339767,0.0344433,1.146,0.009,16.645,0.006,-0.2,0.0774,0.0077,-1.031e-05,CSPI,Ia,0.983,0,0,0.045000000000001705,0.009219544457292887,0.0,10.74,10.82,10.91,N/A,-1.0,-1.0,none,-4.504e-05
SN2008bt,0.0153533,0.0165796,0.492,0.008,16.474,0.009,-1.3,0.0445,0.0044,1.059e-05,CSPI,Ia-91bg,0.979,0,0,0.5249999999999986,0.01345362404707371,0.0,10.7,10.85,10.91,N/A,-1.0,-1.0,none,-1.492e-05
SN2008bz,0.0602367,0.0613265,0.944,0.023,17.921,0.03,1.4,0.0226,0.0023,-2.9e-05,CSPI,Ia,0.957,0,0,-0.04299999999999926,0.06420280367709809,0.0,10.44,10.5,10.56,N/A,-1.0,-1.0,none,-1.3999999999999527e-07
SN2008cc,0.0103867,0.0101222,0.809,0.018,14.238,0.032,9.4,0.0355,0.0035,-2.591e-05,CSPI,Ia,0.965,0,0,0.15999999999999837,0.0660302960768767,0.0,10.4,10.48,10.64,N/A,-1.0,-1.0,none,-1.845e-05
SN2008cd,0.0074067,0.0084623,1.08,0.144,17.884,0.07,9.3,0.0592,0.0059,-0.0007258,CSPI,Ia,0.87,0,0,1.6620000000000026,0.13621306838919678,0.0,9.43,9.54,9.64,N/A,-1.0,-1.0,none,-0.00396903
SN2008cf,0.0459682,0.0468269,1.093,0.036,17.002,0.029,0.9,0.0577,0.0058,-4.799e-05,CSPI,Ia,0.986,0,0,0.010999999999999233,0.06280127387243033,0.0,8.59,8.73,8.97,N/A,-1.0,-1.0,none,-5.8689999999999995e-05
SN2008ff,0.0191933,0.0186725,1.087,0.009,15.31,0.012,19.5,0.0436,0.0044,-1.305e-05,CSPI,Ia,0.981,0,0,0.17900000000000027,0.018357559750685818,0.0,10.8,10.8,10.8,N/A,-1.0,-1.0,none,-4.120000000000001e-06
SN2008fl,0.0199,0.0194172,0.882,0.017,15.599,0.027,2.9,0.1569,0.0157,-7.281e-06,CSPI,Ia,0.982,0,0,0.05599999999999916,0.05940538696111658,0.0,10.87,10.94,11.01,N/A,-1.0,-1.0,none,-4.447000000000001e-06
SN2008fp,0.00566,0.0062867,1.103,0.008,13.715,0.005,-4.5,0.1686,0.0169,3.923e-06,CSPI,Ia,0.944,0,0,0.4800000000000004,0.006403124237432849,0.0,10.15,10.2,10.63,N/A,-1.0,-1.0,none,-1.1782e-05
SN2008fr,0.0389733,0.0379062,1.043,0.026,16.771,0.034,7.8,0.0395,0.004,-4.14e-05,CSPI,Ia,0.981,0,0,-0.00999999999999801,0.07200694410957877,0.0,7.58,7.73,7.92,N/A,-1.0,-1.0,none,4.157e-05
SN2008fu,0.05237,0.0518336,0.824,0.024,17.701,0.046,7.0,0.018,0.0018,-7.834e-05,CSPI,Ia,0.986,0,0,-0.03400000000000247,0.08736704184073076,0.0,10.66,10.72,10.8,N/A,-1.0,-1.0,none,-0.000104288
SN2008fw,0.0085433,0.0095066,1.117,0.024,13.916,0.03,9.0,0.1123,0.0112,-1.378e-05,CSPI,Ia-91T,0.971,0,0,0.07600000000000051,0.0658027355054484,0.0,10.31,10.49,10.61,N/A,-1.0,-1.0,none,-0.00010585999999999999
SN2008gg,0.0319933,0.0310658,1.058,0.026,16.48,0.029,3.5,0.0195,0.002,-3.726e-05,CSPI,Ia,0.984,0,0,0.14999999999999858,0.06420280367709809,0.0,10.63,10.73,10.82,N/A,-1.0,-1.0,none,2.1629999999999995e-05
SN2008gl,0.0339933,0.0329459,0.867,0.005,16.755,0.006,-2.9,0.0244,0.0024,4.823e-06,CSPI,Ia,0.977,0,0,0.028000000000002245,0.0078102496759066544,0.0,10.81,10.86,10.92,N/A,-1.0,-1.0,none,-3.1259999999999994e-06
SN2008go,0.0623667,0.0613133,0.938,0.018,17.971,0.007,-0.5,0.032,0.0032,2.043e-06,CSPI,Ia,0.986,0,0,0.04200000000000159,0.01,0.0,10.89,10.94,11.0,N/A,-1.0,-1.0,none,4.416e-06
SN2008gp,0.03339,0.0328233,0.979,0.004,16.396,0.008,-6.5,0.1042,0.0104,7.154e-06,CSPI,Ia,0.985,0,0,-0.029999999999997584,0.01063014581273465,0.0,10.64,10.73,10.79,N/A,-1.0,-1.0,none,-2.4489999999999998e-06
SN2008hj,0.0378667,0.0367224,1.008,0.005,16.736,0.005,-6.3,0.0303,0.003,8.265e-06,CSPI,Ia,0.983,0,0,-0.007999999999999119,0.007071067811865475,0.0,10.2,10.4,10.69,N/A,-1.0,-1.0,none,3.508999999999999e-06
SN2008hu,0.0496656,0.050526,0.822,0.024,17.796,0.033,0.1,0.0921,0.0092,-1.899e-05,CSPI,Ia,0.985,0,0,0.0259999999999998,0.07,0.0,10.84,10.99,11.07,N/A,-1.0,-1.0,none,-4.368e-05
SN2008hv,0.01254,0.01358,0.869,0.004,14.7,0.008,-10.7,0.0279,0.0028,8.948e-06,CSPI,Ia,0.973,0,0,-0.04600000000000115,0.011401754250991379,0.0,10.29,10.55,10.67,N/A,-1.0,-1.0,none,3.4099999999999995e-06
SN2008ia,0.0219833,0.02254,0.836,0.006,15.833,0.012,-3.8,0.1954,0.0195,1.203e-05,CSPI,Ia,0.983,0,0,-0.03500000000000014,0.015556349186104044,0.0,10.54,10.77,11.23,N/A,-1.0,-1.0,none,-8.103999999999999e-06
SN2009D,0.02499,0.024654,1.157,0.007,15.687,0.004,-6.4,0.0441,0.0044,2.583e-07,CSPI,Ia,0.984,0,0,-0.02099999999999902,0.00565685424949238,0.0,10.35,10.43,10.5,N/A,-1.0,-1.0,none,-1.41306e-05
SN2009F,0.0129467,0.01291,0.384,0.007,16.613,0.018,-4.9,0.0895,0.0089,2.274e-05,CSPI,Ia-91bg,0.97,0,0,0.5570000000000022,0.025495097567963924,0.0,10.61,10.79,11.22,N/A,-1.0,-1.0,none,6.529999999999997e-06
SN2009I,0.02615,0.0254309,1.083,0.035,17.897,0.012,-3.7,0.0272,0.0027,3.806e-05,CSPI,Ia,0.969,0,0,0.6509999999999998,0.018439088914585774,0.0,10.53,10.74,10.88,N/A,-1.0,-1.0,none,-3.2216000000000005e-05
SN2009P,0.0250867,0.0263202,1.082,0.042,16.813,0.014,-0.9,0.0415,0.0042,-7.503e-05,CSPI,Ia,0.982,0,0,0.4049999999999976,0.0214009345590327,0.0,9.77,9.87,9.95,N/A,-1.0,-1.0,none,-0.00017427
SN2009Y,0.0093467,0.0101034,1.143,0.01,13.927,0.009,-4.5,0.0873,0.0087,1.458e-06,CSPI,Ia,0.97,0,0,0.1460000000000008,0.012041594578792296,0.0,10.66,10.76,10.95,N/A,-1.0,-1.0,none,-6.0324e-05
SN2009aa,0.02729,0.0284814,0.944,0.004,16.281,0.008,-8.9,0.0295,0.0029,8.386e-06,CSPI,Ia,0.983,0,0,0.012999999999998124,0.012041594578792296,0.0,10.1,10.6,10.8,N/A,-1.0,-1.0,none,-2.662000000000001e-06
SN2009ab,0.0111633,0.0108624,0.901,0.006,14.654,0.008,-9.1,0.1838,0.0184,1.63e-05,CSPI,Ia,0.959,0,0,0.034999999999998366,0.01063014581273465,0.0,10.2,10.35,10.78,N/A,-1.0,-1.0,none,9.141000000000001e-06
SN2009ad,0.02838,0.0283174,1.105,0.015,16.159,0.008,-7.7,0.0953,0.0095,1.676e-05,CSPI,Ia,0.984,0,0,0.030999999999998806,0.01131370849898476,0.0,10.5,10.58,10.64,N/A,-1.0,-1.0,none,-2.555e-05
SN2009ag,0.0086333,0.0092477,0.967,0.005,14.498,0.011,-1.5,0.218,0.0218,3.555e-06,CSPI,Ia,0.97,0,0,0.1490000000000009,0.014212670403551895,0.0,9.99,10.2,10.6,N/A,-1.0,-1.0,none,3.789999999999997e-07
SN2009al,0.02209,0.0232764,0.922,0.013,16.129,0.025,-3.3,0.0212,0.0021,7.465e-05,CSPI,Ia,0.98,0,0,0.18599999999999994,0.027802877548915687,0.0,10.66,10.72,10.77,N/A,-1.0,-1.0,none,3.282e-05
SN2009cz,0.0211233,0.0219786,1.167,0.011,15.64,0.007,-5.8,0.0221,0.0022,4.546e-06,CSPI,Ia,0.982,0,0,0.019000000000000128,0.009899494936611667,0.0,10.68,10.75,10.84,N/A,-1.0,-1.0,none,-3.3497e-05
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.413,0.009,-8.7,0.0332,0.0033,3.55e-06,CSPI,Ia,0.982,0,0,0.10599999999999987,0.012727922061357855,0.0,10.62,10.77,10.97,N/A,-1.0,-1.0,none,-5.0689e-05
SN2009le,0.0177733,0.017027,1.088,0.011,15.27,0.006,-10.1,0.0143,0.0014,-6.224e-07,CSPI,Ia,0.976,0,0,0.12199999999999989,0.00848528137423857,0.0,10.66,10.84,11.31,N/A,-1.0,-1.0,none,2.1154e-05
SN2011iv,0.00649,0.0061827,0.699,0.007,12.407,0.009,-3.4,0.0098,0.001,9.712e-06,CSPII,Ia,0.93,0,1,0.030999999999998806,0.01063014581273465,0.0,10.78,11.04,11.45,N1404,31.36,0.06,t,-3.2e-06
SN2011iy,0.0042633,0.0053357,1.038,0.006,11.988,0.008,15.6,0.0529,0.0053,-2.027e-06,CSPII,Ia,0.9,0,1,0.24399999999999977,0.012206555615733704,0.0,10.21,10.39,10.83,N/A,-1.0,-1.0,none,1.3017999999999998e-05
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.903,0.005,-8.5,0.0322,0.0032,8.207e-06,CSPII,Ia,0.966,0,1,0.3680000000000003,0.0078102496759066544,0.0,10.02,10.09,10.16,N/A,-1.0,-1.0,none,3.1200000000000006e-06
SN2011jn,0.0474433,0.0485384,0.641,0.021,17.803,0.046,5.4,0.0593,0.0059,-3.581e-05,CSPII,Ia,0.982,1,0,0.12100000000000222,0.08848163651289458,0.0,11.23,11.35,11.78,N/A,-1.0,-1.0,none,-4.6884e-05
SN2011jt,0.02778,0.0284695,0.958,0.027,16.534,0.043,7.7,0.0386,0.0039,-0.0001376,CSPII,Ia,0.985,0,1,0.17799999999999727,0.08241965784932621,0.0,10.25,10.39,10.52,N/A,-1.0,-1.0,none,-1.1900000000000018e-05
SN2012E,0.0202367,0.019439,0.846,0.008,15.626,0.006,-1.5,0.0649,0.0065,2.783e-06,CSPII,Ia,0.982,0,1,0.010999999999999233,0.009219544457292887,0.0,10.36,10.54,10.73,N/A,-1.0,-1.0,none,-2.0209899999999998e-05
SN2012G,0.0258,0.0268487,1.154,0.006,15.931,0.004,-0.3,0.0205,0.0021,-4.24e-06,CSPII,Ia,0.973,0,1,-0.03999999999999915,0.006403124237432849,0.0,9.58,9.73,9.84,N/A,-1.0,-1.0,none,-1.9752e-05
SN2012U,0.0197233,0.0193386,0.904,0.023,15.471,0.041,9.4,0.0227,0.0023,-1.498e-05,CSPII,Ia,0.975,0,1,-0.019000000000000128,0.07963039620647382,0.0,10.38,10.56,10.74,N/A,-1.0,-1.0,none,3.2393e-05
