sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype
CSP13abs,0.0771466,0.0783462,1.22,0.018,18.995,0.055,2.4,0.0208,0.0021,2.425e-05,CSPII,Ia-91T,0.983,1,0,-0.062,0.016,0.0,6.23,6.36,6.48,N/A,-1.0,-1.0,none
CSP14aar,0.0421708,0.0423854,0.982,0.01,17.743,0.124,14.5,0.0934,0.0093,1.335e-05,CSPII,Ia,0.986,1,0,-0.016,0.009,0.0,8.9,9.07,9.42,N/A,-1.0,-1.0,none
CSP14abk,0.0797448,0.0797387,0.963,0.025,18.255,0.07,1.9,0.0663,0.0066,-0.0001332,CSPII,Ia,0.0,0,0,0.082,0.028,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
CSP14abn,0.0225,0.0232746,1.004,0.004,16.32,0.016,3.3,0.0747,0.0075,-1.471e-05,CSPII,Ia,0.976,0,0,-0.036,0.004,0.0,9.59,9.75,10.24,N/A,-1.0,-1.0,none
CSP14acy,0.0663741,0.0660269,1.215,0.035,18.315,0.119,11.3,0.0174,0.0017,0.0004175,CSPII,Ia-91T,0.027,1,0,0.085,0.072,0.0,7.86,8.19,8.33,N/A,-1.0,-1.0,none
CSP14adc,0.03244,0.031651,0.815,0.009,17.355,0.038,1.1,0.0949,0.0095,-5.71e-05,CSPII,Ia,0.976,1,1,0.219,0.011,0.0,10.67,10.81,11.14,N/A,-1.0,-1.0,none
CSP14ade,0.0624568,0.0626358,1.181,0.012,18.472,0.067,16.2,0.077,0.0077,0.0001968,CSPII,Ia-91T,0.963,1,0,0.034,0.011,0.0,10.33,10.49,10.97,N/A,-1.0,-1.0,none
CSP15B,0.0198862,0.0208198,0.72,0.006,16.198,0.031,-0.1,0.0641,0.0064,7.99e-06,CSPII,Ia,0.966,0,1,0.132,0.011,0.0,10.78,10.95,11.42,N/A,-1.0,-1.0,none
CSP15aae,0.0161833,0.0169733,0.505,0.005,16.168,0.035,11.4,0.0226,0.0023,1.934e-05,CSPII,Ia-91bg,0.981,0,1,0.455,0.011,0.0,10.96,11.14,11.26,N/A,-1.0,-1.0,none
KISS13j,0.0765333,0.0776331,0.872,0.028,18.651,0.365,14.1,0.0326,0.0033,-0.0002922,CSPII,Ia,0.963,1,0,0.132,0.022,0.0,9.65,9.83,10.21,N/A,-1.0,-1.0,none
KISS13l,0.1320086,0.1330018,1.106,0.064,20.403,0.128,6.3,0.0137,0.0014,-0.0007484,CSPII,Ia,0.987,1,0,-0.033,0.088,0.0,8.32,8.69,8.85,N/A,-1.0,-1.0,none
KISS13v,0.0954,0.0962132,0.985,0.015,19.57,0.12,8.4,0.0195,0.002,0.0001381,CSPII,Ia,0.98,1,0,0.085,0.018,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
KISS15m,0.02432,0.0253844,0.429,0.009,17.634,0.042,-8.6,0.0277,0.0028,0.0001007,CSPII,Ia-91bg,0.958,0,0,0.62,0.031,0.0,9.67,9.78,9.94,N/A,-1.0,-1.0,none
KISS15n,0.023084,0.0239783,1.241,0.009,16.2,0.085,5.9,0.0088,0.0009,3.673e-05,CSPII,Ia-91T,0.85,0,1,0.102,0.009,0.0,7.8,8.0,8.17,N/A,-1.0,-1.0,none
LSQ11bk,0.0402721,0.0400251,1.071,0.015,17.843,0.027,3.9,0.0936,0.0094,6.555e-06,CSPII,Ia,0.967,1,0,-0.079,0.011,0.0,6.5,6.53,6.59,N/A,-1.0,-1.0,none
LSQ11ot,0.02732,0.0273222,0.982,0.003,17.363,0.022,4.2,0.1581,0.0158,-4.279e-06,CSPII,Ia,0.976,1,1,0.318,0.006,0.0,10.0,10.17,10.22,N/A,-1.0,-1.0,none
LSQ11pn,0.0326533,0.0326611,0.507,0.008,17.461,0.034,-3.0,0.1457,0.0146,-6.847e-06,CSPII,Ia,0.948,1,1,0.285,0.018,0.0,10.52,10.7,10.8,N/A,-1.0,-1.0,none
LSQ12agq,0.0641556,0.0653581,1.152,0.027,18.855,0.097,12.7,0.0371,0.0037,0.0002442,CSPII,Ia,0.986,1,0,0.084,0.074,0.0,9.29,9.3,9.43,N/A,-1.0,-1.0,none
LSQ12aor,0.0933354,0.0945588,0.827,0.021,19.579,0.052,4.2,0.0415,0.0042,-0.0003686,CSPII,Ia,0.986,1,0,-0.088,0.026,0.0,9.67,9.85,10.15,N/A,-1.0,-1.0,none
LSQ12bld,0.0833623,0.084303,0.892,0.01,19.45,0.035,0.7,0.0233,0.0023,-2.029e-05,CSPII,Ia,0.987,1,0,0.101,0.016,0.0,10.42,10.55,10.64,N/A,-1.0,-1.0,none
LSQ12btn,0.0541733,0.0552706,0.832,0.009,18.478,0.03,2.7,0.0333,0.0033,-1.16e-08,CSPII,Ia,0.986,1,0,0.098,0.011,0.0,10.84,10.9,10.94,N/A,-1.0,-1.0,none
LSQ12cda,0.1374948,0.1384035,0.814,0.105,20.195,0.182,10.4,0.0284,0.0028,-0.01232,CSPII,Ia,0.859,1,0,0.087,0.119,0.0,9.69,9.82,9.98,N/A,-1.0,-1.0,none
LSQ12cdl,0.1079253,0.1090245,0.988,0.045,19.834,0.081,7.9,0.0492,0.0049,-0.0004967,CSPII,Ia,0.986,1,0,-0.143,0.075,0.0,8.79,8.81,8.93,N/A,-1.0,-1.0,none
LSQ12fuk,0.0205857,0.0205571,1.003,0.006,16.279,0.059,5.5,0.0714,0.0071,-2.745e-05,CSPII,Ia,0.982,0,1,-0.009,0.012,0.0,8.2,8.34,8.45,N/A,-1.0,-1.0,none
LSQ12fvl,0.05593,0.055977,0.61,0.008,18.782,0.035,-4.2,0.0179,0.0018,3.337e-05,CSPII,Ia,0.981,1,0,0.251,0.016,0.0,10.55,10.74,10.93,N/A,-1.0,-1.0,none
LSQ12fxd,0.03122,0.0313344,1.161,0.006,16.94,0.027,-5.2,0.0217,0.0022,3.892e-05,CSPII,Ia,0.98,1,1,-0.008,0.006,0.0,10.16,10.28,10.4,N/A,-1.0,-1.0,none
LSQ12gdj,0.0303033,0.0292813,1.167,0.007,16.835,0.043,4.6,0.0199,0.002,1.695e-05,CSPII,Ia-91T,0.969,1,1,-0.035,0.007,0.0,8.36,8.66,8.76,N/A,-1.0,-1.0,none
LSQ12gln,0.1020294,0.1021611,1.113,0.02,19.685,0.027,0.7,0.0201,0.002,7.016e-05,CSPII,Ia,0.986,1,0,-0.072,0.012,0.0,8.6,8.75,9.07,N/A,-1.0,-1.0,none
LSQ12hno,0.0472673,0.0468084,0.989,0.015,18.146,0.03,4.5,0.0994,0.0099,-0.0001156,CSPII,Ia,0.983,1,0,0.046,0.01,0.0,7.64,7.7,7.9,N/A,-1.0,-1.0,none
LSQ12hnr,0.1243,0.1255265,1.167,0.038,20.019,0.074,6.9,0.0324,0.0032,0.00028,CSPII,Ia,0.982,1,0,0.005,0.067,0.0,7.93,8.05,8.16,N/A,-1.0,-1.0,none
LSQ12hvj,0.0712507,0.0723911,1.206,0.014,19.156,0.021,-1.5,0.0458,0.0046,3.503e-05,CSPII,Ia,0.986,1,0,0.08,0.009,0.0,8.79,9.05,9.22,N/A,-1.0,-1.0,none
LSQ12hxx,0.06936,0.0689135,1.204,0.023,18.848,0.04,3.1,0.0153,0.0015,0.000194,CSPII,Ia,0.986,1,0,0.077,0.017,0.0,10.28,10.45,10.58,N/A,-1.0,-1.0,none
LSQ12hzj,0.0334,0.0345752,0.97,0.004,17.328,0.027,0.5,0.0569,0.0057,-4.499e-06,CSPII,Ia,0.985,1,1,-0.07,0.007,0.0,9.32,9.35,9.73,N/A,-1.0,-1.0,none
LSQ12hzs,0.07208,0.0718169,1.145,0.012,19.052,0.029,-1.8,0.0227,0.0023,3.74e-06,CSPII,Ia,0.985,1,0,0.1,0.011,0.0,9.88,10.02,10.42,N/A,-1.0,-1.0,none
LSQ13abo,0.0674467,0.0681328,0.877,0.019,19.015,0.047,0.5,0.0906,0.0091,-7.046e-05,CSPII,Ia,0.986,1,0,0.205,0.028,0.0,10.04,10.31,10.34,N/A,-1.0,-1.0,none
LSQ13cwp,0.0666,0.0662474,0.94,0.016,18.906,0.046,-0.1,0.1326,0.0133,-2.058e-05,CSPII,Ia,0.986,1,0,0.086,0.02,0.0,10.39,10.54,10.7,N/A,-1.0,-1.0,none
LSQ13dby,0.0999308,0.0995683,1.14,0.014,19.882,0.026,-1.1,0.0093,0.0009,2.286e-06,CSPII,Ia,0.865,1,0,-0.044,0.009,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
LSQ13dcy,0.0801,0.0800671,1.213,0.042,19.435,0.079,3.8,0.0408,0.0041,-0.0003038,CSPII,Ia,0.929,1,0,0.095,0.023,0.0,9.01,9.18,9.34,N/A,-1.0,-1.0,none
LSQ13dhj,0.0935,0.0929027,1.16,0.019,19.576,0.114,6.1,0.0132,0.0013,0.0002387,CSPII,Ia,0.985,1,0,0.057,0.019,0.0,8.27,8.63,8.78,N/A,-1.0,-1.0,none
LSQ13dkp,0.0689367,0.0685268,0.657,0.008,19.03,0.047,-1.1,0.0145,0.0015,-4.893e-05,CSPII,Ia,0.963,1,0,0.019,0.013,0.0,10.61,10.8,10.92,N/A,-1.0,-1.0,none
LSQ13dpm,0.0508648,0.0520617,1.055,0.009,18.24,0.015,-2.1,0.0529,0.0053,2.735e-06,CSPII,Ia,0.984,1,0,-0.013,0.005,0.0,9.06,9.17,9.6,N/A,-1.0,-1.0,none
LSQ13dqh,0.1038,0.1035425,1.197,0.02,19.923,0.034,1.3,0.0501,0.005,-6.245e-05,CSPII,Ia,0.969,1,0,-0.039,0.016,0.0,11.5,11.5,11.5,N/A,-1.0,-1.0,none
LSQ13dsm,0.0423707,0.0419767,0.908,0.004,17.886,0.082,0.8,0.0088,0.0009,-2.506e-06,CSPII,Ia,0.984,1,0,-0.024,0.008,0.0,8.85,9.01,9.14,N/A,-1.0,-1.0,none
LSQ13lq,0.0755477,0.0765051,1.054,0.012,18.833,0.062,5.6,0.0215,0.0022,3.012e-05,CSPII,Ia,0.951,1,0,-0.076,0.006,0.0,8.0,8.44,8.63,N/A,-1.0,-1.0,none
LSQ13pf,0.0860404,0.0870045,0.917,0.038,19.404,0.082,6.9,0.0558,0.0056,-0.0004531,CSPII,Ia-91T,0.957,1,0,0.216,0.072,0.0,10.14,10.26,10.44,N/A,-1.0,-1.0,none
LSQ13ry,0.0298367,0.031032,0.88,0.006,17.231,0.056,-7.7,0.0403,0.004,1.265e-05,CSPII,Ia,0.971,1,1,-0.05,0.011,0.0,9.54,9.64,9.7,N/A,-1.0,-1.0,none
LSQ13vy,0.0417711,0.0421068,0.892,0.005,17.737,0.087,9.8,0.0676,0.0068,-8.145e-06,CSPII,Ia,0.985,1,0,0.075,0.008,0.0,10.15,10.17,10.33,N/A,-1.0,-1.0,none
LSQ14act,0.05905,0.0594518,0.701,0.008,18.728,0.029,1.1,0.2269,0.0227,-8.173e-05,CSPII,Ia,0.976,1,0,-0.002,0.011,0.0,10.07,10.17,10.61,N/A,-1.0,-1.0,none
LSQ14age,0.0805442,0.0815802,1.115,0.014,19.435,0.044,-4.3,0.0576,0.0058,3.984e-05,CSPII,Ia,0.976,1,0,-0.019,0.013,0.0,8.33,8.42,8.59,N/A,-1.0,-1.0,none
LSQ14ahc,0.0508648,0.0517592,1.252,0.01,18.098,0.03,-2.9,0.0461,0.0046,8.228e-06,CSPII,Ia,0.986,1,0,-0.02,0.011,0.0,8.89,9.13,9.62,N/A,-1.0,-1.0,none
LSQ14ahm,0.0497655,0.0509869,1.161,0.009,18.121,0.034,-5.8,0.0274,0.0027,6.656e-06,CSPII,Ia,0.986,1,0,-0.059,0.011,0.0,8.03,8.2,8.37,N/A,-1.0,-1.0,none
LSQ14asu,0.0683967,0.069594,0.775,0.012,19.093,0.076,4.4,0.0372,0.0037,-1.67e-05,CSPII,Ia,0.927,1,0,0.004,0.011,0.0,10.51,10.67,10.86,N/A,-1.0,-1.0,none
LSQ14auy,0.0824129,0.0832263,1.136,0.014,19.339,0.025,0.5,0.0669,0.0067,-1.237e-05,CSPII,Ia,0.987,1,0,-0.009,0.011,0.0,10.61,10.74,11.19,N/A,-1.0,-1.0,none
LSQ14ba,0.0775463,0.0787677,0.959,0.006,19.242,0.031,-0.2,0.0493,0.0049,-3.261e-06,CSPII,Ia,0.986,1,0,0.034,0.013,0.0,9.3,9.47,9.87,N/A,-1.0,-1.0,none
LSQ14bjj,0.0811438,0.0819882,0.996,0.008,19.125,0.02,1.1,0.0408,0.0041,-1.8e-05,CSPII,Ia,0.986,1,0,-0.082,0.009,0.0,8.3,8.46,8.91,N/A,-1.0,-1.0,none
LSQ14fms,0.077946,0.0773231,0.849,0.015,19.261,0.073,3.3,0.0143,0.0014,-0.000218,CSPII,Ia,0.986,1,0,0.165,0.016,0.0,10.0,10.11,10.49,N/A,-1.0,-1.0,none
LSQ14foj,0.0460667,0.0451705,1.015,0.01,17.933,0.048,-6.2,0.0121,0.0012,2.902e-05,CSPII,Ia,0.986,1,0,0.047,0.011,0.0,8.33,8.44,8.7,N/A,-1.0,-1.0,none
LSQ14fom,0.05626,0.0553279,0.947,0.009,18.303,0.04,-2.6,0.0184,0.0018,3.394e-06,CSPII,Ia,0.978,1,0,0.021,0.011,0.0,9.4,9.54,9.72,N/A,-1.0,-1.0,none
LSQ14gfb,0.0527067,0.0527873,0.605,0.035,18.789,0.093,5.8,0.0159,0.0016,-0.0006095,CSPII,Ia,0.985,1,0,0.526,0.064,0.0,10.11,10.3,10.64,N/A,-1.0,-1.0,none
LSQ14gfn,0.1216158,0.1210925,0.991,0.023,20.083,0.054,-3.3,0.0332,0.0033,0.0001554,CSPII,Ia,0.967,1,0,0.037,0.021,0.0,10.42,10.54,10.88,N/A,-1.0,-1.0,none
LSQ14ghv,0.0666539,0.0662566,0.949,0.009,18.887,0.041,4.0,0.0088,0.0009,-7.331e-05,CSPII,Ia,0.981,1,0,-0.022,0.011,0.0,10.06,10.18,10.31,N/A,-1.0,-1.0,none
LSQ14gov,0.089538,0.0892443,1.141,0.008,19.306,0.028,-1.5,0.0357,0.0036,1.23e-05,CSPII,Ia,0.985,1,0,-0.105,0.009,0.0,8.85,9.02,9.19,N/A,-1.0,-1.0,none
LSQ14ie,0.089538,0.0905466,1.155,0.01,19.514,0.05,-1.3,0.0717,0.0072,4.065e-05,CSPII,Ia,0.983,1,0,-0.023,0.011,0.0,7.95,8.08,8.21,N/A,-1.0,-1.0,none
LSQ14ip,0.0612967,0.0624196,0.522,0.009,18.989,0.079,-7.7,0.0373,0.0037,-2.856e-05,CSPII,Ia,0.987,1,0,0.345,0.021,0.0,10.01,10.18,10.31,N/A,-1.0,-1.0,none
LSQ14jp,0.04539,0.0464896,0.677,0.007,18.157,0.093,9.4,0.053,0.0053,-0.0001015,CSPII,Ia,0.986,1,0,0.123,0.009,0.0,10.48,10.54,10.81,N/A,-1.0,-1.0,none
LSQ14mc,0.05662,0.0575661,0.964,0.004,18.438,0.095,7.0,0.0207,0.0021,-1.833e-06,CSPII,Ia,0.986,1,0,-0.029,0.006,0.0,9.16,9.17,9.43,N/A,-1.0,-1.0,none
LSQ14q,0.0669503,0.067871,0.958,0.004,18.819,0.026,-2.1,0.0198,0.002,1.16e-06,CSPII,Ia,0.987,1,0,-0.047,0.008,0.0,8.92,9.32,9.42,N/A,-1.0,-1.0,none
LSQ14wp,0.0694519,0.0706148,1.138,0.011,18.799,0.035,-3.0,0.0207,0.0021,2.856e-05,CSPII,Ia-91T,0.984,1,0,-0.05,0.01,0.0,7.23,7.48,7.59,N/A,-1.0,-1.0,none
LSQ14xi,0.0507429,0.0519014,1.142,0.011,18.395,0.035,-3.9,0.0368,0.0037,9.875e-05,CSPII,Ia,0.986,1,0,0.212,0.011,0.0,10.77,10.9,11.07,N/A,-1.0,-1.0,none
LSQ15aae,0.0515643,0.0517701,1.226,0.008,18.363,0.02,0.4,0.0616,0.0062,-2.144e-07,CSPII,Ia-91T,0.982,1,0,0.079,0.008,0.0,10.1,10.27,10.46,N/A,-1.0,-1.0,none
LSQ15agh,0.0599585,0.0610193,1.14,0.008,18.614,0.02,2.1,0.0216,0.0022,1.271e-05,CSPII,Ia,0.987,1,0,-0.036,0.008,0.0,9.72,9.87,9.99,N/A,-1.0,-1.0,none
LSQ15aja,0.0699516,0.0699657,1.027,0.01,18.777,0.021,-4.4,0.0545,0.0054,1.961e-05,CSPII,Ia,0.984,1,0,-0.092,0.009,0.0,7.34,7.46,7.58,N/A,-1.0,-1.0,none
LSQ15alq,0.0470667,0.0480953,0.92,0.005,17.956,0.025,-7.4,0.0668,0.0067,7.055e-07,CSPII,Ia,0.97,1,0,-0.004,0.006,0.0,10.22,10.4,10.82,N/A,-1.0,-1.0,none
