,sn,res_u,eres_u,zcmb_u,st_u,B-V_u,m_u,ml_u,mu_u,sample_u,cal_u,res_B,eres_B,zcmb_B,st_B,B-V_B,m_B,ml_B,mu_B,sample_B,cal_B,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal,res_V,eres_V,zcmb_V,st_V,B-V_V,m_V,ml_V,mu_V,sample_V,cal_V,res_r,eres_r,zcmb_r,st_r,B-V_r,m_r,ml_r,mu_r,sample_r,cal_r,res_i,eres_i,zcmb_i,st_i,B-V_i,m_i,ml_i,mu_i,sample_i,cal_i,res_Y,eres_Y,zcmb_Y,st_Y,B-V_Y,m_Y,ml_Y,mu_Y,sample_Y,cal_Y,res_J,eres_J,zcmb_J,st_J,B-V_J,m_J,ml_J,mu_J,sample_J,cal_J,res_H,eres_H,zcmb_H,st_H,B-V_H,m_H,ml_H,mu_H,sample_H,cal_H
210,SN2013aj,-0.168266046375578,0.4153550328715183,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2639164946880328,0.362944472598496,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2390685773642147,0.3738022456054748,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2626388622353062,0.3794090363753311,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2387094396192424,0.3593222987976138,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2035984292390793,0.3524918612037381,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.1346219753446789,0.2839525710085168,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2541076035466858,0.3393816583195849,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none,-0.2228218745557484,0.2990297177717217,0.0100653,0.8,0.052,9.99,9.82,10.38,CSPII,none
211,SN2013ay,-0.6012202883799205,0.4819712112897009,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.5767209446923687,0.3416747004479318,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.586063235368556,0.3369348753321757,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.5610013642396581,0.3441940867577781,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.4238553216235772,0.2934461537016081,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.4367332592434181,0.2743688096409266,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.3089796093490093,0.2168465171085407,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.195584701551013,0.2738983369931211,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none,-0.3788397685600841,0.2269243157026162,0.0156526,0.494,0.531,10.72,10.64,10.82,CSPII,none
212,SN2013az,-0.036170567847158,0.3872252944588456,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.1444598881596093,0.2525577981099258,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.1155328428357975,0.238698826040078,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.140849223706887,0.2641534986933772,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.1633487210908129,0.2124806526715404,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.1854317427106551,0.1931672973399439,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.177176024816255,0.1614472170186462,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.222897829018251,0.212993840182659,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none,-0.2585387640273211,0.1732985747467407,0.037464,0.768,0.089,10.99,10.93,11.07,CSPII,none
213,SN2013bc,-0.3882045236328153,0.4082044802511476,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.1952625299452748,0.281752864642117,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.2199581706214601,0.268092963989901,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.1880572244925602,0.2823123573014934,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.1045350568764789,0.2377867500142026,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.0945257194963247,0.2212050292022026,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.0719844946019137,0.1874546468149777,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,0.0957158631960837,0.2373591105891699,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none,-0.278301028812983,0.1986142601802752,0.023528,0.481,0.735,10.47,10.28,10.55,CSPII,none
214,SN2013bz,-0.6458851859516272,0.2899393306949773,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.3666113462640794,0.2324251772671938,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.3689731409402625,0.2249217822537797,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.3687866418113472,0.2418969195788901,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.3329455391952862,0.223951116492124,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.4316316008151162,0.2128457327045383,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.284467802920723,0.1767499221158785,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.3812023271227218,0.2289452471899897,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none,-0.2580503421317957,0.1987472969217754,0.0201818,1.152,0.152,9.98,9.94,10.04,CSPII,none
215,SN2013cg,-0.2534434245650914,0.5636521176160623,0.009009,0.966,0.087,10.13,9.98,10.27,CSPII,none,-0.2275274408775445,0.4393645930771412,0.009009,0.966,0.087,10.13,9.98,10.27,CSPII,none,-0.1712150915537265,0.4558501061382611,0.009009,0.966,0.087,10.13,9.98,10.27,CSPII,none,-0.232927700424824,0.4676006993287908,0.009009,0.966,0.087,10.13,9.98,10.27,CSPII,none,-0.1889872578087406,0.4176986985519813,0.009009,0.966,0.087,10.13,9.98,10.27,CSPII,none,-0.140263355428587,0.405094889867667,0.009009,0.966,0.087,10.13,9.98,10.27,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,SN2013ct,0.5781121565536367,1.2712671412475098,0.0027369,1.002,0.064,8.72,8.57,8.89,CSPII,none,0.4523397962411835,1.2012090413084682,0.0027369,1.002,0.064,8.72,8.57,8.89,CSPII,none,0.4835558015650001,1.2797026062455072,0.0027369,1.002,0.064,8.72,8.57,8.89,CSPII,none,0.4455742006939118,1.262646179091365,0.0027369,1.002,0.064,8.72,8.57,8.89,CSPII,none,0.4348958033099883,1.2050441205831508,0.0027369,1.002,0.064,8.72,8.57,8.89,CSPII,none,0.4674140416901444,1.1987346922168438,0.0027369,1.002,0.064,8.72,8.57,8.89,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,SN2013fy,0.2607218286324269,0.2638409269706472,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0234734523199762,0.2004688705868986,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0073814416437798,0.1851727596486289,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0319923527726899,0.2079284381320609,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0059941953887658,0.1898331396000307,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0160499377689333,0.1768843137304633,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,-0.0558397723366752,0.1768505301408922,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0602553754613239,0.226265032823476,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none,0.0279206684522534,0.1825007266075069,0.0301903,1.174,0.01,10.86,10.77,10.96,CSPII,none
218,SN2013fz,-3.6158928949703295e-05,0.2833611794620835,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.147348157241403,0.227954097232421,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.1169997899175925,0.2207815164967205,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.1465830997886854,0.2360233418910076,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.1503110521726256,0.2199128572133996,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.0984904667924411,0.2093863044921999,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.0316245378980539,0.1829338766551413,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,-0.0300253161000441,0.2369008487640237,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none,0.0277336878908727,0.1986823565423886,0.0205517,1.015,-0.002,10.69,10.61,10.77,CSPII,none
219,SN2013gv,0.0539218036743989,0.2627692689696667,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.0279904053619404,0.1944020242118753,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.0672133726857495,0.1789724525898018,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.0333018628146604,0.2002422361015939,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.044639910430746,0.1832279789189224,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.0451630958108992,0.170540603113771,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.1026848247052996,0.1460234273440825,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.0999008465032957,0.2020084259443574,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none,0.218227050494228,0.1739656140917255,0.0334585,0.845,-0.025,11.27,11.16,11.56,CSPII,none
220,SN2013gy,0.009536922603857,0.3411348502215818,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.0572157637085837,0.2907878660325286,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.001502084384775,0.2933443932619687,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.0594953782558747,0.3028989152474216,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.0770230106397988,0.2850176614147469,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.1356697532596342,0.276544891243095,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.1069123683652364,0.2245961931550483,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.1100354505672243,0.2771251603060424,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none,-0.0672315025763055,0.2426201238484225,0.0135587,0.911,-0.008,9.0,8.98,9.16,CSPII,none
221,SN2013hh,0.8880404765182206,0.467965933133796,0.0141046,1.203,0.557,9.59,9.41,9.69,CSPII,none,1.0127491262057688,0.3360015730288141,0.0141046,1.203,0.557,9.59,9.41,9.69,CSPII,none,1.0437401415295824,0.3365035935473419,0.0141046,1.203,0.557,9.59,9.41,9.69,CSPII,none,0.9933470956584928,0.3660703583180822,0.0141046,1.203,0.557,9.59,9.41,9.69,CSPII,none,0.8807024232745704,0.3105133906230792,0.0141046,1.203,0.557,9.59,9.41,9.69,CSPII,none,0.5262830966547156,0.2943988306369519,0.0141046,1.203,0.557,9.59,9.41,9.69,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,SN2013hn,-0.0590019792570259,0.4439237955878856,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,-0.1022650255694657,0.316231239210314,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,-0.0600537062456609,0.3135190460689374,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,-0.0940584801167574,0.333036050301817,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,-0.101515712500678,0.2843869023305036,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,-0.050195615120522,0.2693432090289189,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,0.0554510897738822,0.2346610597485105,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,0.0224131275718804,0.2838362221897011,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none,-0.0500432444371909,0.2319999505366438,0.0160268,0.821,-0.069,10.99,10.84,11.07,CSPII,none
223,SN2014D,1.709556059492506,0.5412423775603623,0.0092489,0.958,0.566,8.26,8.15,8.38,CSPII,none,1.6455084191800609,0.4266179596808448,0.0092489,0.958,0.566,8.26,8.15,8.38,CSPII,none,1.7632011445038742,0.4408235692294263,0.0092489,0.958,0.566,8.26,8.15,8.38,CSPII,none,1.6119445036327846,0.4532597570530139,0.0092489,0.958,0.566,8.26,8.15,8.38,CSPII,none,1.477787306248857,0.405963039918652,0.0092489,0.958,0.566,8.26,8.15,8.38,CSPII,none,1.323057864629014,0.3944608984782136,0.0092489,0.958,0.566,8.26,8.15,8.38,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,SN2014I,-0.2026259565652495,0.2656322986782896,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.1592391728776974,0.1966569425597403,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.1253240235538797,0.182942633947425,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.1571017324249837,0.2026174934203792,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.1537607898089064,0.1877965582029146,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.1787975874287468,0.1765811627163379,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.0201247175343439,0.1504803656592084,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.0626852897363434,0.2082162045078612,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none,-0.1206875767454178,0.1777328498961394,0.0302041,0.916,-0.022,10.9,10.76,11.31,CSPII,none
225,SN2014Z,0.1024066680207838,0.4083100884579556,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,-0.0510459802916614,0.2819244804150855,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,-0.0254022629678587,0.2724048555604093,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,-0.0497501478389423,0.3025582773256062,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,-0.0421977252228771,0.2513266207818231,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,-0.0313819148427114,0.2334356299318202,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,-0.0176330609483059,0.1927179940909122,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,0.0388577108496903,0.2414224103012955,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none,0.1738220398406227,0.2005363364920203,0.0209246,0.98,-0.019,10.75,10.66,10.81,CSPII,none
226,SN2014ao,0.1875767132452566,0.3257452739769738,0.015028,0.881,0.598,10.57,10.47,10.74,CSPII,none,0.0982273069328059,0.2723478080735607,0.015028,0.881,0.598,10.57,10.47,10.74,CSPII,none,0.2235662662566184,0.2720842404495019,0.015028,0.881,0.598,10.57,10.47,10.74,CSPII,none,0.0689660123855304,0.2833616240962255,0.015028,0.881,0.598,10.57,10.47,10.74,CSPII,none,0.0192991800016031,0.2658306569648474,0.015028,0.881,0.598,10.57,10.47,10.74,CSPII,none,-0.0032838826182413,0.2568300971373404,0.015028,0.881,0.598,10.57,10.47,10.74,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,SN2014at,-0.0323723485572244,0.2584022915776526,0.031543,0.948,-0.042,11.25,11.08,11.4,CSPII,none,-0.0722173088696891,0.1946516963970455,0.031543,0.948,-0.042,11.25,11.08,11.4,CSPII,none,-0.0408679035458661,0.1805134293590973,0.031543,0.948,-0.042,11.25,11.08,11.4,CSPII,none,-0.0687518044169621,0.200340081192017,0.031543,0.948,-0.042,11.25,11.08,11.4,CSPII,none,-0.062286701800879,0.1845624042983344,0.031543,0.948,-0.042,11.25,11.08,11.4,CSPII,none,-0.0924215634207286,0.1723781435727149,0.031543,0.948,-0.042,11.25,11.08,11.4,CSPII,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,SN2014ba,0.3417199818059515,0.8267255683059479,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.5358129014935074,0.7169131038362667,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.5331421868173081,0.748019484591899,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.5632916259462242,0.7420199822356579,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.642046028562298,0.6907064509610554,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.324079946942458,0.6802923132034753,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.3425002848368592,0.5364266437728729,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.2802754006348706,0.6099789668363996,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none,0.097447845625787,0.5409576563601866,0.0049902,0.338,0.944,10.64,10.56,11.06,CSPII,none
229,SN2014dn,-0.3295514691477308,0.288757459589579,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.3451764674601847,0.2213921400123994,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.2976311001363712,0.2128740640749689,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.3303984100074473,0.2286150499021834,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.2892713623913749,0.2123042252637091,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.2049087770112194,0.2013062682084147,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.0570068481168277,0.1790443278297677,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,0.1585183736811757,0.2322544964824548,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none,-0.0251036223279044,0.1965203999242284,0.0221408,0.465,0.653,10.65,10.58,10.72,CSPII,none
230,SN2014eg,-0.394878101145629,0.3033484611872399,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.3182492914580876,0.2448143639635853,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.3270681161342708,0.238906299932718,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.3195512820053565,0.2549022315325442,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.2959933543892887,0.236942902835885,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.411172721009116,0.2264169611149201,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.1552876881147256,0.1891200624527335,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,-0.7548672023167242,0.2466759616322496,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none,0.119289297674193,0.2107433285014421,0.018331,1.183,0.247,11.62,11.47,11.73,CSPII,none
231,SN2015F,0.0030282499999962,0.062011418712121,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,0.0459666999999974,0.0570926985838854,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,-0.0447398499999955,0.0542212676863571,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,0.0447091250000006,0.0531980848567173,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,0.0426267499999966,0.0522809654070197,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,0.0270943249999966,0.0516919776739186,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,-0.1538801999999997,0.0563069485741715,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,-0.0900013500000014,0.0542038620233245,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c,-0.0725080750000017,0.0527087343758214,0.0052804,0.885,0.05,10.97,10.97,10.97,CSPII,c
232,SNhunt281,0.9577555474384916,0.7620713135724503,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.9703161071260276,0.7111151928504881,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,1.0016870324498512,0.7530380919352467,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.980802491578764,0.7466385114626989,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.9257127941948404,0.7115081644078848,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.9180710525749908,0.705869522179858,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.8702182104693854,0.560309890972057,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.7740774462673983,0.6350660838515164,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none,0.7777820712583186,0.5672546155313808,0.004706,0.692,0.04,9.75,9.66,9.85,CSPII,none
