      name       zhel        zcmb      st     est     Mmax   eMmax     t0    EBVmw   eEBVmw       covMs       Ho     eHo   method      BV     eBV    covBV_M  
  SN2008hs   0.017349   0.0166411   0.625   0.006   16.276   0.026   -7.4   0.0497    0.005   1.698e-05   34.216    0.13       Ho   0.086   0.024   0.000000  
  SN2008hs   0.017349   0.0166411   0.625   0.006   16.276   0.026   -7.4   0.0497    0.005   1.698e-05   34.216    0.13       Ho   0.086   0.024   0.000000  
  SN2008hs   0.017349   0.0166411   0.625   0.006   16.276   0.026   -7.4   0.0497    0.005   1.698e-05   34.216    0.13       Ho   0.086   0.024   0.000000  
  SN2008hs   0.017349   0.0166411   0.625   0.006   16.276   0.026   -7.4   0.0497    0.005   1.698e-05   34.216    0.13       Ho   0.086   0.024   0.000000  
   SN2010Y     0.0109   0.0112644    0.66   0.006   15.287   0.023   -5.4   0.0117   0.0012   5.197e-06   33.369   0.193       Ho   0.020   0.016   0.000000  
