name,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,dist,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M
SN2011iv,0.00649,0.0061827,0.701,0.007,12.463,0.009,-4.8,0.0098,0.001,1.39e-05,Ho,CSPII,Ia,0.93,0,1,0.030,0.011,0.000000
SN2011iy,0.0042633,0.0053357,1.033,0.005,11.933,0.006,13.8,0.0529,0.0053,4.362e-06,Ho,CSPII,Ia,0.9,0,1,0.244,0.012,0.000000
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.566,0.006,-9.7,0.0322,0.0032,7.882e-06,Ho,CSPII,Ia,0.966,0,1,0.367,0.008,0.000000
SN2011jn,0.0474433,0.0485384,0.644,0.02,17.965,0.036,3.5,0.0593,0.0059,-5.141e-05,Ho,CSPII,Ia,0.982,1,0,0.137,0.083,0.000000
SN2011jt,0.02778,0.0284695,0.955,0.027,16.54,0.025,9.2,0.0386,0.0039,-0.0001845,Ho,CSPII,Ia,0.985,0,1,0.149,0.084,0.000000
SN2012E,0.0202367,0.019439,0.846,0.008,15.692,0.007,-2.7,0.0649,0.0065,-6.31e-06,Ho,CSPII,Ia,0.982,0,1,0.011,0.009,0.000000
SN2012G,0.0258,0.0268487,1.158,0.006,16.153,0.005,-2.6,0.0205,0.0021,1.475e-05,Ho,CSPII,Ia,0.973,0,1,-0.043,0.006,0.000000
SN2012U,0.0197233,0.0193386,0.905,0.023,15.528,0.036,8.1,0.0227,0.0023,-3.242e-05,Ho,CSPII,Ia,0.975,0,1,-0.018,0.080,0.000000
SN2012ah,0.0123933,0.0123697,0.905,0.022,14.619,0.033,3.3,0.1545,0.0155,-4.436e-05,Ho,CSPII,Ia,0.974,0,1,-0.075,0.072,0.000000
SN2012aq,0.0519633,0.0525508,0.996,0.018,17.695,0.028,5.2,0.0338,0.0034,-1.459e-05,Ho,CSPII,Ia,0.972,1,0,0.004,0.063,0.000000
SN2012ar,0.02824,0.028536,0.809,0.006,16.534,0.004,-2.8,0.2024,0.0202,-1.774e-06,Ho,CSPII,Ia,0.982,1,1,0.032,0.006,0.000000
SN2012bl,0.0186933,0.0181998,1.081,0.016,15.281,0.008,-6.0,0.0297,0.003,4.389e-05,Ho,CSPII,Ia,0.977,0,1,0.044,0.008,0.000000
SN2012bo,0.0254133,0.0265314,1.16,0.007,16.241,0.005,-6.9,0.0447,0.0045,1.057e-05,Ho,CSPII,Ia,0.983,0,1,0.009,0.006,0.000000
SN2012cg,0.001458,0.0025798,1.024,0.008,11.99,0.007,-18.0,0.0179,0.0018,1.38e-05,"Ceph,TRGB",,,,,,0.075,0.009,0.000000
SN2012fr,0.0054533,0.0051291,1.108,0.004,12.061,0.004,-14.7,0.0177,0.0018,3.412e-06,"Ceph,TRGB",CSPII,Ia,0.981,0,1,0.013,0.006,0.000000
SN2012gm,0.01478,0.013553,0.987,0.004,15.155,0.004,-8.9,0.0393,0.0039,2.245e-06,Ho,CSPII,Ia,0.977,0,1,0.172,0.004,0.000000
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.76,0.006,-13.5,0.0228,0.0023,5.188e-06,Ho,CSPII,Ia,0.973,0,1,0.122,0.008,0.000000
SN2012hl,0.0329772,0.0318991,0.927,0.022,17.281,0.008,-2.9,0.053,0.0053,1.721e-05,Ho,CSPII,Ia,0.939,0,0,0.343,0.011,0.000000
SN2012hr,0.0075567,0.0078716,0.973,0.001,13.722,0.003,-10.8,0.0389,0.0039,8.216e-07,Ho,CSPII,Ia,0.966,0,1,0.009,0.004,0.000000
SN2012ht,0.0035567,0.0046846,0.868,0.003,13.132,0.007,-14.5,0.0252,0.0025,6.208e-06,Ceph,CSPII,Ia,,0,1,-0.016,0.010,0.000000
SN2012id,0.0157367,0.0155401,0.824,0.033,15.247,0.038,1.7,0.4255,0.0426,-0.0001734,Ho,CSPII,Ia,0.977,0,1,0.055,0.078,0.000000
SN2012ij,0.01099,0.012107,0.536,0.008,15.322,0.011,-6.6,0.0235,0.0024,2.493e-05,Ho,CSPII,Ia,0.969,0,1,0.257,0.017,0.000000
SN2013E,0.0094067,0.0104565,1.131,0.004,13.774,0.004,-11.8,0.0843,0.0084,4.716e-06,Ho,CSPII,Ia,0.951,0,1,0.075,0.004,0.000000
SN2013H,0.0154767,0.0158792,1.048,0.005,15.441,0.004,-12.2,0.1134,0.0113,4.547e-06,Ho,CSPII,Ia,0.98,0,1,0.186,0.005,0.000000
SN2013M,0.03493,0.0357427,0.943,0.004,16.663,0.007,-8.5,0.0719,0.0072,4.048e-06,Ho,CSPII,Ia,0.934,1,1,0.023,0.010,0.000000
SN2013U,0.0344833,0.0356518,1.239,0.011,16.878,0.008,-6.9,0.0245,0.0025,2.549e-05,Ho,CSPII,Ia-91T,0.842,1,1,0.172,0.010,0.000000
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.307,0.004,-6.3,0.1458,0.0146,1.238e-06,TRGB,CSPII,Ia,0.888,0,1,-0.068,0.004,0.000000
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.293,0.008,-4.1,0.3692,0.0369,1.364e-06,Ho,CSPII,Ia,0.639,1,0,-0.090,0.011,0.000000
SN2013aj,0.00912,0.0100653,0.8,0.004,14.113,0.004,-6.0,0.0316,0.0032,2.58e-06,Ho,CSPII,Ia,0.969,0,1,0.052,0.006,0.000000
SN2013as,0.0684526,0.0696439,1.01,0.022,18.413,0.031,2.1,0.0336,0.0034,-4.061e-05,Ho,CSPII,Ia,0.984,1,0,0.000,0.067,0.000000
SN2013ay,0.0157167,0.0156526,0.494,0.019,15.797,0.033,4.7,0.0622,0.0062,-3.516e-05,Ho,CSPII,Ia,0.953,0,1,0.531,0.082,0.000000
SN2013az,0.0372533,0.037464,0.768,0.025,17.155,0.03,1.0,0.0271,0.0027,-4.498e-05,Ho,CSPII,Ia,0.972,1,0,0.089,0.064,0.000000
SN2013bc,0.02245,0.023528,0.481,0.023,17.345,0.03,-2.0,0.0407,0.0041,3.293e-06,Ho,CSPII,Ia,0.98,0,1,0.735,0.067,0.000000
SN2013bz,0.01915,0.0201818,1.152,0.009,15.353,0.008,-7.3,0.0377,0.0038,2.596e-05,Ho,CSPII,Ia-91T,0.855,0,1,0.152,0.009,0.000000
SN2013cg,0.0079467,0.009009,0.966,0.024,13.832,0.038,3.4,0.0749,0.0075,-9.458e-05,Ho,CSPII,Ia,0.97,0,1,0.087,0.075,0.000000
SN2013ct,0.0038,0.0027369,1.002,0.006,11.818,0.005,21.2,0.0244,0.0024,-1.125e-05,Ho,CSPII,Ia,0.944,0,1,0.064,0.012,0.000000
SN2013dy,0.003889,0.0028843,1.112,0.006,12.581,0.004,-18.3,0.132,0.0132,9.553e-06,Ceph,,,,,,0.205,0.006,0.000000
SN2013fy,0.0308467,0.0301903,1.174,0.011,16.317,0.008,-8.1,0.023,0.0023,3.601e-05,Ho,CSPII,Ia,0.985,1,1,0.010,0.008,0.000000
SN2013fz,0.0205933,0.0205517,1.015,0.004,15.482,0.004,-4.2,0.0119,0.0012,1.216e-06,Ho,CSPII,Ia,0.98,0,1,-0.002,0.004,0.000000
SN2013gv,0.0340967,0.0334585,0.845,0.008,16.87,0.009,-7.5,0.1434,0.0143,2.051e-05,Ho,CSPII,Ia,0.973,1,1,-0.025,0.012,0.000000
SN2013gy,0.0140133,0.0135587,0.911,0.003,14.765,0.005,-16.7,0.0485,0.0049,2.631e-06,Ho,CSPII,Ia,0.976,0,1,-0.008,0.006,0.000000
SN2013hh,0.01298,0.0141046,1.203,0.028,16.367,0.031,-1.7,0.0247,0.0025,8.14e-05,Ho,CSPII,Ia-91T,0.928,0,1,0.557,0.066,0.000000
SN2013hn,0.01513,0.0160268,0.821,0.026,15.043,0.031,0.2,0.0529,0.0053,-4.532e-05,Ho,CSPII,Ia,0.98,0,1,-0.069,0.067,0.000000
SN2014D,0.0081733,0.0092489,0.958,0.023,16.367,0.033,1.3,0.0257,0.0026,-5.968e-05,Ho,CSPII,Ia,0.039,0,1,0.566,0.069,0.000000
SN2014I,0.0299933,0.0302041,0.916,0.003,16.392,0.005,-8.5,0.0207,0.0021,3.262e-06,Ho,CSPII,Ia,0.98,1,1,-0.022,0.006,0.000000
SN2014Z,0.02126,0.0209246,0.98,0.029,15.639,0.028,0.5,0.0246,0.0025,-6.021e-05,Ho,CSPII,Ia,0.983,0,1,-0.019,0.060,0.000000
SN2014ao,0.0140733,0.015028,0.881,0.005,16.053,0.006,-1.9,0.0282,0.0028,-2.578e-07,Ho,CSPII,Ia,0.979,0,1,0.598,0.008,0.000000
SN2014at,0.03222,0.031543,0.948,0.004,16.515,0.005,-6.9,0.0164,0.0016,2.867e-06,Ho,CSPII,Ia,0.984,1,1,-0.042,0.008,0.000000
SN2014ba,0.0058367,0.0049902,0.338,0.021,15.042,0.05,2.0,0.0102,0.001,-0.0001282,Ho,CSPII,Ia-91bg,0.954,0,1,0.944,0.090,0.000000
SN2014dl,0.0329433,0.0331433,1.227,0.013,16.131,0.006,-10.6,0.0547,0.0055,1.209e-05,Ho,CSPII,Ia-91T,0.694,1,0,0.019,0.007,0.000000
SN2014dn,0.0221733,0.0221408,0.465,0.005,16.898,0.007,-3.2,0.0161,0.0016,6.032e-06,Ho,CSPII,Ia,0.982,0,0,0.653,0.010,0.000000
SN2014eg,0.01862,0.018331,1.183,0.01,15.265,0.009,-8.4,0.0257,0.0026,4.978e-05,Ho,CSPII,Ia-91T,0.947,0,1,0.247,0.009,0.000000
SN2015F,0.0048867,0.0052804,0.885,0.003,12.71,0.006,-15.8,0.1749,0.0175,4.911e-06,Ceph,CSPII,Ia,0.987,0,1,0.050,0.008,0.000000
SN2017cbv,0.003999,0.0046684,1.124,0.005,11.231,0.005,-19.8,0.1452,0.0145,1.135e-05,TRGB,,,,,,0.013,0.008,0.000000
SNhunt281,0.0040667,0.004706,0.692,0.003,13.671,0.005,-13.5,0.0454,0.0045,8.331e-07,Ho,CSPII,Ia,0.947,0,1,0.040,0.007,0.000000
