name,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,dist,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M
PTF11pra,0.0175433,0.0167242,0.442,0.017,16.961,0.025,-2.2,0.0243,0.0024,2.495e-07,Ho,CSPII,Ia,0.981,0,0,0.935,0.061,0.000000
PTF11qnr,0.0162167,0.0149985,0.807,0.008,15.478,0.008,-10.5,0.0556,0.0056,1.454e-05,Ho,CSPII,Ia,0.979,0,1,0.255,0.009,0.000000
PTF13anh,0.0614575,0.0624543,0.944,0.007,18.2,0.007,-12.1,0.0224,0.0022,1.373e-05,Ho,CSPII,Ia,0.979,1,0,-0.172,0.018,0.000000
PTF13duj,0.01694,0.015867,1.158,0.013,15.087,0.011,-9.3,0.0665,0.0067,3.445e-05,Ho,CSPII,Ia,0.965,0,1,0.052,0.011,0.000000
PTF13dwl,0.0874395,0.0863561,1.114,0.023,18.704,0.009,-6.9,0.0613,0.0061,8.76e-06,Ho,CSPII,Ia,0.987,1,0,0.017,0.011,0.000000
PTF13dym,0.04213,0.0409061,0.517,0.024,17.477,0.033,-8.3,0.0379,0.0038,0.0002377,Ho,CSPII,Ia-91bg,0.0,1,0,0.097,0.049,0.000000
PTF13dyt,0.1099239,0.109862,0.942,0.065,20.003,0.066,-8.5,0.0458,0.0046,0.0007965,Ho,CSPII,Ia-pec,,0,0,-0.253,0.090,0.000000
PTF13ebh,0.01326,0.012484,0.632,0.004,14.915,0.008,-14.8,0.0668,0.0067,5.134e-06,Ho,CSPII,Ia,0.975,0,1,0.117,0.009,0.000000
PTF13efe,0.0749481,0.0758465,1.159,0.011,18.308,0.009,-11.4,0.0213,0.0021,2.127e-05,Ho,CSPII,Ia,0.987,1,0,-0.022,0.012,0.000000
PTF13ez,0.0434699,0.0445375,0.896,0.012,17.469,0.017,-3.3,0.0429,0.0043,-1.79e-05,Ho,CSPII,Ia,0.982,1,0,0.165,0.031,0.000000
PTF14aaf,0.0588167,0.0595653,1.169,0.01,17.994,0.008,-14.2,0.0288,0.0029,3.735e-05,Ho,CSPII,Ia,0.986,0,0,0.044,0.011,0.000000
PTF14aje,0.0276708,0.0282271,0.685,0.006,17.682,0.006,-6.7,0.1524,0.0152,-1.33e-06,Ho,CSPII,Ia,0.978,1,0,0.582,0.014,0.000000
PTF14fpg,0.034,0.03283,1.079,0.012,16.865,0.007,-10.7,0.0258,0.0026,2.487e-05,Ho,CSPII,Ia,0.784,1,1,0.003,0.008,0.000000
PTF14gnl,0.05369,0.0525349,1.02,0.006,17.598,0.007,-14.9,0.0268,0.0027,8.016e-06,Ho,CSPII,Ia,0.984,1,0,-0.060,0.009,0.000000
PTF14uo,0.0912368,0.0922406,1.123,0.016,18.865,0.007,-7.9,0.0161,0.0016,1.524e-05,Ho,CSPII,Ia,0.987,1,0,-0.060,0.009,0.000000
PTF14w,0.0188933,0.0200839,0.743,0.004,16.073,0.004,-7.6,0.0205,0.0021,2.336e-06,Ho,CSPII,Ia,0.975,0,1,0.050,0.005,0.000000
PTF14yw,0.01697,0.0180604,0.854,0.008,15.864,0.009,-5.4,0.0255,0.0026,1.495e-05,Ho,CSPII,Ia,0.411,0,1,-0.043,0.011,0.000000
PTF14yy,0.0429703,0.0440905,0.837,0.01,18.11,0.009,-8.1,0.0198,0.002,4.013e-05,Ho,CSPII,Ia,0.986,1,0,0.252,0.015,0.000000
SN1980N,0.005871,0.0055142,0.903,0.006,12.423,0.017,-2.8,0.018,0.0018,1.097e-05,TRGB,,,,,,0.070,0.012,0.000000
SN1989B,0.002425,0.0035864,0.888,0.024,11.726,0.034,-0.3,0.0284,0.0028,-1.766e-07,TRGB,,,,,,0.366,0.012,0.000000
SN1990N,0.003,0.0040676,1.113,0.006,12.693,0.007,-12.9,0.0223,0.0022,1.166e-05,Ceph,,,,,,0.062,0.009,0.000000
SN1994D,0.00149,0.0026093,0.824,0.005,11.943,0.006,-14.8,0.0191,0.0019,9.897e-06,TRGB,,,,,,-0.047,0.009,0.000000
SN1994ae,0.004,0.0051205,1.05,0.007,12.997,0.005,-13.7,0.0262,0.0026,1.301e-05,"Ceph,TRGB",,,,,,0.063,0.007,0.000000
SN1995al,0.005,0.0058765,1.165,0.012,13.271,0.009,-6.1,0.0117,0.0012,5.272e-05,"Ceph,TRGB",,,,,,0.108,0.012,0.000000
SN1998aq,0.003697,0.0042623,0.969,0.004,12.47,0.005,-11.7,0.0122,0.0012,3.09e-06,Ceph,,,,,,-0.105,0.008,0.000000
SN1998bu,0.0024827,0.0036812,0.968,0.004,11.656,0.008,-4.6,0.0382,0.0038,4.5e-06,"Ceph,TRGB",,,,,,0.345,0.007,0.000000
SN2001el,0.003896,0.0036761,0.959,0.005,12.553,0.009,-12.3,0.0121,0.0012,7.923e-06,"Ceph,TRGB",,,,,,0.145,0.010,0.000000
SN2002fk,0.00712,0.0066137,0.979,0.004,13.366,0.007,-13.7,0.0344,0.0034,4.068e-06,"Ceph,TRGB",,,,,,-0.091,0.008,0.000000
SN2003du,0.0063844,0.0066521,1.004,0.004,13.607,0.006,-12.1,0.0081,0.0008,3.976e-06,Ceph,,,,,,-0.074,0.006,0.000000
SN2004ef,0.0309667,0.02977,0.84,0.003,16.771,0.005,-10.2,0.0458,0.0046,4.172e-06,Ho,CSPI,Ia,0.981,0,0,0.119,0.006,0.000000
SN2004eo,0.01569,0.0147367,0.867,0.005,15.064,0.009,-13.6,0.093,0.0093,1.005e-05,Ho,CSPI,Ia,0.979,0,0,0.023,0.009,0.000000
SN2004ey,0.0157767,0.0146267,1.008,0.003,14.921,0.004,-10.5,0.1197,0.012,1.885e-06,Ho,CSPI,Ia,0.973,0,0,-0.054,0.004,0.000000
SN2004gc,0.0320777,0.0307133,0.91,0.022,16.674,0.032,1.4,0.1781,0.0178,-3.75e-05,Ho,CSPI,Ia,0.98,0,0,0.159,0.069,0.000000
SN2004gs,0.0266267,0.0282767,0.707,0.003,16.958,0.005,-5.3,0.0257,0.0026,4.903e-07,Ho,CSPI,Ia,0.982,0,0,0.205,0.006,0.000000
SN2004gu,0.0458267,0.0468967,1.153,0.011,17.356,0.009,-7.1,0.0223,0.0022,3.398e-05,Ho,CSPI,Ia-06gz,0.986,0,0,0.149,0.014,0.000000
SN2005A,0.0191267,0.01834,0.963,0.007,16.761,0.011,-4.9,0.0259,0.0026,8.137e-06,Ho,CSPI,Ia,0.976,0,0,0.978,0.016,0.000000
SN2005M,0.0219967,0.02558,1.205,0.004,15.984,0.004,-10.9,0.0273,0.0027,3.812e-06,Ho,CSPI,Ia-91T,0.984,0,0,0.018,0.004,0.000000
SN2005W,0.0088833,0.00795,0.938,0.006,14.041,0.006,-9.2,0.0615,0.0062,5.03e-06,Ho,CSPI,Ia,0.967,0,0,0.165,0.008,0.000000
SN2005ag,0.07937,0.08008,1.145,0.009,18.55,0.006,-3.1,0.0331,0.0033,1.653e-05,Ho,CSPI,Ia,0.982,0,0,-0.036,0.008,0.000000
SN2005al,0.0123933,0.0132867,0.868,0.004,15.04,0.006,-2.2,0.0483,0.0048,2.372e-06,Ho,CSPI,Ia,0.909,0,0,-0.058,0.008,0.000000
SN2005am,0.0078933,0.0089667,0.765,0.004,13.646,0.007,-1.7,0.0433,0.0043,2.408e-06,Ho,CSPI,Ia,0.934,0,0,0.065,0.008,0.000000
SN2005be,0.035,0.0355767,0.768,0.022,17.03,0.031,5.1,0.0294,0.0029,-5.459e-05,Ho,CSPI,Ia,0.985,0,0,0.055,0.071,0.000000
SN2005bg,0.02307,0.0241567,1.064,0.039,15.922,0.03,2.0,0.0264,0.0026,-2.148e-05,Ho,CSPI,Ia,0.983,0,0,0.036,0.066,0.000000
SN2005bl,0.0240433,0.0251133,0.429,0.011,17.572,0.031,-9.9,0.025,0.0025,0.0001758,Ho,CSPI,Ia-91bg,0.98,0,0,0.676,0.034,0.000000
SN2005bo,0.0138867,0.0150133,0.883,0.009,15.335,0.006,-1.5,0.0396,0.004,-4.625e-06,Ho,CSPI,Ia,0.962,0,0,0.237,0.006,0.000000
SN2005cf,0.0064611,0.007045,0.973,0.005,13.337,0.008,-13.9,0.0968,0.0097,3.035e-06,Ceph,,,,,,0.005,0.010,0.000000
SN2005el,0.0149,0.0148833,0.864,0.003,15.092,0.01,-6.4,0.0976,0.0098,4.793e-06,Ho,CSPI,Ia,0.973,0,0,-0.080,0.012,0.000000
SN2005eq,0.0289567,0.02835,1.136,0.009,16.334,0.008,-6.0,0.0629,0.0063,2.647e-05,Ho,CSPI,Ia-91T,0.984,0,0,0.055,0.010,0.000000
SN2005hc,0.0459067,0.0444967,1.141,0.007,17.402,0.005,-6.9,0.028,0.0028,7.519e-06,Ho,CSPI,Ia,0.98,0,0,0.013,0.007,0.000000
SN2005hj,0.0579667,0.05695,1.151,0.019,17.773,0.013,-5.2,0.0329,0.0033,6.191e-05,Ho,CSPI,Ia,0.984,0,0,0.080,0.016,0.000000
SN2005iq,0.03402,0.03293,0.882,0.006,16.942,0.009,-6.7,0.0185,0.0019,1.064e-05,Ho,CSPI,Ia,0.965,0,0,-0.031,0.011,0.000000
SN2005ir,0.0763067,0.0752333,1.003,0.014,18.517,0.011,-4.3,0.0265,0.0027,2.354e-06,Ho,CSPI,Ia,0.984,0,0,0.053,0.016,0.000000
SN2005kc,0.01511,0.01389,0.933,0.005,15.313,0.009,-11.9,0.1137,0.0114,5.083e-06,Ho,CSPI,Ia,0.978,0,0,0.234,0.011,0.000000
SN2005ke,0.0048767,0.0044833,0.436,0.003,13.961,0.012,-13.1,0.02,0.002,7.995e-06,Ho,CSPI,Ia-91bg,0.953,0,0,0.662,0.012,0.000000
SN2005ki,0.0191933,0.02037,0.836,0.004,15.696,0.006,-11.2,0.0267,0.0027,2.884e-06,Ho,CSPI,Ia,0.982,0,0,-0.019,0.007,0.000000
SN2005ku,0.0454067,0.0441833,0.973,0.035,17.495,0.041,-1.0,0.0461,0.0046,-8.724e-05,Ho,CSPI,Ia,0.986,0,0,0.100,0.078,0.000000
SN2005lu,0.0319867,0.0312933,1.063,0.03,16.968,0.033,7.6,0.0218,0.0022,1.95e-05,Ho,CSPI,Ia,0.975,0,0,0.250,0.072,0.000000
SN2005mc,0.0252033,0.0260067,0.666,0.02,16.837,0.03,0.8,0.0379,0.0038,-3.705e-05,Ho,CSPI,Ia,0.982,0,0,0.311,0.066,0.000000
SN2005na,0.0263033,0.0268133,0.97,0.005,16.112,0.007,-3.3,0.0681,0.0068,1.843e-07,Ho,CSPI,Ia,0.976,0,0,-0.015,0.009,0.000000
SN2006D,0.00852,0.00964,0.839,0.003,14.138,0.006,-6.2,0.0394,0.0039,2.673e-06,Ho,CSPI,Ia,0.972,0,0,0.099,0.006,0.000000
SN2006X,0.0052367,0.00632,0.97,0.004,13.568,0.01,-12.3,0.0228,0.0023,4.512e-06,Ho,CSPI,Ia,0.557,0,0,1.213,0.012,0.000000
SN2006ax,0.0167267,0.0179567,1.003,0.004,15.207,0.008,-13.3,0.041,0.0041,4.539e-06,Ho,CSPI,Ia,0.981,0,0,-0.073,0.008,0.000000
SN2006bd,0.0257067,0.0267967,0.395,0.01,17.833,0.026,-5.2,0.0231,0.0023,7.455e-05,Ho,CSPI,Ia-91bg,0.981,0,0,0.733,0.044,0.000000
SN2006bh,0.01084,0.0104933,0.827,0.003,14.431,0.005,-6.1,0.0228,0.0023,2.58e-06,Ho,CSPI,Ia,0.969,0,0,-0.010,0.006,0.000000
SN2006br,0.0245733,0.0255233,0.954,0.032,17.748,0.045,5.9,0.0197,0.002,-0.0001849,Ho,CSPI,Ia,0.982,0,0,0.837,0.097,0.000000
SN2006dd,0.005867,0.0055089,0.951,0.003,12.312,0.006,-12.0,0.0179,0.0018,3.345e-06,TRGB,,,,,,-0.065,0.007,0.000000
SN2006ef,0.01787,0.0170267,0.858,0.02,15.557,0.034,8.8,0.0201,0.002,-1.348e-05,Ho,CSPI,Ia,0.943,0,0,-0.024,0.081,0.000000
SN2006ej,0.0204367,0.0193367,0.845,0.018,15.785,0.011,9.0,0.0296,0.003,3.287e-07,Ho,CSPI,Ia,0.971,0,0,0.028,0.060,0.000000
SN2006eq,0.0494667,0.0483667,0.656,0.022,18.241,0.034,0.7,0.0416,0.0042,-5.361e-05,Ho,CSPI,Ia,0.973,0,0,0.302,0.075,0.000000
SN2006et,0.0221567,0.0216467,1.181,0.006,15.833,0.006,-13.0,0.0165,0.0017,8.78e-06,Ho,CSPI,Ia,0.983,0,0,0.142,0.007,0.000000
SN2006ev,0.0287133,0.0276,0.84,0.021,16.99,0.033,2.5,0.0759,0.0076,-1.045e-05,Ho,CSPI,Ia,0.924,0,0,0.179,0.069,0.000000
SN2006fw,0.0829433,0.0819867,0.901,0.051,18.789,0.048,-3.6,0.028,0.0028,0.0003058,Ho,CSPI,Ia,0.001,0,0,0.109,0.065,0.000000
SN2006gj,0.0283333,0.0269667,0.709,0.007,17.272,0.009,-3.2,0.0705,0.007,-5.503e-06,Ho,CSPI,Ia,0.983,0,0,0.297,0.012,0.000000
SN2006gt,0.04474,0.0436433,0.565,0.009,18.057,0.012,-4.6,0.0323,0.0032,2.517e-05,Ho,CSPI,Ia-91bg,0.982,0,0,0.257,0.016,0.000000
SN2006hb,0.0153333,0.0153367,0.682,0.018,15.474,0.029,2.8,0.0236,0.0024,-1.663e-05,Ho,CSPI,Ia-86G,0.98,0,0,0.186,0.064,0.000000
SN2006hx,0.0454633,0.0444033,0.98,0.012,17.499,0.033,-9.6,0.0256,0.0026,7.063e-05,Ho,CSPI,Ia,0.981,0,0,0.113,0.035,0.000000
SN2006is,0.0313333,0.03142,1.093,0.036,16.269,0.036,3.5,0.029,0.0029,0.0001162,Ho,CSPI,Ia,0.983,0,0,0.038,0.066,0.000000
SN2006kf,0.0212867,0.0208,0.771,0.005,15.998,0.007,-6.0,0.2097,0.021,5.418e-06,Ho,CSPI,Ia,0.981,0,0,0.024,0.009,0.000000
SN2006lu,0.0533667,0.0543967,1.003,0.019,17.708,0.03,3.5,0.0986,0.0099,-1.593e-05,Ho,CSPI,Ia,0.984,0,0,-0.019,0.066,0.000000
SN2006mr,0.0058667,0.00551,0.333,0.004,14.273,0.029,-9.2,0.0179,0.0018,3.827e-05,Ho,CSPI,Ia-91bg,0.947,0,0,0.728,0.028,0.000000
SN2006ob,0.0591967,0.0582567,0.739,0.009,18.292,0.011,-4.3,0.0285,0.0029,4.077e-06,Ho,CSPI,Ia,0.986,0,0,0.124,0.016,0.000000
SN2006os,0.0327867,0.03208,0.941,0.02,17.166,0.03,-0.4,0.1254,0.0125,-9.705e-06,Ho,CSPI,Ia,0.982,0,0,0.318,0.065,0.000000
SN2006py,0.05786,0.0566433,0.966,0.018,17.923,0.013,-3.0,0.0518,0.0052,-2.919e-05,Ho,CSPI,Ia,0.968,0,0,0.086,0.021,0.000000
SN2007A,0.0176333,0.0164633,1.05,0.02,15.533,0.009,-6.3,0.0631,0.0063,5.858e-05,Ho,CSPI,Ia,0.98,0,0,0.202,0.010,0.000000
SN2007N,0.01287,0.014,0.376,0.006,16.786,0.017,-4.8,0.0343,0.0034,3.295e-05,Ho,CSPI,Ia-91bg,0.976,0,0,0.953,0.024,0.000000
SN2007S,0.01387,0.0150233,1.186,0.007,15.3,0.009,-13.3,0.0224,0.0022,1.924e-05,Ho,CSPI,Ia-91T,0.973,0,0,0.366,0.011,0.000000
SN2007af,0.00546,0.00629,0.949,0.002,13.122,0.005,-9.3,0.0338,0.0034,1.695e-06,Ho,CSPI,Ia,0.927,0,0,0.065,0.007,0.000000
SN2007ai,0.03164,0.0319867,1.223,0.013,16.866,0.01,-3.4,0.286,0.0286,5.05e-05,Ho,CSPI,Ia-91T,0.985,0,0,0.183,0.013,0.000000
SN2007al,0.0121133,0.0132629,0.383,0.006,16.464,0.02,-4.3,0.036,0.0036,3.679e-05,Ho,CSPI,Ia-91bg,0.971,0,0,0.693,0.026,0.000000
SN2007as,0.01756,0.0178967,0.889,0.004,15.445,0.007,-1.8,0.1229,0.0123,1.746e-06,Ho,CSPI,Ia,0.98,0,0,0.080,0.009,0.000000
SN2007ax,0.0068567,0.0076367,0.353,0.01,15.384,0.021,-7.0,0.0446,0.0045,5.89e-05,Ho,CSPI,Ia-91bg,0.924,0,0,0.682,0.030,0.000000
SN2007ba,0.0384867,0.0390533,0.568,0.008,17.353,0.015,-9.3,0.0315,0.0032,2.059e-05,Ho,CSPI,Ia-91bg,0.796,0,0,0.327,0.019,0.000000
SN2007bc,0.0207567,0.02185,0.907,0.005,15.867,0.007,-4.2,0.0186,0.0019,4.098e-06,Ho,CSPI,Ia,0.983,0,0,0.033,0.009,0.000000
SN2007bd,0.0309967,0.0318267,0.917,0.006,16.624,0.013,-10.9,0.0289,0.0029,1.285e-05,Ho,CSPI,Ia,0.984,0,0,-0.001,0.016,0.000000
SN2007bm,0.0062067,0.00744,0.906,0.005,13.848,0.031,2.9,0.0354,0.0035,-9.034e-07,Ho,CSPI,Ia,0.958,0,0,0.421,0.009,0.000000
SN2007ca,0.0140567,0.01507,1.078,0.012,15.588,0.009,-10.7,0.057,0.0057,2.604e-05,Ho,CSPI,Ia,0.979,0,0,0.260,0.009,0.000000
SN2007cg,0.0331733,0.0341676,1.07,0.049,17.31,0.041,6.3,0.0686,0.0069,4.47e-06,Ho,CSPI,Ia,0.39,0,0,0.684,0.093,0.000000
SN2007hj,0.0141033,0.0128818,0.633,0.005,15.409,0.008,-3.4,0.0747,0.0075,-3.115e-06,Ho,CSPI,Ia,0.961,0,0,0.215,0.010,0.000000
SN2007hx,0.07976,0.0788733,1.006,0.028,19.115,0.036,-1.2,0.0299,0.003,-2.084e-05,Ho,CSPI,Ia,0.985,0,0,0.214,0.074,0.000000
SN2007jd,0.0725833,0.0719112,0.891,0.036,18.874,0.039,-1.1,0.066,0.0066,-4.684e-05,Ho,CSPI,Ia,0.942,0,0,0.098,0.081,0.000000
SN2007jg,0.0371067,0.0365767,0.939,0.006,17.325,0.009,-4.3,0.0904,0.009,8.549e-06,Ho,CSPI,Ia,0.974,0,0,0.028,0.010,0.000000
SN2007jh,0.0407667,0.0402667,0.599,0.015,17.988,0.018,-4.9,0.0902,0.009,6.226e-05,Ho,CSPI,Ia-86G,0.981,0,0,0.272,0.026,0.000000
SN2007le,0.0067167,0.0055233,1.02,0.004,13.541,0.006,-8.3,0.0287,0.0029,3.749e-06,Ho,CSPI,Ia,0.955,0,0,0.292,0.006,0.000000
SN2007mm,0.066354,0.0688733,0.516,0.014,19.224,0.018,-9.7,0.0313,0.0031,8.877e-05,Ho,CSPI,Ia-86G,0.983,0,0,0.440,0.032,0.000000
SN2007nq,0.045,0.0439033,0.769,0.006,17.461,0.008,-2.6,0.0312,0.0031,-3.056e-06,Ho,CSPI,Ia,0.952,0,0,0.056,0.011,0.000000
SN2007ol,0.05587,0.054882,0.701,0.032,18.185,0.029,-4.9,0.0215,0.0022,-0.0001305,Ho,CSPI,Ia,0.972,0,0,-0.063,0.028,0.000000
SN2007on,0.00649,0.0061833,0.589,0.003,12.969,0.011,-10.4,0.0098,0.001,1.446e-06,TRGB,CSPI,Ia,0.957,0,0,0.115,0.012,0.000000
SN2007so,0.0296667,0.0289285,0.925,0.009,16.429,0.035,22.8,0.1161,0.0116,5.083e-05,Ho,CSPI,Ia,,0,0,0.014,0.076,0.000000
SN2007sr,0.0054733,0.0066557,0.989,0.017,12.693,0.026,5.0,0.0398,0.004,-6.429e-06,"Ceph,TRGB",CSPI,Ia,0.198,0,0,0.159,0.059,0.000000
SN2007st,0.0211667,0.0206508,0.863,0.022,15.707,0.039,3.1,0.0143,0.0014,-4.794e-05,Ho,CSPI,Ia,0.951,0,0,0.149,0.083,0.000000
SN2007ux,0.0308933,0.031996,0.628,0.006,17.249,0.008,-2.1,0.0386,0.0039,-6.194e-06,Ho,CSPI,Ia-86G,0.981,0,0,0.210,0.010,0.000000
SN2008C,0.01661,0.0170667,0.967,0.024,15.483,0.037,2.0,0.072,0.0072,-5.804e-05,Ho,CSPI,Ia,0.981,0,0,0.167,0.074,0.000000
SN2008O,0.03883,0.039318,0.688,0.01,17.714,0.012,-2.8,0.0763,0.0076,-8.765e-06,Ho,CSPI,Ia,0.986,0,0,0.313,0.016,0.000000
SN2008R,0.0134933,0.0128867,0.632,0.006,15.167,0.009,-3.1,0.0618,0.0062,4.82e-06,Ho,CSPI,Ia,0.976,0,0,0.120,0.011,0.000000
SN2008ar,0.02613,0.0272474,0.976,0.004,16.267,0.009,-8.5,0.0311,0.0031,8.978e-06,Ho,CSPI,Ia,0.984,0,0,0.008,0.011,0.000000
SN2008bc,0.0150767,0.0157067,1.057,0.005,14.902,0.005,-7.9,0.2251,0.0225,4.185e-07,Ho,CSPI,Ia,0.979,0,0,-0.028,0.006,0.000000
SN2008bd,0.0300833,0.0312803,0.66,0.038,17.374,0.038,13.8,0.0751,0.0075,-0.001152,Ho,CSPI,Ia-91bg,,0,0,0.339,0.067,0.000000
SN2008bf,0.0234837,0.0245538,1.019,0.004,15.882,0.005,-8.8,0.0296,0.003,3.563e-06,Ho,CSPI,Ia,0.982,0,0,-0.046,0.006,0.000000
SN2008bi,0.0134367,0.0143882,0.512,0.022,16.436,0.052,4.7,0.037,0.0037,5.358e-05,Ho,CSPI,Ia-91bg,0.972,0,0,0.591,0.123,0.000000
SN2008bq,0.0339767,0.0344433,1.153,0.009,16.692,0.007,-2.5,0.0774,0.0077,3.043e-05,Ho,CSPI,Ia,0.983,0,0,0.040,0.009,0.000000
SN2008bt,0.0153533,0.0165796,0.498,0.008,16.153,0.011,-3.9,0.0445,0.0044,3.233e-05,Ho,CSPI,Ia-91bg,0.979,0,0,0.508,0.013,0.000000
SN2008bz,0.0602367,0.0613265,0.948,0.023,18.156,0.03,0.1,0.0226,0.0023,-3.263e-05,Ho,CSPI,Ia,0.957,0,0,-0.044,0.064,0.000000
SN2008cc,0.0103867,0.0101222,0.813,0.018,14.216,0.028,7.3,0.0355,0.0035,-1.438e-05,Ho,CSPI,Ia,0.965,0,0,0.158,0.065,0.000000
SN2008cd,0.0074067,0.0084623,1.08,0.144,16.327,0.061,9.5,0.0592,0.0059,0.00498,Ho,CSPI,Ia,0.87,0,0,1.662,0.136,0.000000
SN2008cf,0.0459682,0.0468269,1.092,0.035,17.233,0.029,-1.1,0.0577,0.0058,5.69e-05,Ho,CSPI,Ia,0.986,0,0,0.009,0.062,0.000000
SN2008ff,0.0191933,0.0186725,1.083,0.009,15.312,0.008,17.6,0.0436,0.0044,1.256e-05,Ho,CSPI,Ia,0.981,0,0,0.177,0.017,0.000000
SN2008fl,0.0199,0.0194172,0.883,0.017,15.666,0.026,1.7,0.1569,0.0157,-5.033e-06,Ho,CSPI,Ia,0.982,0,0,0.056,0.059,0.000000
SN2008fp,0.00566,0.0062867,1.108,0.008,13.412,0.006,-6.5,0.1686,0.0169,9.248e-06,Ho,CSPI,Ia,0.944,0,0,0.479,0.007,0.000000
SN2008fr,0.0389733,0.0379062,1.035,0.023,16.978,0.032,6.0,0.0395,0.004,-2.568e-05,Ho,CSPI,Ia,0.981,0,0,-0.014,0.069,0.000000
SN2008fu,0.05237,0.0518336,0.822,0.024,17.881,0.037,5.6,0.018,0.0018,-4.647e-05,Ho,CSPI,Ia,0.986,0,0,-0.021,0.087,0.000000
SN2008fw,0.0085433,0.0095066,1.117,0.023,14.009,0.028,7.1,0.1123,0.0112,3.429e-05,Ho,CSPI,Ia-91T,0.971,0,0,0.076,0.065,0.000000
SN2008gg,0.0319933,0.0310658,1.054,0.025,16.467,0.028,1.8,0.0195,0.002,-1.341e-05,Ho,CSPI,Ia,0.984,0,0,0.149,0.063,0.000000
SN2008gl,0.0339933,0.0329459,0.867,0.005,16.836,0.007,-4.1,0.0244,0.0024,4.864e-06,Ho,CSPI,Ia,0.977,0,0,0.028,0.008,0.000000
SN2008go,0.0623667,0.0613133,0.939,0.018,18.042,0.008,-1.8,0.032,0.0032,-4.052e-06,Ho,CSPI,Ia,0.986,0,0,0.040,0.010,0.000000
SN2008gp,0.03339,0.0328233,0.979,0.004,16.594,0.008,-12.0,0.1042,0.0104,4.673e-06,Ho,CSPI,Ia,0.985,0,0,-0.031,0.011,0.000000
SN2008hj,0.0378667,0.0367224,1.008,0.005,16.876,0.006,-7.8,0.0303,0.003,4.452e-06,Ho,CSPI,Ia,0.983,0,0,-0.008,0.007,0.000000
SN2008hu,0.0496656,0.050526,0.827,0.023,17.893,0.033,-1.0,0.0921,0.0092,-1.424e-05,Ho,CSPI,Ia,0.985,0,0,0.021,0.070,0.000000
SN2008hv,0.01254,0.01358,0.867,0.004,14.868,0.009,-11.9,0.0279,0.0028,7.1e-06,Ho,CSPI,Ia,0.973,0,0,-0.047,0.011,0.000000
SN2008ia,0.0219833,0.02254,0.834,0.006,15.97,0.013,-5.0,0.1954,0.0195,9.973e-06,Ho,CSPI,Ia,0.983,0,0,-0.035,0.016,0.000000
SN2009D,0.02499,0.024654,1.159,0.007,15.856,0.005,-8.7,0.0441,0.0044,3.017e-06,Ho,CSPI,Ia,0.984,0,0,-0.021,0.006,0.000000
SN2009F,0.0129467,0.01291,0.386,0.007,16.106,0.028,-8.9,0.0895,0.0089,9.547e-05,Ho,CSPI,Ia-91bg,0.97,0,0,0.551,0.025,0.000000
SN2009I,0.02615,0.0254309,1.089,0.03,17.254,0.014,-5.5,0.0272,0.0027,0.0001214,Ho,CSPI,Ia,0.969,0,0,0.651,0.017,0.000000
SN2009P,0.0250867,0.0263202,1.08,0.042,16.562,0.016,-2.7,0.0415,0.0042,0.000232,Ho,CSPI,Ia,0.982,0,0,0.406,0.021,0.000000
SN2009Y,0.0093467,0.0101034,0.993,0.005,13.87,0.009,-6.4,0.0873,0.0087,5.631e-06,Ho,CSPI,Ia,0.97,0,0,0.148,0.010,0.000000
SN2009aa,0.02729,0.0284814,0.944,0.004,16.396,0.01,-10.2,0.0295,0.0029,6.558e-06,Ho,CSPI,Ia,0.983,0,0,0.013,0.012,0.000000
SN2009ab,0.0111633,0.0108624,0.903,0.006,14.728,0.01,-10.4,0.1838,0.0184,9.141e-06,Ho,CSPI,Ia,0.959,0,0,0.035,0.011,0.000000
SN2009ad,0.02838,0.0283174,1.107,0.014,16.285,0.009,-9.7,0.0953,0.0095,8.552e-06,Ho,CSPI,Ia,0.984,0,0,0.032,0.011,0.000000
SN2009ag,0.0086333,0.0092477,0.966,0.005,14.428,0.012,-3.0,0.218,0.0218,-1.327e-06,Ho,CSPI,Ia,0.97,0,0,0.149,0.014,0.000000
SN2009al,0.02209,0.0232764,0.92,0.013,16.119,0.027,-4.7,0.0212,0.0021,4.934e-05,Ho,CSPI,Ia,0.98,0,0,0.186,0.028,0.000000
SN2009cz,0.0211233,0.0219786,1.173,0.011,15.741,0.009,-8.3,0.0221,0.0022,2.551e-05,Ho,CSPI,Ia,0.982,0,0,0.017,0.011,0.000000
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.43,0.012,-10.7,0.0332,0.0033,1.492e-05,Ho,CSPI,Ia,0.982,0,0,0.107,0.013,0.000000
SN2009ig,0.0088,0.0080401,1.061,0.014,13.478,0.006,-2.5,0.0269,0.0027,2.45e-05,Ceph,,,,,,0.103,0.009,0.000000
SN2009le,0.0177733,0.017027,1.087,0.011,15.28,0.008,-12.0,0.0143,0.0014,-7.997e-06,Ho,CSPI,Ia,0.976,0,0,0.122,0.008,0.000000
SN2011by,0.002843,0.003405,0.967,0.003,12.863,0.006,-14.1,0.0119,0.0012,3.553e-06,Ceph,,,,,,-0.006,0.009,0.000000
SN2011fe,0.000803,0.0012072,0.972,0.002,10.013,0.006,-16.8,0.0077,0.0008,2.339e-06,"Ceph,TRGB",,,,,,0.010,0.008,0.000000
