     name      zhel      zcmb f    st   est   Mmax  eMmax    t0  EBVmw eEBVmw  covMs     dist
LSQ11bk    0.0402721 0.0400251 g 1.071 0.015 16.881 0.007  -1.0 0.0936 0.0094 -2.804e-06    Ho
LSQ11bk    0.0402721 0.0400251 i 1.071 0.015 17.864 0.012   2.6 0.0936 0.0094 -1.514e-05    Ho
LSQ11bk    0.0402721 0.0400251 r 1.071 0.015 17.086 0.007  -2.5 0.0936 0.0094  2.151e-05    Ho
LSQ11bk    0.0402721 0.0400251 u 1.071 0.015 17.108 0.015   0.8 0.0936 0.0094 -1.012e-04    Ho
LSQ11ot    0.0273200 0.0273222 B 0.982 0.003 17.876 0.005  -5.3 0.1581 0.0158  5.403e-06    Ho
LSQ11ot    0.0273200 0.0273222 H 0.982 0.003 17.299 0.016   4.0 0.1581 0.0158  2.600e-06    Ho
LSQ11ot    0.0273200 0.0273222 J 0.982 0.003 17.133 0.012   3.7 0.1581 0.0158 -3.479e-06    Ho
LSQ11ot    0.0273200 0.0273222 V 0.982 0.003 17.558 0.004  -6.4 0.1581 0.0158  5.312e-06    Ho
LSQ11ot    0.0273200 0.0273222 Y 0.982 0.003 17.363 0.022   4.2 0.1581 0.0158 -4.279e-06    Ho
LSQ11ot    0.0273200 0.0273222 g 0.982 0.003 17.710 0.004  -5.5 0.1581 0.0158  4.937e-06    Ho
LSQ11ot    0.0273200 0.0273222 i 0.982 0.003 17.739 0.007  -1.9 0.1581 0.0158 -8.900e-07    Ho
LSQ11ot    0.0273200 0.0273222 r 0.982 0.003 17.425 0.004  -6.7 0.1581 0.0158  2.027e-06    Ho
LSQ11ot    0.0273200 0.0273222 u 0.982 0.003 18.486 0.008  -3.8 0.1581 0.0158  1.941e-06    Ho
LSQ11pn    0.0326533 0.0326611 B 0.507 0.008 17.487 0.013  -4.9 0.1457 0.0146  2.401e-05    Ho
LSQ11pn    0.0326533 0.0326611 H 0.507 0.008 17.269 0.033  -1.0 0.1457 0.0146 -2.473e-05    Ho
LSQ11pn    0.0326533 0.0326611 J 0.507 0.008 17.329 0.026  -2.0 0.1457 0.0146 -4.735e-05    Ho
LSQ11pn    0.0326533 0.0326611 V 0.507 0.008 17.202 0.012  -6.5 0.1457 0.0146  4.986e-05    Ho
LSQ11pn    0.0326533 0.0326611 Y 0.507 0.008 17.461 0.034  -3.0 0.1457 0.0146 -6.847e-06    Ho
LSQ11pn    0.0326533 0.0326611 g 0.507 0.008 17.307 0.011  -5.2 0.1457 0.0146  2.988e-05    Ho
LSQ11pn    0.0326533 0.0326611 i 0.507 0.008 17.583 0.018  -4.7 0.1457 0.0146  1.915e-05    Ho
LSQ11pn    0.0326533 0.0326611 r 0.507 0.008 17.207 0.012  -7.6 0.1457 0.0146  3.772e-05    Ho
LSQ11pn    0.0326533 0.0326611 u 0.507 0.008 18.176 0.021  -3.4 0.1457 0.0146  2.847e-06    Ho
LSQ12agq   0.0641556 0.0653581 B 1.152 0.027 18.440 0.060   5.0 0.0371 0.0037 -9.756e-05    Ho
LSQ12agq   0.0641556 0.0653581 J 1.152 0.027 18.574 0.136  12.9 0.0371 0.0037 -5.121e-05    Ho
LSQ12agq   0.0641556 0.0653581 V 1.152 0.027 18.356 0.043   3.7 0.0371 0.0037  6.853e-05    Ho
LSQ12agq   0.0641556 0.0653581 Y 1.152 0.027 18.855 0.097  12.7 0.0371 0.0037  2.442e-04    Ho
LSQ12agq   0.0641556 0.0653581 g 1.152 0.027 18.361 0.036   4.8 0.0371 0.0037 -4.980e-05    Ho
LSQ12agq   0.0641556 0.0653581 i 1.152 0.027 18.946 0.067   5.9 0.0371 0.0037  9.420e-05    Ho
LSQ12agq   0.0641556 0.0653581 r 1.152 0.027 18.391 0.032   0.7 0.0371 0.0037  6.531e-05    Ho
LSQ12aor   0.0933354 0.0945588 B 0.827 0.021 19.313 0.021  -3.1 0.0415 0.0042  8.142e-05    Ho
LSQ12aor   0.0933354 0.0945588 V 0.827 0.021 19.401 0.015  -4.5 0.0415 0.0042  1.571e-04    Ho
LSQ12aor   0.0933354 0.0945588 Y 0.827 0.021 19.579 0.052   4.2 0.0415 0.0042 -3.686e-04    Ho
LSQ12aor   0.0933354 0.0945588 Y 0.827 0.021 19.579 0.052   9.2 0.0415 0.0042 -3.686e-04    Ho
LSQ12aor   0.0933354 0.0945588 g 0.827 0.021 19.350 0.014  -5.4 0.0415 0.0042  1.261e-04    Ho
LSQ12aor   0.0933354 0.0945588 i 0.827 0.021 19.820 0.023  -2.6 0.0415 0.0042 -3.483e-05    Ho
LSQ12aor   0.0933354 0.0945588 r 0.827 0.021 19.411 0.013  -6.4 0.0415 0.0042  3.454e-05    Ho
LSQ12bld   0.0833623 0.0843030 B 0.892 0.010 19.069 0.013  -4.9 0.0233 0.0023  5.819e-05    Ho
LSQ12bld   0.0833623 0.0843030 H 0.892 0.010 19.277 0.092   0.6 0.0233 0.0023  6.334e-07    Ho
LSQ12bld   0.0833623 0.0843030 J 0.892 0.010 19.490 0.032  -0.3 0.0233 0.0023  1.362e-06    Ho
LSQ12bld   0.0833623 0.0843030 V 0.892 0.010 18.968 0.009  -6.3 0.0233 0.0023  2.494e-05    Ho
LSQ12bld   0.0833623 0.0843030 Y 0.892 0.010 19.450 0.035   0.7 0.0233 0.0023 -2.029e-05    Ho
LSQ12bld   0.0833623 0.0843030 g 0.892 0.010 18.966 0.009  -8.1 0.0233 0.0023  4.829e-05    Ho
LSQ12bld   0.0833623 0.0843030 i 0.892 0.010 19.520 0.013  -4.9 0.0233 0.0023  3.113e-05    Ho
LSQ12bld   0.0833623 0.0843030 r 0.892 0.010 18.970 0.009  -9.1 0.0233 0.0023  3.535e-05    Ho
LSQ12blp   0.0742333 0.0752362 J 0.947 0.011 18.747 0.093   8.1 0.0476 0.0048 -3.805e-06    Ho
LSQ12blp   0.0742333 0.0752362 Y 0.947 0.011 18.540 0.103   8.8 0.0476 0.0048 -4.824e-05    Ho
LSQ12blp   0.0742333 0.0752362 g 0.947 0.011 18.312 0.007  -4.1 0.0476 0.0048  3.620e-05    Ho
LSQ12blp   0.0742333 0.0752362 i 0.947 0.011 19.023 0.013  -0.6 0.0476 0.0048 -9.180e-06    Ho
LSQ12blp   0.0742333 0.0752362 r 0.947 0.011 18.454 0.008  -5.2 0.0476 0.0048  1.317e-05    Ho
LSQ12btn   0.0541733 0.0552706 B 0.832 0.009 18.233 0.008  -1.7 0.0333 0.0033 -4.146e-06    Ho
LSQ12btn   0.0541733 0.0552706 H 0.832 0.009 18.473 0.051   3.0 0.0333 0.0033  1.075e-04    Ho
LSQ12btn   0.0541733 0.0552706 J 0.832 0.009 18.339 0.085  26.9 0.0333 0.0033  8.527e-05    Ho
LSQ12btn   0.0541733 0.0552706 V 0.832 0.009 18.135 0.007  -3.0 0.0333 0.0033  1.649e-05    Ho
LSQ12btn   0.0541733 0.0552706 Y 0.832 0.009 18.478 0.030   2.7 0.0333 0.0033 -1.160e-08    Ho
LSQ12btn   0.0541733 0.0552706 g 0.832 0.009 18.127 0.007  -1.9 0.0333 0.0033 -1.154e-06    Ho
LSQ12btn   0.0541733 0.0552706 i 0.832 0.009 18.674 0.014   1.0 0.0333 0.0033 -2.313e-05    Ho
LSQ12btn   0.0541733 0.0552706 r 0.832 0.009 18.147 0.008  -2.9 0.0333 0.0033  1.571e-07    Ho
LSQ12ca    0.0994000 0.0995466 B 1.195 0.041 18.945 0.064   4.5 0.0417 0.0042 -1.498e-04    Ho
LSQ12ca    0.0994000 0.0995466 V 1.195 0.041 19.029 0.049   3.4 0.0417 0.0042 -2.263e-04    Ho
LSQ12ca    0.0994000 0.0995466 g 1.195 0.041 18.970 0.039   4.4 0.0417 0.0042 -6.784e-05    Ho
LSQ12ca    0.0994000 0.0995466 i 1.195 0.041 19.622 0.079   7.3 0.0417 0.0042  4.372e-04    Ho
LSQ12ca    0.0994000 0.0995466 r 1.195 0.041 19.218 0.041   2.0 0.0417 0.0042  3.549e-04    Ho
LSQ12ca    0.0994000 0.0995466 u 1.195 0.041 19.355 0.106   6.3 0.0417 0.0042 -3.327e-04    Ho
LSQ12cda   0.1374948 0.1384035 B 0.814 0.105 20.191 0.101   4.3 0.0284 0.0028 -3.702e-03    Ho
LSQ12cda   0.1374948 0.1384035 V 0.814 0.105 20.104 0.062   2.9 0.0284 0.0028 -1.032e-03    Ho
LSQ12cda   0.1374948 0.1384035 Y 0.814 0.105 20.195 0.182  10.4 0.0284 0.0028 -1.232e-02    Ho
LSQ12cda   0.1374948 0.1384035 g 0.814 0.105 20.124 0.063   4.1 0.0284 0.0028 -2.657e-03    Ho
LSQ12cda   0.1374948 0.1384035 i 0.814 0.105 20.520 0.101   6.8 0.0284 0.0028 -3.552e-03    Ho
LSQ12cda   0.1374948 0.1384035 r 0.814 0.105 20.056 0.072   3.1 0.0284 0.0028 -4.088e-03    Ho
LSQ12cdl   0.1079253 0.1090245 B 0.988 0.045 19.142 0.060   2.4 0.0492 0.0049  1.822e-04    Ho
LSQ12cdl   0.1079253 0.1090245 J 0.988 0.045 20.180 0.101   7.4 0.0492 0.0049 -3.698e-04    Ho
LSQ12cdl   0.1079253 0.1090245 V 0.988 0.045 19.285 0.045   1.2 0.0492 0.0049 -2.187e-04    Ho
LSQ12cdl   0.1079253 0.1090245 Y 0.988 0.045 19.834 0.081   7.9 0.0492 0.0049 -4.967e-04    Ho
LSQ12cdl   0.1079253 0.1090245 g 0.988 0.045 19.160 0.032   0.1 0.0492 0.0049 -1.583e-05    Ho
LSQ12cdl   0.1079253 0.1090245 i 0.988 0.045 19.849 0.075   3.8 0.0492 0.0049 -3.324e-04    Ho
LSQ12cdl   0.1079253 0.1090245 r 0.988 0.045 19.347 0.034  -1.1 0.0492 0.0049 -1.581e-04    Ho
LSQ12fuk   0.0205857 0.0205571 B 1.003 0.006 15.674 0.008  -0.2 0.0714 0.0071 -6.362e-06    Ho
LSQ12fuk   0.0205857 0.0205571 H 1.003 0.006 16.370 0.034   5.2 0.0714 0.0071  1.712e-06    Ho
LSQ12fuk   0.0205857 0.0205571 J 1.003 0.006 16.071 0.067   5.1 0.0714 0.0071 -3.798e-05    Ho
LSQ12fuk   0.0205857 0.0205571 V 1.003 0.006 15.683 0.009  -1.4 0.0714 0.0071  8.186e-06    Ho
LSQ12fuk   0.0205857 0.0205571 Y 1.003 0.006 16.279 0.059   5.5 0.0714 0.0071 -2.745e-05    Ho
LSQ12fuk   0.0205857 0.0205571 i 1.003 0.006 16.338 0.010   3.2 0.0714 0.0071 -1.769e-05    Ho
LSQ12fuk   0.0205857 0.0205571 r 1.003 0.006 15.766 0.006  -1.7 0.0714 0.0071 -9.451e-06    Ho
LSQ12fvl   0.0559300 0.0559770 B 0.610 0.008 18.764 0.012  -4.9 0.0179 0.0018  2.949e-05    Ho
LSQ12fvl   0.0559300 0.0559770 H 0.610 0.008 18.936 0.050  -2.5 0.0179 0.0018  1.020e-05    Ho
LSQ12fvl   0.0559300 0.0559770 J 0.610 0.008 18.639 0.032  -3.7 0.0179 0.0018  6.522e-05    Ho
LSQ12fvl   0.0559300 0.0559770 V 0.610 0.008 18.513 0.010  -6.1 0.0179 0.0018  3.012e-05    Ho
LSQ12fvl   0.0559300 0.0559770 Y 0.610 0.008 18.782 0.035  -4.2 0.0179 0.0018  3.337e-05    Ho
LSQ12fvl   0.0559300 0.0559770 i 0.610 0.008 18.925 0.016  -4.7 0.0179 0.0018 -3.117e-05    Ho
LSQ12fvl   0.0559300 0.0559770 r 0.610 0.008 18.547 0.009  -7.8 0.0179 0.0018  1.094e-06    Ho
LSQ12fxd   0.0312200 0.0313344 B 1.161 0.006 16.285 0.004  -9.9 0.0217 0.0022 -5.305e-07    Ho
LSQ12fxd   0.0312200 0.0313344 H 1.161 0.006 17.023 0.021  -5.5 0.0217 0.0022 -1.292e-06    Ho
LSQ12fxd   0.0312200 0.0313344 J 1.161 0.006 16.922 0.019  -5.0 0.0217 0.0022  1.741e-05    Ho
LSQ12fxd   0.0312200 0.0313344 V 1.161 0.006 16.293 0.004 -11.1 0.0217 0.0022  1.152e-05    Ho
LSQ12fxd   0.0312200 0.0313344 Y 1.161 0.006 16.940 0.027  -5.2 0.0217 0.0022  3.892e-05    Ho
LSQ12fxd   0.0312200 0.0313344 i 1.161 0.006 16.973 0.009  -7.0 0.0217 0.0022  1.494e-05    Ho
LSQ12fxd   0.0312200 0.0313344 r 1.161 0.006 16.379 0.005 -12.2 0.0217 0.0022  1.066e-05    Ho
LSQ12fxd   0.0312200 0.0313344 u 1.161 0.006 16.644 0.007  -6.2 0.0217 0.0022 -2.479e-06    Ho
LSQ12gdj   0.0303033 0.0292813 B 1.167 0.007 15.850 0.005 -11.2 0.0199 0.0020  1.562e-07    Ho
LSQ12gdj   0.0303033 0.0292813 H 1.167 0.007 16.904 0.036   4.3 0.0199 0.0020  1.011e-06    Ho
LSQ12gdj   0.0303033 0.0292813 J 1.167 0.007 16.552 0.025   4.8 0.0199 0.0020  1.466e-05    Ho
LSQ12gdj   0.0303033 0.0292813 V 1.167 0.007 15.885 0.005 -12.4 0.0199 0.0020  1.610e-05    Ho
LSQ12gdj   0.0303033 0.0292813 Y 1.167 0.007 16.835 0.043   4.6 0.0199 0.0020  1.695e-05    Ho
LSQ12gdj   0.0303033 0.0292813 i 1.167 0.007 16.673 0.009  -8.3 0.0199 0.0020  1.400e-05    Ho
LSQ12gdj   0.0303033 0.0292813 r 1.167 0.007 16.022 0.006 -13.6 0.0199 0.0020  8.328e-06    Ho
LSQ12gef   0.0641556 0.0631798 B 1.180 0.034 18.894 0.054   0.1 0.0512 0.0051 -1.045e-04    Ho
LSQ12gef   0.0641556 0.0631798 V 1.180 0.034 18.629 0.039  -1.1 0.0512 0.0051 -3.577e-05    Ho
LSQ12gef   0.0641556 0.0631798 i 1.180 0.034 19.005 0.067   3.0 0.0512 0.0051  1.219e-04    Ho
LSQ12gef   0.0641556 0.0631798 r 1.180 0.034 18.541 0.030  -2.3 0.0512 0.0051  9.121e-05    Ho
LSQ12gln   0.1020294 0.1021611 B 1.113 0.020 18.968 0.008  -3.9 0.0201 0.0020 -3.631e-05    Ho
LSQ12gln   0.1020294 0.1021611 V 1.113 0.020 19.040 0.009  -5.2 0.0201 0.0020  9.272e-05    Ho
LSQ12gln   0.1020294 0.1021611 Y 1.113 0.020 19.685 0.027   0.7 0.0201 0.0020  7.016e-05    Ho
LSQ12gln   0.1020294 0.1021611 Y 1.113 0.020 19.685 0.027   0.7 0.0201 0.0020  7.016e-05    Ho
LSQ12gln   0.1020294 0.1021611 i 1.113 0.020 19.850 0.016  -0.8 0.0201 0.0020  3.767e-05    Ho
LSQ12gln   0.1020294 0.1021611 r 1.113 0.020 19.157 0.009  -5.9 0.0201 0.0020  5.594e-05    Ho
LSQ12gxj   0.0353000 0.0345960 B 1.107 0.009 18.071 0.004  -9.8 0.0571 0.0057  4.188e-06    Ho
LSQ12gxj   0.0353000 0.0345960 V 1.107 0.009 17.809 0.004 -11.1 0.0571 0.0057  1.473e-05    Ho
LSQ12gxj   0.0353000 0.0345960 i 1.107 0.009 18.159 0.007  -6.7 0.0571 0.0057  8.761e-06    Ho
LSQ12gxj   0.0353000 0.0345960 r 1.107 0.009 17.758 0.004 -11.8 0.0571 0.0057  8.912e-06    Ho
LSQ12gyc   0.0931355 0.0924863 B 1.145 0.024 18.759 0.008  -0.7 0.0211 0.0021 -8.571e-05    Ho
LSQ12gyc   0.0931355 0.0924863 V 1.145 0.024 18.806 0.006  -2.0 0.0211 0.0021  2.851e-05    Ho
LSQ12gyc   0.0931355 0.0924863 i 1.145 0.024 19.558 0.013   2.3 0.0211 0.0021  3.415e-05    Ho
LSQ12gyc   0.0931355 0.0924863 r 1.145 0.024 18.906 0.006  -2.9 0.0211 0.0021  3.007e-05    Ho
LSQ12gzm   0.0999308 0.0993978 B 1.113 0.044 19.506 0.008  -5.7 0.0208 0.0021  7.811e-06    Ho
LSQ12gzm   0.0999308 0.0993978 V 1.113 0.044 19.473 0.009  -7.1 0.0208 0.0021  2.159e-04    Ho
LSQ12gzm   0.0999308 0.0993978 i 1.113 0.044 19.983 0.014  -2.6 0.0208 0.0021  6.081e-05    Ho
LSQ12gzm   0.0999308 0.0993978 r 1.113 0.044 19.496 0.009  -7.8 0.0208 0.0021 -1.034e-04    Ho
LSQ12hjm   0.0713506 0.0707978 B 0.963 0.005 18.293 0.004  -5.8 0.0246 0.0025  1.064e-05    Ho
LSQ12hjm   0.0713506 0.0707978 V 0.963 0.005 18.361 0.004  -7.0 0.0246 0.0025  9.712e-06    Ho
LSQ12hjm   0.0713506 0.0707978 i 0.963 0.005 18.977 0.008  -2.4 0.0246 0.0025  1.314e-06    Ho
LSQ12hjm   0.0713506 0.0707978 r 0.963 0.005 18.470 0.004  -7.2 0.0246 0.0025  3.840e-06    Ho
LSQ12hno   0.0472673 0.0468084 B 0.989 0.015 17.919 0.008  -1.1 0.0994 0.0099  2.337e-05    Ho
LSQ12hno   0.0472673 0.0468084 H 0.989 0.015 18.065 0.030   4.3 0.0994 0.0099 -6.322e-06    Ho
LSQ12hno   0.0472673 0.0468084 J 0.989 0.015 17.894 0.020   4.1 0.0994 0.0099 -9.822e-05    Ho
LSQ12hno   0.0472673 0.0468084 V 0.989 0.015 17.873 0.006  -2.3 0.0994 0.0099  2.693e-06    Ho
LSQ12hno   0.0472673 0.0468084 Y 0.989 0.015 18.146 0.030   4.5 0.0994 0.0099 -1.156e-04    Ho
LSQ12hno   0.0472673 0.0468084 i 0.989 0.015 18.442 0.015   2.3 0.0994 0.0099 -5.696e-05    Ho
LSQ12hno   0.0472673 0.0468084 r 0.989 0.015 17.902 0.008  -2.5 0.0994 0.0099 -1.244e-05    Ho
LSQ12hnr   0.1243000 0.1255265 B 1.167 0.038 19.404 0.054   2.0 0.0324 0.0032 -1.522e-04    Ho
LSQ12hnr   0.1243000 0.1255265 V 1.167 0.038 19.399 0.039   0.9 0.0324 0.0032 -2.339e-05    Ho
LSQ12hnr   0.1243000 0.1255265 Y 1.167 0.038 20.019 0.074   6.9 0.0324 0.0032  2.800e-04    Ho
LSQ12hnr   0.1243000 0.1255265 i 1.167 0.038 20.298 0.067   4.9 0.0324 0.0032  6.797e-05    Ho
LSQ12hnr   0.1243000 0.1255265 r 1.167 0.038 19.525 0.030  -0.3 0.0324 0.0032  9.029e-05    Ho
LSQ12hvj   0.0712507 0.0723911 B 1.206 0.014 18.409 0.007  -5.5 0.0458 0.0046  5.896e-06    Ho
LSQ12hvj   0.0712507 0.0723911 H 1.206 0.014 18.854 0.038  -1.7 0.0458 0.0046  4.658e-05    Ho
LSQ12hvj   0.0712507 0.0723911 J 1.206 0.014 19.060 0.019  -1.4 0.0458 0.0046  1.941e-05    Ho
LSQ12hvj   0.0712507 0.0723911 V 1.206 0.014 18.329 0.006  -6.6 0.0458 0.0046 -2.726e-05    Ho
LSQ12hvj   0.0712507 0.0723911 Y 1.206 0.014 19.156 0.021  -1.5 0.0458 0.0046  3.503e-05    Ho
LSQ12hvj   0.0712507 0.0723911 i 1.206 0.014 19.080 0.014  -2.6 0.0458 0.0046  5.080e-05    Ho
LSQ12hvj   0.0712507 0.0723911 r 1.206 0.014 18.350 0.007  -8.1 0.0458 0.0046  2.374e-05    Ho
LSQ12hxx   0.0693600 0.0689135 B 1.204 0.023 18.235 0.013  -0.8 0.0153 0.0015 -4.058e-05    Ho
LSQ12hxx   0.0693600 0.0689135 H 1.204 0.023 18.938 0.071   2.8 0.0153 0.0015 -1.299e-04    Ho
LSQ12hxx   0.0693600 0.0689135 J 1.204 0.023 18.867 0.048   3.2 0.0153 0.0015  3.022e-05    Ho
LSQ12hxx   0.0693600 0.0689135 V 1.204 0.023 18.158 0.011  -2.0 0.0153 0.0015 -1.002e-04    Ho
LSQ12hxx   0.0693600 0.0689135 Y 1.204 0.023 18.848 0.040   3.1 0.0153 0.0015  1.940e-04    Ho
LSQ12hxx   0.0693600 0.0689135 i 1.204 0.023 18.906 0.021   2.0 0.0153 0.0015  1.311e-04    Ho
LSQ12hxx   0.0693600 0.0689135 r 1.204 0.023 18.241 0.012  -3.4 0.0153 0.0015  1.030e-04    Ho
LSQ12hzj   0.0334000 0.0345752 B 0.970 0.004 16.510 0.005  -4.1 0.0569 0.0057  7.321e-06    Ho
LSQ12hzj   0.0334000 0.0345752 H 0.970 0.004 17.489 0.034   0.3 0.0569 0.0057 -7.907e-07    Ho
LSQ12hzj   0.0334000 0.0345752 J 0.970 0.004 17.294 0.026  -0.0 0.0569 0.0057 -3.758e-06    Ho
LSQ12hzj   0.0334000 0.0345752 V 0.970 0.004 16.580 0.005  -5.3 0.0569 0.0057  8.074e-06    Ho
LSQ12hzj   0.0334000 0.0345752 Y 0.970 0.004 17.328 0.027   0.5 0.0569 0.0057 -4.499e-06    Ho
LSQ12hzj   0.0334000 0.0345752 i 0.970 0.004 17.282 0.009  -0.8 0.0569 0.0057 -2.575e-06    Ho
LSQ12hzj   0.0334000 0.0345752 r 0.970 0.004 16.669 0.005  -5.5 0.0569 0.0057  3.537e-06    Ho
LSQ12hzs   0.0720800 0.0718169 B 1.145 0.012 18.806 0.007  -7.5 0.0227 0.0023 -1.882e-06    Ho
LSQ12hzs   0.0720800 0.0718169 H 1.145 0.012 19.024 0.037  -1.1 0.0227 0.0023  1.202e-05    Ho
LSQ12hzs   0.0720800 0.0718169 J 1.145 0.012 18.895 0.022  -1.6 0.0227 0.0023  7.399e-06    Ho
LSQ12hzs   0.0720800 0.0718169 V 1.145 0.012 18.706 0.008  -8.8 0.0227 0.0023  4.911e-05    Ho
LSQ12hzs   0.0720800 0.0718169 Y 1.145 0.012 19.052 0.029  -1.8 0.0227 0.0023  3.740e-06    Ho
LSQ12hzs   0.0720800 0.0718169 i 1.145 0.012 19.241 0.012  -4.6 0.0227 0.0023  1.214e-05    Ho
LSQ12hzs   0.0720800 0.0718169 r 1.145 0.012 18.734 0.007  -9.7 0.0227 0.0023  8.701e-06    Ho
LSQ13abo   0.0674467 0.0681328 B 0.877 0.019 18.809 0.024  -7.0 0.0906 0.0091  2.905e-04    Ho
LSQ13abo   0.0674467 0.0681328 J 0.877 0.019 19.001 0.076  -0.3 0.0906 0.0091  6.918e-06    Ho
LSQ13abo   0.0674467 0.0681328 V 0.877 0.019 18.604 0.014  -8.4 0.0906 0.0091  1.092e-04    Ho
LSQ13abo   0.0674467 0.0681328 Y 0.877 0.019 19.015 0.047   0.5 0.0906 0.0091 -7.046e-05    Ho
LSQ13abo   0.0674467 0.0681328 i 0.877 0.019 19.183 0.022  -4.1 0.0906 0.0091  1.332e-04    Ho
LSQ13abo   0.0674467 0.0681328 r 0.877 0.019 18.533 0.014  -8.3 0.0906 0.0091  1.252e-04    Ho
LSQ13aiz   0.0092000 0.0102493 B 0.964 0.006 13.710 0.007  -8.4 0.0788 0.0079  1.646e-05    Ho
LSQ13aiz   0.0092000 0.0102493 V 0.964 0.006 13.630 0.005  -9.6 0.0788 0.0079  8.633e-06    Ho
LSQ13aiz   0.0092000 0.0102493 g 0.964 0.006 13.651 0.006  -8.7 0.0788 0.0079  1.193e-05    Ho
LSQ13aiz   0.0092000 0.0102493 i 0.964 0.006 14.244 0.018  -5.1 0.0788 0.0079  9.174e-06    Ho
LSQ13aiz   0.0092000 0.0102493 r 0.964 0.006 13.561 0.015  -9.8 0.0788 0.0079  1.075e-05    Ho
LSQ13aiz   0.0092000 0.0102493 u 0.964 0.006 14.122 0.015  -6.9 0.0788 0.0079  2.278e-05    Ho
LSQ13cwp   0.0666000 0.0662474 B 0.940 0.016 18.395 0.016  -6.7 0.1326 0.0133  1.349e-04    Ho
LSQ13cwp   0.0666000 0.0662474 H 0.940 0.016 18.893 0.093   2.9 0.1326 0.0133  6.723e-06    Ho
LSQ13cwp   0.0666000 0.0662474 J 0.940 0.016 18.901 0.031   2.3 0.1326 0.0133 -2.118e-05    Ho
LSQ13cwp   0.0666000 0.0662474 J 0.940 0.016 18.901 0.031  -0.8 0.1326 0.0133 -2.118e-05    Ho
LSQ13cwp   0.0666000 0.0662474 V 0.940 0.016 18.309 0.012  -7.9 0.1326 0.0133  1.037e-04    Ho
LSQ13cwp   0.0666000 0.0662474 Y 0.940 0.016 18.906 0.046  -0.1 0.1326 0.0133 -2.058e-05    Ho
LSQ13cwp   0.0666000 0.0662474 i 0.940 0.016 18.931 0.022  -3.4 0.1326 0.0133  2.486e-05    Ho
LSQ13cwp   0.0666000 0.0662474 r 0.940 0.016 18.322 0.014  -8.0 0.1326 0.0133  6.512e-05    Ho
LSQ13dby   0.0999308 0.0995683 B 1.140 0.014 19.105 0.006  -5.9 0.0093 0.0009 -1.889e-06    Ho
LSQ13dby   0.0999308 0.0995683 V 1.140 0.014 19.149 0.007  -7.1 0.0093 0.0009  6.164e-05    Ho
LSQ13dby   0.0999308 0.0995683 Y 1.140 0.014 19.882 0.026  -1.1 0.0093 0.0009  2.286e-06    Ho
LSQ13dby   0.0999308 0.0995683 i 1.140 0.014 19.956 0.012  -2.8 0.0093 0.0009  1.596e-05    Ho
LSQ13dby   0.0999308 0.0995683 r 1.140 0.014 19.258 0.007  -8.0 0.0093 0.0009  5.621e-06    Ho
LSQ13dcy   0.0801000 0.0800671 B 1.213 0.042 19.189 0.017  -2.1 0.0408 0.0041  7.800e-06    Ho
LSQ13dcy   0.0801000 0.0800671 J 1.213 0.042 19.414 0.040   2.9 0.0408 0.0041 -1.704e-04    Ho
LSQ13dcy   0.0801000 0.0800671 V 1.213 0.042 19.094 0.015  -3.3 0.0408 0.0041 -1.236e-04    Ho
LSQ13dcy   0.0801000 0.0800671 Y 1.213 0.042 19.435 0.079   3.8 0.0408 0.0041 -3.038e-04    Ho
LSQ13dcy   0.0801000 0.0800671 i 1.213 0.042 19.515 0.026  -0.2 0.0408 0.0041  1.687e-04    Ho
LSQ13dcy   0.0801000 0.0800671 r 1.213 0.042 19.035 0.017  -5.7 0.0408 0.0041  3.003e-05    Ho
LSQ13dhj   0.0935000 0.0929027 B 1.160 0.019 19.057 0.013  -6.7 0.0132 0.0013  4.104e-06    Ho
LSQ13dhj   0.0935000 0.0929027 V 1.160 0.019 19.000 0.014  -7.9 0.0132 0.0013  1.377e-04    Ho
LSQ13dhj   0.0935000 0.0929027 Y 1.160 0.019 19.576 0.114   6.1 0.0132 0.0013  2.387e-04    Ho
LSQ13dhj   0.0935000 0.0929027 i 1.160 0.019 19.698 0.020  -3.7 0.0132 0.0013  8.710e-05    Ho
LSQ13dhj   0.0935000 0.0929027 r 1.160 0.019 18.977 0.012  -9.0 0.0132 0.0013  3.425e-05    Ho
LSQ13dkp   0.0689367 0.0685268 B 0.657 0.008 18.771 0.010  -4.7 0.0145 0.0015  2.652e-05    Ho
LSQ13dkp   0.0689367 0.0685268 J 0.657 0.008 18.990 0.046  -0.7 0.0145 0.0015  1.960e-05    Ho
LSQ13dkp   0.0689367 0.0685268 V 0.657 0.008 18.752 0.009  -5.8 0.0145 0.0015  2.315e-05    Ho
LSQ13dkp   0.0689367 0.0685268 Y 0.657 0.008 19.030 0.047  -1.1 0.0145 0.0015 -4.893e-05    Ho
LSQ13dkp   0.0689367 0.0685268 i 0.657 0.008 19.200 0.015  -3.0 0.0145 0.0015 -2.827e-05    Ho
LSQ13dkp   0.0689367 0.0685268 r 0.657 0.008 18.844 0.009  -6.3 0.0145 0.0015  1.858e-06    Ho
LSQ13dpm   0.0508648 0.0520617 B 1.055 0.009 17.683 0.004  -7.7 0.0529 0.0053  1.393e-05    Ho
LSQ13dpm   0.0508648 0.0520617 H 1.055 0.009 18.305 0.018  -2.4 0.0529 0.0053  6.429e-06    Ho
