     name      zhel      zcmb f    st   est   Mmax  eMmax    t0  EBVmw eEBVmw  covMs     dist
SN2006X    0.0052367 0.0063200 V 0.970 0.004 14.030 0.008 -12.0 0.0228 0.0023  1.077e-05    Ho
SN2006X    0.0052367 0.0063200 Y 0.970 0.004 13.045 0.017   2.9 0.0228 0.0023  7.031e-06    Ho
SN2006X    0.0052367 0.0063200 Y 0.970 0.004 13.045 0.017  -5.1 0.0228 0.0023  7.031e-06    Ho
SN2006X    0.0052367 0.0063200 g 0.970 0.004 14.680 0.008 -11.1 0.0228 0.0023  8.037e-06    Ho
SN2006X    0.0052367 0.0063200 i 0.970 0.004 13.733 0.016  -7.5 0.0228 0.0023  1.409e-06    Ho
SN2006X    0.0052367 0.0063200 r 0.970 0.004 13.568 0.010 -12.3 0.0228 0.0023  4.512e-06    Ho
SN2006X    0.0052367 0.0063200 u 0.970 0.004 17.228 0.015  -9.4 0.0228 0.0023  6.579e-06    Ho
SN2006ax   0.0167267 0.0179567 B 1.003 0.004 15.033 0.006 -11.8 0.0410 0.0041  7.590e-06    Ho
SN2006ax   0.0167267 0.0179567 H 1.003 0.004 15.980 0.010  -5.3 0.0410 0.0041  3.839e-06    Ho
SN2006ax   0.0167267 0.0179567 J 1.003 0.004 15.692 0.008  -5.4 0.0410 0.0041  5.762e-06    Ho
SN2006ax   0.0167267 0.0179567 V 1.003 0.004 15.106 0.005 -13.0 0.0410 0.0041  6.646e-06    Ho
SN2006ax   0.0167267 0.0179567 Y 1.003 0.004 15.817 0.010  -5.1 0.0410 0.0041  5.124e-06    Ho
SN2006ax   0.0167267 0.0179567 Y 1.003 0.004 15.817 0.010  10.8 0.0410 0.0041  5.124e-06    Ho
SN2006ax   0.0167267 0.0179567 g 1.003 0.004 15.011 0.007 -12.1 0.0410 0.0041  7.481e-06    Ho
SN2006ax   0.0167267 0.0179567 i 1.003 0.004 15.792 0.012  -8.4 0.0410 0.0041  3.486e-06    Ho
SN2006ax   0.0167267 0.0179567 r 1.003 0.004 15.207 0.008 -13.3 0.0410 0.0041  4.539e-06    Ho
SN2006ax   0.0167267 0.0179567 u 1.003 0.004 15.362 0.010 -10.3 0.0410 0.0041  6.725e-06    Ho
SN2006bd   0.0257067 0.0267967 B 0.395 0.010 18.763 0.037  -1.2 0.0231 0.0023  5.822e-05    Ho
SN2006bd   0.0257067 0.0267967 H 0.395 0.010 17.728 0.094   8.0 0.0231 0.0023  2.070e-04    Ho
SN2006bd   0.0257067 0.0267967 J 0.395 0.010 17.606 0.044  -3.5 0.0231 0.0023  4.468e-05    Ho
SN2006bd   0.0257067 0.0267967 V 0.395 0.010 18.030 0.024  -2.7 0.0231 0.0023  5.607e-05    Ho
SN2006bd   0.0257067 0.0267967 Y 0.395 0.010 17.676 0.057  -5.5 0.0231 0.0023  4.046e-05    Ho
SN2006bd   0.0257067 0.0267967 g 0.395 0.010 18.427 0.028  -1.5 0.0231 0.0023  7.274e-05    Ho
SN2006bd   0.0257067 0.0267967 i 0.395 0.010 17.955 0.040  -2.8 0.0231 0.0023  8.095e-05    Ho
SN2006bd   0.0257067 0.0267967 r 0.395 0.010 17.833 0.026  -5.2 0.0231 0.0023  7.455e-05    Ho
SN2006bh   0.0108400 0.0104933 B 0.827 0.003 14.369 0.004  -4.9 0.0228 0.0023  2.827e-06    Ho
SN2006bh   0.0108400 0.0104933 H 0.827 0.003 15.026 0.010   0.9 0.0228 0.0023  7.461e-06    Ho
SN2006bh   0.0108400 0.0104933 J 0.827 0.003 14.821 0.010  -0.2 0.0228 0.0023  2.701e-06    Ho
SN2006bh   0.0108400 0.0104933 V 0.827 0.003 14.379 0.004  -6.2 0.0228 0.0023  4.254e-06    Ho
SN2006bh   0.0108400 0.0104933 Y 0.827 0.003 14.926 0.010   0.5 0.0228 0.0023  3.548e-06    Ho
SN2006bh   0.0108400 0.0104933 Y 0.827 0.003 14.926 0.010  14.5 0.0228 0.0023  3.548e-06    Ho
SN2006bh   0.0108400 0.0104933 g 0.827 0.003 14.314 0.005  -5.1 0.0228 0.0023  2.879e-06    Ho
SN2006bh   0.0108400 0.0104933 i 0.827 0.003 14.989 0.009  -2.3 0.0228 0.0023  1.147e-06    Ho
SN2006bh   0.0108400 0.0104933 r 0.827 0.003 14.431 0.005  -6.1 0.0228 0.0023  2.580e-06    Ho
SN2006bh   0.0108400 0.0104933 u 0.827 0.003 14.739 0.007  -2.3 0.0228 0.0023  6.095e-07    Ho
SN2006br   0.0245733 0.0255233 B 0.954 0.032 18.934 0.080   7.3 0.0197 0.0020 -4.505e-05    Ho
SN2006br   0.0245733 0.0255233 H 0.954 0.032 17.132 0.098   8.7 0.0197 0.0020 -3.420e-05    Ho
SN2006br   0.0245733 0.0255233 J 0.954 0.032 16.932 0.110   8.2 0.0197 0.0020 -2.342e-04    Ho
SN2006br   0.0245733 0.0255233 V 0.954 0.032 18.097 0.055   6.1 0.0197 0.0020 -1.347e-04    Ho
SN2006br   0.0245733 0.0255233 Y 0.954 0.032 17.231 0.095  12.9 0.0197 0.0020 -2.797e-05    Ho
SN2006br   0.0245733 0.0255233 g 0.954 0.032 18.506 0.036  10.0 0.0197 0.0020  7.711e-06    Ho
SN2006br   0.0245733 0.0255233 i 0.954 0.032 17.900 0.084  10.6 0.0197 0.0020 -2.835e-04    Ho
SN2006br   0.0245733 0.0255233 r 0.954 0.032 17.748 0.045   5.9 0.0197 0.0020 -1.849e-04    Ho
SN2006dd   0.0058670 0.0055089 B 0.951 0.003 12.245 0.005 -10.6 0.0179 0.0018  4.918e-06 TRGB
SN2006dd   0.0058670 0.0055089 H 0.951 0.003 12.823 0.007  -6.2 0.0179 0.0018  4.609e-06 TRGB
SN2006dd   0.0058670 0.0055089 J 0.951 0.003 12.739 0.008  -6.7 0.0179 0.0018  3.595e-06 TRGB
SN2006dd   0.0058670 0.0055089 K 0.951 0.003 12.801 0.018  -8.0 0.0179 0.0018  5.416e-06 TRGB
SN2006dd   0.0058670 0.0055089 V 0.951 0.003 12.310 0.005 -14.3 0.0179 0.0018  6.264e-06 TRGB
SN2006dd   0.0058670 0.0055089 i 0.951 0.003 12.889 0.008  -7.3 0.0179 0.0018  2.813e-06 TRGB
SN2006dd   0.0058670 0.0055089 r 0.951 0.003 12.312 0.006 -12.0 0.0179 0.0018  3.345e-06 TRGB
SN2006ef   0.0178700 0.0170267 B 0.858 0.020 15.440 0.067  10.0 0.0201 0.0020 -3.546e-05    Ho
SN2006ef   0.0178700 0.0170267 V 0.858 0.020 15.464 0.045   8.7 0.0201 0.0020 -6.057e-06    Ho
SN2006ef   0.0178700 0.0170267 g 0.858 0.020 15.383 0.041   9.8 0.0201 0.0020 -2.921e-05    Ho
SN2006ef   0.0178700 0.0170267 i 0.858 0.020 16.141 0.066  12.8 0.0201 0.0020  1.392e-05    Ho
SN2006ef   0.0178700 0.0170267 r 0.858 0.020 15.557 0.034   8.8 0.0201 0.0020 -1.348e-05    Ho
SN2006ef   0.0178700 0.0170267 u 0.858 0.020 15.835 0.097  11.6 0.0201 0.0020 -4.779e-05    Ho
SN2006ej   0.0204367 0.0193367 B 0.845 0.018 15.748 0.049   5.3 0.0296 0.0030 -6.679e-06    Ho
SN2006ej   0.0204367 0.0193367 H 0.845 0.018 16.429 0.038   8.9 0.0296 0.0030  1.722e-05    Ho
SN2006ej   0.0204367 0.0193367 J 0.845 0.018 16.006 0.064   7.9 0.0296 0.0030 -9.350e-06    Ho
SN2006ej   0.0204367 0.0193367 V 0.845 0.018 15.720 0.035   1.9 0.0296 0.0030  1.535e-06    Ho
SN2006ej   0.0204367 0.0193367 Y 0.845 0.018 16.246 0.021  27.6 0.0296 0.0030  3.198e-06    Ho
SN2006ej   0.0204367 0.0193367 g 0.845 0.018 15.686 0.026   3.1 0.0296 0.0030 -5.127e-06    Ho
SN2006ej   0.0204367 0.0193367 i 0.845 0.018 16.367 0.025  12.9 0.0296 0.0030  1.582e-05    Ho
SN2006ej   0.0204367 0.0193367 r 0.845 0.018 15.785 0.011   9.0 0.0296 0.0030  3.287e-07    Ho
SN2006ej   0.0204367 0.0193367 u 0.845 0.018 16.181 0.072   4.9 0.0296 0.0030 -1.171e-05    Ho
SN2006eq   0.0494667 0.0483667 B 0.656 0.022 18.567 0.061   2.4 0.0416 0.0042 -4.031e-05    Ho
SN2006eq   0.0494667 0.0483667 H 0.656 0.022 17.817 0.113   5.4 0.0416 0.0042 -1.260e-04    Ho
SN2006eq   0.0494667 0.0483667 J 0.656 0.022 18.235 0.095   4.2 0.0416 0.0042 -2.294e-04    Ho
SN2006eq   0.0494667 0.0483667 V 0.656 0.022 18.265 0.043   1.2 0.0416 0.0042  3.996e-06    Ho
SN2006eq   0.0494667 0.0483667 Y 0.656 0.022 18.408 0.062   3.9 0.0416 0.0042 -1.157e-04    Ho
SN2006eq   0.0494667 0.0483667 Y 0.656 0.022 18.408 0.062  35.9 0.0416 0.0042 -1.157e-04    Ho
SN2006eq   0.0494667 0.0483667 g 0.656 0.022 18.389 0.037   2.3 0.0416 0.0042 -2.577e-05    Ho
SN2006eq   0.0494667 0.0483667 i 0.656 0.022 18.607 0.070   4.0 0.0416 0.0042 -7.563e-05    Ho
SN2006eq   0.0494667 0.0483667 r 0.656 0.022 18.241 0.034   0.7 0.0416 0.0042 -5.361e-05    Ho
SN2006eq   0.0494667 0.0483667 u 0.656 0.022 19.484 0.148   3.9 0.0416 0.0042 -9.500e-05    Ho
SN2006et   0.0221567 0.0216467 B 1.181 0.006 15.973 0.005  -7.5 0.0165 0.0017  7.139e-07    Ho
SN2006et   0.0221567 0.0216467 H 1.181 0.006 16.400 0.010  -7.0 0.0165 0.0017  3.830e-06    Ho
SN2006et   0.0221567 0.0216467 J 1.181 0.006 16.205 0.010  -6.6 0.0165 0.0017  1.743e-05    Ho
SN2006et   0.0221567 0.0216467 V 1.181 0.006 15.831 0.005  -8.6 0.0165 0.0017  7.722e-06    Ho
SN2006et   0.0221567 0.0216467 Y 1.181 0.006 16.333 0.011  -6.7 0.0165 0.0017  3.417e-05    Ho
SN2006et   0.0221567 0.0216467 Y 1.181 0.006 16.333 0.011  24.3 0.0165 0.0017  3.417e-05    Ho
SN2006et   0.0221567 0.0216467 g 1.181 0.006 15.885 0.006 -10.7 0.0165 0.0017  3.073e-06    Ho
SN2006et   0.0221567 0.0216467 i 1.181 0.006 16.336 0.011  -4.6 0.0165 0.0017  1.603e-05    Ho
SN2006et   0.0221567 0.0216467 r 1.181 0.006 15.833 0.006 -13.0 0.0165 0.0017  8.780e-06    Ho
SN2006et   0.0221567 0.0216467 u 1.181 0.006 16.516 0.011  -5.7 0.0165 0.0017 -2.062e-06    Ho
SN2006ev   0.0287133 0.0276000 B 0.840 0.021 17.162 0.056   3.7 0.0759 0.0076 -1.959e-05    Ho
SN2006ev   0.0287133 0.0276000 H 0.840 0.021 17.230 0.044   7.4 0.0759 0.0076  7.087e-05    Ho
SN2006ev   0.0287133 0.0276000 J 0.840 0.021 17.140 0.074   6.3 0.0759 0.0076 -5.232e-06    Ho
SN2006ev   0.0287133 0.0276000 V 0.840 0.021 16.983 0.041   2.3 0.0759 0.0076  8.365e-06    Ho
SN2006ev   0.0287133 0.0276000 Y 0.840 0.021 17.299 0.055   7.0 0.0759 0.0076 -4.222e-06    Ho
SN2006ev   0.0287133 0.0276000 Y 0.840 0.021 17.299 0.055  26.1 0.0759 0.0076 -4.222e-06    Ho
SN2006ev   0.0287133 0.0276000 g 0.840 0.021 17.047 0.034   3.4 0.0759 0.0076 -1.376e-05    Ho
SN2006ev   0.0287133 0.0276000 i 0.840 0.021 17.485 0.070   6.3 0.0759 0.0076  6.208e-06    Ho
SN2006ev   0.0287133 0.0276000 r 0.840 0.021 16.990 0.033   2.5 0.0759 0.0076 -1.045e-05    Ho
SN2006fw   0.0829433 0.0819867 B 0.901 0.051 19.089 0.048  -2.3 0.0280 0.0028  5.528e-04    Ho
SN2006fw   0.0829433 0.0819867 V 0.901 0.051 18.980 0.044  -3.6 0.0280 0.0028  2.961e-04    Ho
SN2006fw   0.0829433 0.0819867 g 0.901 0.051 18.837 0.050  -2.6 0.0280 0.0028  7.559e-04    Ho
SN2006fw   0.0829433 0.0819867 i 0.901 0.051 19.053 0.087   0.7 0.0280 0.0028 -5.700e-05    Ho
SN2006fw   0.0829433 0.0819867 r 0.901 0.051 18.789 0.048  -3.6 0.0280 0.0028  3.058e-04    Ho
SN2006fw   0.0829433 0.0819867 u 0.901 0.051 19.468 0.106  -0.8 0.0280 0.0028 -7.453e-05    Ho
SN2006gj   0.0283333 0.0269667 B 0.709 0.007 17.669 0.009  -1.8 0.0705 0.0070  2.585e-06    Ho
SN2006gj   0.0283333 0.0269667 H 0.709 0.007 17.278 0.061   7.0 0.0705 0.0070 -7.110e-05    Ho
SN2006gj   0.0283333 0.0269667 J 0.709 0.007 16.961 0.084   5.8 0.0705 0.0070 -4.927e-05    Ho
SN2006gj   0.0283333 0.0269667 V 0.709 0.007 17.372 0.008  -2.9 0.0705 0.0070  3.675e-06    Ho
SN2006gj   0.0283333 0.0269667 Y 0.709 0.007 17.167 0.057   5.6 0.0705 0.0070 -3.627e-05    Ho
SN2006gj   0.0283333 0.0269667 Y 0.709 0.007 17.167 0.057  40.6 0.0705 0.0070 -3.627e-05    Ho
SN2006gj   0.0283333 0.0269667 g 0.709 0.007 17.497 0.008  -1.9 0.0705 0.0070  4.401e-06    Ho
SN2006gj   0.0283333 0.0269667 i 0.709 0.007 17.543 0.017   0.2 0.0705 0.0070 -2.822e-05    Ho
SN2006gj   0.0283333 0.0269667 r 0.709 0.007 17.272 0.009  -3.2 0.0705 0.0070 -5.503e-06    Ho
SN2006gj   0.0283333 0.0269667 u 0.709 0.007 18.366 0.017  -0.2 0.0705 0.0070 -9.228e-06    Ho
SN2006gt   0.0447400 0.0436433 B 0.565 0.009 18.224 0.012  -2.3 0.0323 0.0032  1.414e-05    Ho
SN2006gt   0.0447400 0.0436433 H 0.565 0.009 18.394 0.093   1.0 0.0323 0.0032 -2.882e-05    Ho
SN2006gt   0.0447400 0.0436433 J 0.565 0.009 18.194 0.044  -0.2 0.0323 0.0032 -2.244e-04    Ho
SN2006gt   0.0447400 0.0436433 V 0.565 0.009 17.967 0.011  -3.6 0.0323 0.0032  3.137e-05    Ho
SN2006gt   0.0447400 0.0436433 Y 0.565 0.009 18.295 0.025  -0.8 0.0323 0.0032 -9.333e-05    Ho
SN2006gt   0.0447400 0.0436433 Y 0.565 0.009 18.295 0.025  10.2 0.0323 0.0032 -9.333e-05    Ho
SN2006gt   0.0447400 0.0436433 g 0.565 0.009 18.049 0.011  -2.5 0.0323 0.0032  1.718e-05    Ho
SN2006gt   0.0447400 0.0436433 i 0.565 0.009 18.371 0.019  -1.5 0.0323 0.0032  2.041e-06    Ho
SN2006gt   0.0447400 0.0436433 r 0.565 0.009 18.057 0.012  -4.6 0.0323 0.0032  2.517e-05    Ho
SN2006gt   0.0447400 0.0436433 u 0.565 0.009 19.027 0.028  -0.8 0.0323 0.0032 -4.571e-07    Ho
SN2006hb   0.0153333 0.0153367 B 0.682 0.018 15.587 0.052   4.3 0.0236 0.0024 -1.568e-05    Ho
SN2006hb   0.0153333 0.0153367 H 0.682 0.018 15.792 0.033   7.8 0.0236 0.0024 -1.702e-05    Ho
SN2006hb   0.0153333 0.0153367 J 0.682 0.018 15.523 0.073   6.6 0.0236 0.0024 -5.725e-05    Ho
SN2006hb   0.0153333 0.0153367 V 0.682 0.018 15.401 0.037   3.1 0.0236 0.0024 -3.153e-06    Ho
SN2006hb   0.0153333 0.0153367 Y 0.682 0.018 15.715 0.052   6.3 0.0236 0.0024 -2.377e-05    Ho
SN2006hb   0.0153333 0.0153367 g 0.682 0.018 15.425 0.030   4.2 0.0236 0.0024 -1.113e-05    Ho
SN2006hb   0.0153333 0.0153367 i 0.682 0.018 15.863 0.062   6.1 0.0236 0.0024 -1.890e-05    Ho
SN2006hb   0.0153333 0.0153367 r 0.682 0.018 15.474 0.029   2.8 0.0236 0.0024 -1.663e-05    Ho
SN2006hb   0.0153333 0.0153367 u 0.682 0.018 16.278 0.079   5.9 0.0236 0.0024 -2.871e-05    Ho
SN2006hx   0.0454633 0.0444033 B 0.980 0.012 17.534 0.026  -9.2 0.0256 0.0026  1.176e-04    Ho
SN2006hx   0.0454633 0.0444033 H 0.980 0.012 17.914 0.055  -3.7 0.0256 0.0026 -4.135e-05    Ho
SN2006hx   0.0454633 0.0444033 J 0.980 0.012 17.799 0.052  -4.0 0.0256 0.0026  6.100e-05    Ho
SN2006hx   0.0454633 0.0444033 V 0.980 0.012 17.421 0.024 -10.4 0.0256 0.0026  1.377e-04    Ho
SN2006hx   0.0454633 0.0444033 Y 0.980 0.012 17.987 0.056  -3.5 0.0256 0.0026 -1.750e-04    Ho
SN2006hx   0.0454633 0.0444033 g 0.980 0.012 17.477 0.028  -9.4 0.0256 0.0026  1.399e-04    Ho
SN2006hx   0.0454633 0.0444033 i 0.980 0.012 17.842 0.053  -4.8 0.0256 0.0026  2.714e-05    Ho
SN2006hx   0.0454633 0.0444033 r 0.980 0.012 17.499 0.033  -9.6 0.0256 0.0026  7.063e-05    Ho
SN2006hx   0.0454633 0.0444033 u 0.980 0.012 18.025 0.048  -7.7 0.0256 0.0026  9.164e-05    Ho
SN2006is   0.0313333 0.0314200 B 1.093 0.036 16.176 0.053   0.4 0.0290 0.0029 -9.504e-05    Ho
SN2006is   0.0313333 0.0314200 H 1.093 0.036 17.170 0.048   5.7 0.0290 0.0029  1.167e-04    Ho
SN2006is   0.0313333 0.0314200 J 1.093 0.036 16.938 0.080   6.2 0.0290 0.0029 -1.335e-04    Ho
SN2006is   0.0313333 0.0314200 V 1.093 0.036 16.138 0.040  -0.9 0.0290 0.0029  1.700e-05    Ho
SN2006is   0.0313333 0.0314200 Y 1.093 0.036 17.133 0.066   6.1 0.0290 0.0029  3.195e-04    Ho
SN2006is   0.0313333 0.0314200 Y 1.093 0.036 17.133 0.066  11.0 0.0290 0.0029  3.195e-04    Ho
SN2006is   0.0313333 0.0314200 g 1.093 0.036 16.114 0.034   5.1 0.0290 0.0029 -5.192e-05    Ho
SN2006is   0.0313333 0.0314200 i 1.093 0.036 17.042 0.075   8.6 0.0290 0.0029  3.638e-05    Ho
SN2006is   0.0313333 0.0314200 r 1.093 0.036 16.269 0.036   3.5 0.0290 0.0029  1.162e-04    Ho
SN2006is   0.0313333 0.0314200 u 1.093 0.036 16.599 0.084   2.0 0.0290 0.0029 -2.330e-04    Ho
SN2006kf   0.0212867 0.0208000 B 0.771 0.005 15.973 0.007  -4.8 0.2097 0.0210  6.405e-06    Ho
SN2006kf   0.0212867 0.0208000 H 0.771 0.005 16.385 0.017   1.1 0.2097 0.0210 -1.091e-06    Ho
SN2006kf   0.0212867 0.0208000 J 0.771 0.005 16.253 0.008  -0.0 0.2097 0.0210  7.069e-07    Ho
SN2006kf   0.0212867 0.0208000 V 0.771 0.005 15.949 0.006  -6.0 0.2097 0.0210  2.729e-06    Ho
SN2006kf   0.0212867 0.0208000 Y 0.771 0.005 16.321 0.010   0.3 0.2097 0.0210 -4.020e-06    Ho
SN2006kf   0.0212867 0.0208000 Y 0.771 0.005 16.321 0.010   0.3 0.2097 0.0210 -4.020e-06    Ho
SN2006kf   0.0212867 0.0208000 g 0.771 0.005 15.920 0.006  -4.9 0.2097 0.0210  5.467e-06    Ho
SN2006kf   0.0212867 0.0208000 i 0.771 0.005 16.490 0.012  -2.4 0.2097 0.0210  2.800e-06    Ho
SN2006kf   0.0212867 0.0208000 r 0.771 0.005 15.998 0.007  -6.0 0.2097 0.0210  5.418e-06    Ho
SN2006kf   0.0212867 0.0208000 u 0.771 0.005 16.437 0.010  -3.2 0.2097 0.0210  3.521e-06    Ho
SN2006lu   0.0533667 0.0543967 B 1.003 0.019 17.548 0.053   5.0 0.0986 0.0099 -1.937e-05    Ho
SN2006lu   0.0533667 0.0543967 V 1.003 0.019 17.567 0.039   3.8 0.0986 0.0099 -9.542e-06    Ho
SN2006lu   0.0533667 0.0543967 Y 1.003 0.019 18.490 0.073  10.7 0.0986 0.0099 -3.306e-06    Ho
SN2006lu   0.0533667 0.0543967 Y 1.003 0.019 18.490 0.073  17.7 0.0986 0.0099 -3.306e-06    Ho
SN2006lu   0.0533667 0.0543967 g 1.003 0.019 17.505 0.031   4.7 0.0986 0.0099 -1.486e-05    Ho
SN2006lu   0.0533667 0.0543967 i 1.003 0.019 18.320 0.065   8.4 0.0986 0.0099 -1.498e-05    Ho
SN2006lu   0.0533667 0.0543967 r 1.003 0.019 17.708 0.030   3.5 0.0986 0.0099 -1.593e-05    Ho
SN2006lu   0.0533667 0.0543967 u 1.003 0.019 17.843 0.082   6.5 0.0986 0.0099 -3.745e-05    Ho
SN2006mr   0.0058667 0.0055100 B 0.333 0.004 15.315 0.021  -4.4 0.0179 0.0018  1.360e-05    Ho
SN2006mr   0.0058667 0.0055100 H 0.333 0.004 13.921 0.034  -5.6 0.0179 0.0018  2.575e-05    Ho
SN2006mr   0.0058667 0.0055100 J 0.333 0.004 14.035 0.024  -5.6 0.0179 0.0018  2.775e-05    Ho
SN2006mr   0.0058667 0.0055100 V 0.333 0.004 14.587 0.019  -5.9 0.0179 0.0018  2.508e-05    Ho
SN2006mr   0.0058667 0.0055100 Y 0.333 0.004 14.031 0.038  17.7 0.0179 0.0018  3.471e-05    Ho
SN2006mr   0.0058667 0.0055100 Y 0.333 0.004 14.031 0.038 -10.2 0.0179 0.0018  3.471e-05    Ho
SN2006mr   0.0058667 0.0055100 g 0.333 0.004 14.963 0.019  -4.6 0.0179 0.0018  1.435e-05    Ho
SN2006mr   0.0058667 0.0055100 i 0.333 0.004 14.466 0.035  -7.4 0.0179 0.0018  3.104e-05    Ho
SN2006mr   0.0058667 0.0055100 r 0.333 0.004 14.273 0.029  -9.2 0.0179 0.0018  3.827e-05    Ho
SN2006mr   0.0058667 0.0055100 u 0.333 0.004 16.605 0.028  -2.8 0.0179 0.0018  1.189e-05    Ho
SN2006ob   0.0591967 0.0582567 B 0.739 0.009 18.288 0.012  -3.1 0.0285 0.0029  2.546e-05    Ho
SN2006ob   0.0591967 0.0582567 H 0.739 0.009 18.571 0.091   7.8 0.0285 0.0029 -4.878e-05    Ho
SN2006ob   0.0591967 0.0582567 J 0.739 0.009 18.565 0.090   6.6 0.0285 0.0029 -1.677e-05    Ho
SN2006ob   0.0591967 0.0582567 V 0.739 0.009 18.164 0.010  -4.2 0.0285 0.0029  6.668e-06    Ho
SN2006ob   0.0591967 0.0582567 Y 0.739 0.009 18.594 0.068   6.7 0.0285 0.0029 -2.045e-05    Ho
SN2006ob   0.0591967 0.0582567 Y 0.739 0.009 18.594 0.068  12.7 0.0285 0.0029 -2.045e-05    Ho
SN2006ob   0.0591967 0.0582567 g 0.739 0.009 18.175 0.010  -3.2 0.0285 0.0029  2.392e-05    Ho
SN2006ob   0.0591967 0.0582567 i 0.739 0.009 18.660 0.018  -0.9 0.0285 0.0029 -1.447e-05    Ho
SN2006ob   0.0591967 0.0582567 r 0.739 0.009 18.292 0.011  -4.3 0.0285 0.0029  4.077e-06    Ho
SN2006ob   0.0591967 0.0582567 u 0.739 0.009 18.382 0.024  -1.5 0.0285 0.0029  2.249e-06    Ho
SN2006os   0.0327867 0.0320800 B 0.941 0.020 17.615 0.052   0.9 0.1254 0.0125 -1.266e-05    Ho
SN2006os   0.0327867 0.0320800 H 0.941 0.020 17.308 0.059   6.4 0.1254 0.0125  8.469e-06    Ho
SN2006os   0.0327867 0.0320800 J 0.941 0.020 17.238 0.025   2.8 0.1254 0.0125 -5.453e-05    Ho
SN2006os   0.0327867 0.0320800 V 0.941 0.020 17.297 0.039  -0.4 0.1254 0.0125 -9.755e-06    Ho
SN2006os   0.0327867 0.0320800 Y 0.941 0.020 17.326 0.017   3.5 0.1254 0.0125  2.755e-06    Ho
SN2006os   0.0327867 0.0320800 Y 0.941 0.020 17.326 0.017   6.5 0.1254 0.0125  2.755e-06    Ho
SN2006os   0.0327867 0.0320800 g 0.941 0.020 17.452 0.030   0.6 0.1254 0.0125 -9.552e-06    Ho
SN2006os   0.0327867 0.0320800 i 0.941 0.020 17.561 0.068   4.2 0.1254 0.0125 -1.783e-05    Ho
SN2006os   0.0327867 0.0320800 r 0.941 0.020 17.166 0.030  -0.4 0.1254 0.0125 -9.705e-06    Ho
SN2006os   0.0327867 0.0320800 u 0.941 0.020 18.296 0.094   2.4 0.1254 0.0125 -3.898e-05    Ho
SN2006py   0.0578600 0.0566433 B 0.966 0.018 17.917 0.016  -1.6 0.0518 0.0052  8.373e-05    Ho
SN2006py   0.0578600 0.0566433 V 0.966 0.018 17.831 0.013  -2.8 0.0518 0.0052  2.013e-05    Ho
SN2006py   0.0578600 0.0566433 g 0.966 0.018 17.825 0.012  -1.8 0.0518 0.0052  1.924e-05    Ho
SN2006py   0.0578600 0.0566433 i 0.966 0.018 18.429 0.026   1.8 0.0518 0.0052 -1.374e-04    Ho
SN2006py   0.0578600 0.0566433 r 0.966 0.018 17.923 0.013  -3.0 0.0518 0.0052 -2.919e-05    Ho
SN2006py   0.0578600 0.0566433 u 0.966 0.018 18.295 0.035  -0.1 0.0518 0.0052 -6.818e-05    Ho
SN2007A    0.0176333 0.0164633 B 1.050 0.020 15.719 0.008  -4.6 0.0631 0.0063  8.175e-05    Ho
SN2007A    0.0176333 0.0164633 H 1.050 0.020 15.979 0.033   2.8 0.0631 0.0063  1.729e-05    Ho
SN2007A    0.0176333 0.0164633 J 1.050 0.020 15.716 0.014  -0.9 0.0631 0.0063  2.086e-05    Ho
SN2007A    0.0176333 0.0164633 V 1.050 0.020 15.517 0.006  -5.9 0.0631 0.0063 -4.606e-05    Ho
SN2007A    0.0176333 0.0164633 Y 1.050 0.020 15.896 0.015  -0.9 0.0631 0.0063 -6.108e-06    Ho
SN2007A    0.0176333 0.0164633 g 1.050 0.020 15.617 0.009  -4.9 0.0631 0.0063  9.897e-05    Ho
SN2007A    0.0176333 0.0164633 i 1.050 0.020 15.984 0.014  -1.2 0.0631 0.0063 -1.212e-05    Ho
SN2007A    0.0176333 0.0164633 r 1.050 0.020 15.533 0.009  -6.3 0.0631 0.0063  5.858e-05    Ho
SN2007A    0.0176333 0.0164633 u 1.050 0.020 16.108 0.013  -3.0 0.0631 0.0063  2.935e-05    Ho
SN2007N    0.0128700 0.0140000 B 0.376 0.006 18.051 0.019  -0.6 0.0343 0.0034  2.231e-05    Ho
SN2007N    0.0128700 0.0140000 H 0.376 0.006 16.307 0.046  -0.8 0.0343 0.0034  2.123e-05    Ho
SN2007N    0.0128700 0.0140000 J 0.376 0.006 16.315 0.069  -1.2 0.0343 0.0034  3.282e-06    Ho
SN2007N    0.0128700 0.0140000 V 0.376 0.006 17.098 0.014  -2.1 0.0343 0.0034  1.543e-05    Ho
SN2007N    0.0128700 0.0140000 Y 0.376 0.006 16.480 0.060   0.7 0.0343 0.0034  2.294e-05    Ho
SN2007N    0.0128700 0.0140000 Y 0.376 0.006 16.480 0.060  -3.4 0.0343 0.0034  2.294e-05    Ho
SN2007N    0.0128700 0.0140000 g 0.376 0.006 17.539 0.017  -0.8 0.0343 0.0034  2.487e-05    Ho
SN2007N    0.0128700 0.0140000 i 0.376 0.006 16.911 0.027  -2.6 0.0343 0.0034  7.402e-06    Ho
SN2007N    0.0128700 0.0140000 r 0.376 0.006 16.786 0.017  -4.8 0.0343 0.0034  3.295e-05    Ho
SN2007N    0.0128700 0.0140000 u 0.376 0.006 20.259 0.099   1.0 0.0343 0.0034  5.966e-05    Ho
SN2007S    0.0138700 0.0150233 B 1.186 0.007 15.794 0.009 -10.8 0.0224 0.0022  2.014e-06    Ho
