sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype
SN2007ax,0.0068567,0.0076367,0.353,0.01,15.507,0.019,-4.1,0.0446,0.0045,3.768e-05,,0.682,0.03,-0.000361,N/A,-1.0,-1.0,,,,,10.23,,10.13,10.29,CSPI,Ia-91bg,0.924,none
SN2007ba,0.0384867,0.0390533,0.568,0.008,17.436,0.012,-8.4,0.0315,0.0032,4.037e-05,,0.327,0.019,-0.000144,N/A,-1.0,-1.0,,,,,10.99,,10.9,11.06,CSPI,Ia-91bg,0.796,none
SN2007bc,0.0207567,0.02185,0.907,0.005,15.825,0.005,-4.2,0.0186,0.0019,1.801e-06,,0.033,0.009,-2.5e-05,N/A,-1.0,-1.0,,,,,10.73,,10.65,10.78,CSPI,Ia,0.983,none
SN2007bd,0.0309967,0.0318267,0.917,0.006,16.568,0.01,-10.9,0.0289,0.0029,9.103e-06,,-0.001,0.016,-0.0001,N/A,-1.0,-1.0,,,,,10.82,,10.68,10.89,CSPI,Ia,0.984,none
SN2007bm,0.0062067,0.00744,0.906,0.005,14.004,0.005,-2.1,0.0354,0.0035,-1.759e-06,,0.421,0.009,-2.5e-05,N/A,-1.0,-1.0,,,,,10.27,,10.09,10.72,CSPI,Ia,0.958,none
SN2007ca,0.0140567,0.01507,1.078,0.012,15.63,0.006,-10.3,0.057,0.0057,3.498e-06,,0.26,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,9.69,,9.52,9.74,CSPI,Ia,0.979,none
SN2007cg,0.0331733,0.0341676,1.07,0.049,17.518,0.056,6.7,0.0686,0.0069,-0.0005808,,0.684,0.093,-0.003136,N/A,-1.0,-1.0,,,,,10.37,,10.33,10.43,CSPI,Ia,0.39,none
SN2007cv,0.0076,0.0087491,0.711,0.01,15.042,0.012,-9.8,0.0611,0.0061,5.898e-05,,0.018,0.017,-0.000144,IC2597,33.673,0.082,8.634,0.026,54.3,2.1,11.478,0.093,11.385,11.571,N/A,N/A,0.0,s
SN2007hj,0.0141033,0.0128818,0.633,0.005,15.417,0.006,-2.8,0.0747,0.0075,8.731e-06,,0.215,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.45,,10.3,10.89,CSPI,Ia,0.961,none
SN2007hx,0.07976,0.0788733,1.006,0.028,19.047,0.043,-0.9,0.0299,0.003,3.728e-06,,0.214,0.074,-0.001849,N/A,-1.0,-1.0,,,,,10.55,,10.45,10.62,CSPI,Ia,0.985,none
SN2007jd,0.0725833,0.0719112,0.891,0.036,18.75,0.049,-1.2,0.066,0.0066,-4.172e-05,,0.098,0.081,-0.002401,N/A,-1.0,-1.0,,,,,10.13,,9.93,10.18,CSPI,Ia,0.942,none
SN2007jg,0.0371067,0.0365767,0.939,0.006,17.232,0.006,-4.2,0.0904,0.009,1.118e-05,,0.028,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,8.1,,7.95,8.22,CSPI,Ia,0.974,none
SN2007jh,0.0407667,0.0402667,0.599,0.015,18.033,0.017,-4.1,0.0902,0.009,0.0001094,,0.272,0.026,-0.000289,N/A,-1.0,-1.0,,,,,10.99,,10.89,11.04,CSPI,Ia-86G,0.981,none
SN2007le,0.0067167,0.0055233,1.02,0.004,13.599,0.004,-8.0,0.0287,0.0029,2.883e-06,,0.292,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,9.85,,9.71,10.16,CSPI,Ia,0.955,none
SN2007mm,0.066354,0.0688733,0.516,0.014,19.244,0.019,-8.6,0.0313,0.0031,9.997e-05,,0.44,0.032,-0.000361,N/A,-1.0,-1.0,,,,,11.36,,11.36,11.36,CSPI,Ia-86G,0.983,none
SN2007nq,0.045,0.0439033,0.769,0.006,17.375,0.007,-2.5,0.0312,0.0031,-6.736e-06,,0.056,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,11.21,,11.15,11.28,CSPI,Ia,0.952,none
SN2007ol,0.05587,0.054882,0.701,0.032,18.126,0.022,-4.6,0.0215,0.0022,0.0001112,,-0.063,0.028,-0.000484,N/A,-1.0,-1.0,,,,,9.82,,9.71,9.93,CSPI,Ia,0.972,none
SN2007on,0.00649,0.0061833,0.589,0.003,12.917,0.008,-9.6,0.0098,0.001,4.436e-06,,0.115,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,11.04,,10.78,11.45,CSPI,Ia,0.957,none
SN2007so,0.0296667,0.0289285,0.925,0.009,16.329,0.037,22.8,0.1161,0.0116,-2.042e-05,,0.014,0.076,-0.001369,N/A,-1.0,-1.0,,,,,10.97,,10.89,11.07,CSPI,Ia,,none
SN2007st,0.0211667,0.0206508,0.863,0.022,15.69,0.05,2.9,0.0143,0.0014,-1.862e-05,,0.149,0.083,-0.0025,N/A,-1.0,-1.0,,,,,10.95,,10.85,11.4,CSPI,Ia,0.951,none
SN2007ux,0.0308933,0.031996,0.628,0.006,17.197,0.006,-1.5,0.0386,0.0039,2.588e-06,,0.21,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.3,,10.23,10.34,CSPI,Ia-86G,0.981,none
SN2008C,0.01661,0.0170667,0.967,0.024,15.501,0.044,2.2,0.072,0.0072,-5.118e-05,,0.167,0.074,-0.001936,N/A,-1.0,-1.0,,,,,10.49,,10.35,10.55,CSPI,Ia,0.981,none
SN2008L,0.0194,0.0188584,0.768,0.015,15.338,0.016,-3.9,0.1357,0.0136,2.148e-05,,-0.066,0.025,-0.000256,NGC1259,34.365,0.105,10.663,0.045,74.6,3.6,10.888,0.12,10.768,11.008,N/A,N/A,0.0,s
SN2008O,0.03883,0.039318,0.688,0.01,17.836,0.01,-2.5,0.0763,0.0076,1.789e-05,,0.313,0.016,-0.0001,N/A,-1.0,-1.0,,,,,11.33,,11.12,11.59,CSPI,Ia,0.986,none
SN2008R,0.0134933,0.0128867,0.632,0.006,15.15,0.007,-2.6,0.0618,0.0062,9.856e-06,,0.12,0.011,-4.9e-05,NGC1200,33.66,0.08,0.0,0.0,0.0,0.0,11.25,0.12,11.13,11.37,N/A,N/A,0.0,s
SN2008ar,0.02613,0.0272474,0.976,0.004,16.224,0.007,-8.3,0.0311,0.0031,1.417e-05,,0.008,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.21,,10.11,10.28,CSPI,Ia,0.984,none
SN2008bc,0.0150767,0.0157067,1.057,0.005,14.776,0.004,-8.6,0.2251,0.0225,-4.706e-06,,-0.028,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.1,,9.95,10.23,CSPI,Ia,0.979,none
SN2008bd,0.0300833,0.0312803,0.66,0.038,17.336,0.042,15.1,0.0751,0.0075,0.001114,,0.339,0.067,-0.001764,N/A,-1.0,-1.0,,,,,11.07,,10.99,11.13,CSPI,Ia-91bg,,none
SN2008bf,0.0234837,0.0245538,1.019,0.004,15.757,0.004,-8.4,0.0296,0.003,3.295e-06,,-0.046,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,11.4,,11.4,11.4,CSPI,Ia,0.982,none
SN2008bi,0.0134367,0.0143882,0.512,0.022,16.453,0.068,5.8,0.037,0.0037,7.924e-05,,0.591,0.123,-0.004624,N/A,-1.0,-1.0,,,,,10.38,,10.27,10.48,CSPI,Ia-91bg,0.972,none
SN2008bq,0.0339767,0.0344433,1.153,0.009,16.671,0.006,-1.4,0.0774,0.0077,1.966e-05,,0.04,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.82,,10.74,10.91,CSPI,Ia,0.983,none
SN2008bt,0.0153533,0.0165796,0.498,0.008,16.249,0.009,-2.7,0.0445,0.0044,2.207e-05,,0.508,0.013,-8.1e-05,N/A,-1.0,-1.0,,,,,10.85,,10.7,10.91,CSPI,Ia-91bg,0.979,none
SN2008bz,0.0602367,0.0613265,0.948,0.023,17.996,0.039,0.2,0.0226,0.0023,-3.197e-05,,-0.044,0.064,-0.001521,N/A,-1.0,-1.0,,,,,10.5,,10.44,10.56,CSPI,Ia,0.957,none
SN2008cc,0.0103867,0.0101222,0.813,0.018,14.176,0.037,7.2,0.0355,0.0035,-1.218e-05,,0.158,0.065,-0.001369,N/A,-1.0,-1.0,,,,,10.48,,10.4,10.64,CSPI,Ia,0.965,none
SN2008cd,0.0074067,0.0084623,1.08,0.144,17.147,0.073,7.9,0.0592,0.0059,8.64e-05,,1.662,0.136,-0.005329,N/A,-1.0,-1.0,,,,,9.54,,9.43,9.64,CSPI,Ia,0.87,none
SN2008cf,0.0459682,0.0468269,1.092,0.035,17.052,0.037,-0.6,0.0577,0.0058,-1.865e-05,,0.009,0.062,-0.001369,N/A,-1.0,-1.0,,,,,8.73,,8.59,8.97,CSPI,Ia,0.986,none
SN2008ff,0.0191933,0.0186725,1.083,0.009,15.224,0.009,18.1,0.0436,0.0044,-4.202e-05,,0.177,0.017,-8.1e-05,N/A,-1.0,-1.0,,,,,10.8,,10.8,10.8,CSPI,Ia,0.981,none
SN2008fl,0.0199,0.0194172,0.883,0.017,15.626,0.035,1.6,0.1569,0.0157,-4.766e-06,,0.056,0.059,-0.001225,N/A,-1.0,-1.0,,,,,10.94,,10.87,11.01,CSPI,Ia,0.982,none
SN2008fp,0.00566,0.0062867,1.108,0.008,13.457,0.005,-6.8,0.1686,0.0169,1.772e-05,,0.479,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,10.2,,10.15,10.63,CSPI,Ia,0.944,none
SN2008fr,0.0389733,0.0379062,1.035,0.023,16.84,0.042,6.3,0.0395,0.004,-5.793e-05,,-0.014,0.069,-0.001764,N/A,-1.0,-1.0,,,,,7.73,,7.58,7.92,CSPI,Ia,0.981,none
SN2008fu,0.05237,0.0518336,0.822,0.024,17.763,0.048,5.4,0.018,0.0018,-1.058e-05,,-0.021,0.087,-0.002304,N/A,-1.0,-1.0,,,,,10.72,,10.66,10.8,CSPI,Ia,0.986,none
SN2008fw,0.0085433,0.0095066,1.117,0.023,13.916,0.039,7.8,0.1123,0.0112,4.86e-05,,0.076,0.065,-0.001521,N/A,-1.0,-1.0,,,,,10.49,,10.31,10.61,CSPI,Ia-91T,0.971,none
SN2008gg,0.0319933,0.0310658,1.054,0.025,16.425,0.039,2.1,0.0195,0.002,-6.777e-05,,0.149,0.063,-0.001521,N/A,-1.0,-1.0,,,,,10.73,,10.63,10.82,CSPI,Ia,0.984,none
SN2008gl,0.0339933,0.0329459,0.867,0.005,16.79,0.005,-4.3,0.0244,0.0024,7.332e-06,,0.028,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.86,,10.81,10.92,CSPI,Ia,0.977,none
SN2008go,0.0623667,0.0613133,0.939,0.018,18.001,0.006,-1.7,0.032,0.0032,-1.748e-06,,0.04,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.94,,10.89,11.0,CSPI,Ia,0.986,none
SN2008gp,0.03339,0.0328233,0.979,0.004,16.462,0.007,-11.8,0.1042,0.0104,1.055e-05,,-0.031,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.73,,10.64,10.79,CSPI,Ia,0.985,none
SN2008hj,0.0378667,0.0367224,1.008,0.005,16.791,0.005,-7.5,0.0303,0.003,6.24e-06,,-0.008,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,10.4,,10.2,10.69,CSPI,Ia,0.983,none
SN2008hs,0.017349,0.0166411,0.625,0.006,15.966,0.014,-9.9,0.0497,0.005,2.886e-05,,0.086,0.024,-0.000196,NGC0910,34.459,0.093,9.357,0.033,77.9,3.3,11.504,0.103,11.401,11.607,N/A,N/A,0.0,s
SN2008hu,0.0496656,0.050526,0.827,0.023,17.827,0.042,-1.2,0.0921,0.0092,1.594e-05,,0.021,0.07,-0.001764,N/A,-1.0,-1.0,,,,,10.99,,10.84,11.07,CSPI,Ia,0.985,none
SN2008hv,0.01254,0.01358,0.867,0.004,14.787,0.007,-12.0,0.0279,0.0028,6.359e-06,,-0.047,0.011,-4.9e-05,NGC2765,33.725,0.083,0.0,0.0,0.0,0.0,10.55,0.18,10.370000000000001,10.73,N/A,N/A,0.0,s
SN2008ia,0.0219833,0.02254,0.834,0.006,15.915,0.011,-5.1,0.1954,0.0195,1.689e-05,,-0.035,0.016,-0.000121,ESO125-G006,34.896,0.195,0.0,0.0,0.0,0.0,10.77,0.5,10.27,11.27,N/A,N/A,0.0,s
SN2009D,0.02499,0.024654,1.159,0.007,15.773,0.004,-7.7,0.0441,0.0044,1.388e-05,,-0.021,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.43,,10.35,10.5,CSPI,Ia,0.984,none
SN2009F,0.0129467,0.01291,0.386,0.007,16.359,0.017,-6.3,0.0895,0.0089,1.749e-05,,0.551,0.025,-0.000289,N/A,-1.0,-1.0,,,,,10.79,,10.61,11.22,CSPI,Ia-91bg,0.97,none
SN2009I,0.02615,0.0254309,1.089,0.03,17.53,0.011,-5.0,0.0272,0.0027,7.242e-05,,0.651,0.017,-0.000121,N/A,-1.0,-1.0,,,,,10.74,,10.53,10.88,CSPI,Ia,0.969,none
SN2009P,0.0250867,0.0263202,1.08,0.042,16.617,0.013,-2.2,0.0415,0.0042,-4.814e-05,,0.406,0.021,-0.000169,N/A,-1.0,-1.0,,,,,9.87,,9.77,9.95,CSPI,Ia,0.982,none
SN2009Y,0.0093467,0.0101034,0.993,0.005,13.818,0.007,-8.1,0.0873,0.0087,1.333e-05,,0.148,0.01,-4.9e-05,N/A,-1.0,-1.0,,,,,10.76,,10.66,10.95,CSPI,Ia,0.97,none
SN2009aa,0.02729,0.0284814,0.944,0.004,16.32,0.008,-10.1,0.0295,0.0029,1.139e-05,,0.013,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,10.6,,10.1,10.8,CSPI,Ia,0.983,none
SN2009ab,0.0111633,0.0108624,0.903,0.006,14.678,0.007,-10.5,0.1838,0.0184,7.073e-06,,0.035,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.35,,10.2,10.78,CSPI,Ia,0.959,none
SN2009ad,0.02838,0.0283174,1.107,0.014,16.171,0.008,-9.1,0.0953,0.0095,4.022e-05,,0.032,0.011,-6.4e-05,N/A,-1.0,-1.0,,,,,10.58,,10.5,10.64,CSPI,Ia,0.984,none
SN2009ag,0.0086333,0.0092477,0.966,0.005,14.46,0.009,-2.7,0.218,0.0218,3.655e-06,,0.149,0.014,-8.1e-05,N/A,-1.0,-1.0,,,,,10.2,,9.99,10.6,CSPI,Ia,0.97,none
SN2009al,0.02209,0.0232764,0.92,0.013,16.06,0.017,-4.7,0.0212,0.0021,1.819e-05,,0.186,0.028,-0.000289,N/A,-1.0,-1.0,,,,,10.72,,10.66,10.77,CSPI,Ia,0.98,none
SN2009cz,0.0211233,0.0219786,1.173,0.011,15.683,0.007,-7.0,0.0221,0.0022,2.836e-05,,0.017,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,10.75,,10.68,10.84,CSPI,Ia,0.982,none
SN2009ds,0.0192467,0.0204662,1.121,0.015,15.375,0.009,-10.0,0.0332,0.0033,5.296e-05,,0.107,0.013,-8.1e-05,N/A,-1.0,-1.0,,,,,10.77,,10.62,10.97,CSPI,Ia,0.982,none
SN2009le,0.0177733,0.017027,1.087,0.011,15.224,0.006,-11.4,0.0143,0.0014,-1.319e-05,,0.122,0.008,-3.6e-05,N/A,-1.0,-1.0,,,,,10.84,,10.66,11.31,CSPI,Ia,0.976,none
SN2010Y,0.0109,0.0112644,0.66,0.006,14.985,0.01,-9.6,0.0117,0.0012,1.981e-05,,0.02,0.016,-0.0001,NGC3392,33.861,0.088,10.862,0.05,59.2,2.4,10.58,0.106,10.474,10.686,N/A,N/A,0.0,s
SN2011iy,0.0042633,0.0053357,1.033,0.005,11.914,0.006,14.2,0.0529,0.0053,-1.284e-05,,0.244,0.012,-3.6e-05,N/A,-1.0,-1.0,,,,,10.39,,10.21,10.83,CSPII,Ia,0.9,none
SN2011jh,0.0077833,0.0089154,0.789,0.005,14.722,0.005,-9.8,0.0322,0.0032,8.768e-06,,0.367,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.09,,10.02,10.16,CSPII,Ia,0.966,none
SN2011jn,0.0474433,0.0485384,0.644,0.02,17.816,0.047,4.0,0.0593,0.0059,-1.001e-05,,0.137,0.083,-0.002209,N/A,-1.0,-1.0,,,,,11.35,,11.23,11.78,CSPII,Ia,0.982,none
SN2011jt,0.02778,0.0284695,0.955,0.027,16.497,0.05,4.4,0.0386,0.0039,-0.0001455,,0.149,0.084,-0.0025,N/A,-1.0,-1.0,,,,,10.39,,10.25,10.52,CSPII,Ia,0.985,none
SN2012E,0.0202367,0.019439,0.846,0.008,15.657,0.006,-2.9,0.0649,0.0065,1.948e-05,,0.011,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,10.54,,10.36,10.73,CSPII,Ia,0.982,none
SN2012G,0.0258,0.0268487,1.158,0.006,16.02,0.004,-1.5,0.0205,0.0021,7.53e-06,,-0.043,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,9.73,,9.58,9.84,CSPII,Ia,0.973,none
SN2012U,0.0197233,0.0193386,0.905,0.023,15.517,0.046,8.0,0.0227,0.0023,-4.083e-05,,-0.018,0.08,-0.002116,N/A,-1.0,-1.0,,,,,10.56,,10.38,10.74,CSPII,Ia,0.975,none
SN2012ah,0.0123933,0.0123697,0.905,0.022,14.521,0.043,3.2,0.1545,0.0155,-5.803e-05,,-0.075,0.072,-0.001849,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.974,none
SN2012aq,0.0519633,0.0525508,0.996,0.018,17.568,0.037,5.5,0.0338,0.0034,-8.575e-06,,0.004,0.063,-0.001369,N/A,-1.0,-1.0,,,,,7.77,,7.63,8.01,CSPII,Ia,0.972,none
SN2012ar,0.02824,0.028536,0.809,0.006,16.466,0.004,-2.9,0.2024,0.0202,4.178e-06,,0.032,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.94,,10.84,11.02,CSPII,Ia,0.982,none
SN2012bl,0.0186933,0.0181998,1.081,0.016,15.167,0.006,-5.6,0.0297,0.003,6.467e-07,,0.044,0.008,-3.6e-05,N/A,-1.0,-1.0,,,,,10.09,,9.85,10.24,CSPII,Ia,0.977,none
SN2012bo,0.0254133,0.0265314,1.16,0.007,16.167,0.004,-5.8,0.0447,0.0045,1.202e-05,,0.009,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.32,,10.15,10.4,CSPII,Ia,0.983,none
SN2012gm,0.01478,0.013553,0.987,0.004,15.175,0.003,-8.7,0.0393,0.0039,4.366e-06,,0.172,0.004,-9e-06,N/A,-1.0,-1.0,,,,,10.01,,9.9,10.08,CSPII,Ia,0.977,none
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.777,0.005,-13.6,0.0228,0.0023,2.949e-06,,0.122,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.44,,10.38,10.54,CSPII,Ia,0.973,none
SN2012hl,0.0329772,0.0318991,0.927,0.022,17.388,0.007,-2.9,0.053,0.0053,1.155e-05,,0.343,0.011,-4.9e-05,N/A,-1.0,-1.0,,,,,7.31,,7.18,7.46,CSPII,Ia,0.939,none
SN2012hr,0.0075567,0.0078716,0.973,0.001,13.614,0.003,-10.6,0.0389,0.0039,1.772e-06,,0.009,0.004,-9e-06,N/A,-1.0,-1.0,,,,,10.32,,10.21,10.45,CSPII,Ia,0.966,none
SN2012id,0.0157367,0.0155401,0.824,0.033,15.209,0.044,1.6,0.4255,0.0426,-5.984e-05,,0.055,0.078,-0.001936,N/A,-1.0,-1.0,,,,,10.01,,9.85,10.16,CSPII,Ia,0.977,none
SN2012ij,0.01099,0.012107,0.536,0.008,15.263,0.012,-5.6,0.0235,0.0024,5.892e-05,,0.257,0.017,-0.000144,N/A,-1.0,-1.0,,,,,9.94,,9.8,10.11,CSPII,Ia,0.969,none
SN2013E,0.0094067,0.0104565,1.131,0.004,13.693,0.003,-11.0,0.0843,0.0084,8.357e-06,,0.075,0.004,-9e-06,N/A,-1.0,-1.0,,,,,9.96,,9.83,9.99,CSPII,Ia,0.951,none
SN2013H,0.0154767,0.0158792,1.048,0.005,15.452,0.003,-11.9,0.1134,0.0113,-2.052e-06,,0.186,0.005,-9e-06,N/A,-1.0,-1.0,,,,,10.5,,10.32,10.6,CSPII,Ia,0.98,none
SN2013M,0.03493,0.0357427,0.943,0.004,16.594,0.006,-8.4,0.0719,0.0072,7.039e-06,,0.023,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.9,,10.73,11.04,CSPII,Ia,0.934,none
SN2013U,0.0344833,0.0356518,1.239,0.011,16.831,0.006,-5.2,0.0245,0.0025,-8.88e-06,,0.172,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.27,,10.15,10.31,CSPII,Ia-91T,0.842,none
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.169,0.003,-6.0,0.1458,0.0146,2.124e-06,,-0.068,0.004,-9e-06,N/A,-1.0,-1.0,,,,,9.99,,9.85,10.12,CSPII,Ia,0.888,none
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.131,0.006,-3.9,0.3692,0.0369,1.234e-05,,-0.09,0.011,-3.6e-05,N/A,-1.0,-1.0,,,,,11.5,,11.5,11.5,CSPII,Ia,0.639,none
SN2013aj,0.00912,0.0100653,0.8,0.004,14.04,0.004,-6.1,0.0316,0.0032,4.533e-06,,0.052,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,9.99,,9.82,10.38,CSPII,Ia,0.969,none
SN2013as,0.0684526,0.0696439,1.01,0.022,18.323,0.04,3.6,0.0336,0.0034,-3.37e-05,,0.0,0.067,-0.0016,N/A,-1.0,-1.0,,,,,8.59,,8.43,8.95,CSPII,Ia,0.984,none
SN2013ay,0.0157167,0.0156526,0.494,0.019,15.765,0.046,6.0,0.0622,0.0062,-3.61e-05,,0.531,0.082,-0.002116,N/A,-1.0,-1.0,,,,,10.72,,10.64,10.82,CSPII,Ia,0.953,none
SN2013az,0.0372533,0.037464,0.768,0.025,17.148,0.038,1.1,0.0271,0.0027,-3.335e-05,,0.089,0.064,-0.001444,N/A,-1.0,-1.0,,,,,10.99,,10.93,11.07,CSPII,Ia,0.972,none
SN2013bc,0.02245,0.023528,0.481,0.023,17.455,0.039,-0.7,0.0407,0.0041,-4.497e-06,,0.735,0.067,-0.001521,N/A,-1.0,-1.0,,,,,10.47,,10.28,10.55,CSPII,Ia,0.98,none
SN2013bz,0.01915,0.0201818,1.152,0.009,15.293,0.006,-6.3,0.0377,0.0038,3.212e-05,,0.152,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,9.98,,9.94,10.04,CSPII,Ia-91T,0.855,none
SN2013cg,0.0079467,0.009009,0.966,0.024,13.76,0.043,3.6,0.0749,0.0075,-6.439e-05,,0.087,0.075,-0.001849,N/A,-1.0,-1.0,,,,,10.13,,9.98,10.27,CSPII,Ia,0.97,none
SN2013ct,0.0038,0.0027369,1.002,0.006,11.779,0.006,21.5,0.0244,0.0024,4.72e-06,,0.064,0.012,-3.6e-05,N/A,-1.0,-1.0,,,,,8.72,,8.57,8.89,CSPII,Ia,0.944,none
SN2013fy,0.0308467,0.0301903,1.174,0.011,16.253,0.006,-6.9,0.023,0.0023,2.333e-05,,0.01,0.008,-3.6e-05,N/A,-1.0,-1.0,,,,,10.86,,10.77,10.96,CSPII,Ia,0.985,none
SN2013fz,0.0205933,0.0205517,1.015,0.004,15.416,0.003,-3.9,0.0119,0.0012,9.435e-07,,-0.002,0.004,-9e-06,N/A,-1.0,-1.0,,,,,10.69,,10.61,10.77,CSPII,Ia,0.98,none
SN2013gv,0.0340967,0.0334585,0.845,0.008,16.785,0.008,-7.7,0.1434,0.0143,3.098e-05,,-0.025,0.012,-6.4e-05,N/A,-1.0,-1.0,,,,,11.27,,11.16,11.56,CSPII,Ia,0.973,none
SN2013gy,0.0140133,0.0135587,0.911,0.003,14.705,0.004,-16.7,0.0485,0.0049,1.834e-06,,-0.008,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,9.0,,8.98,9.16,CSPII,Ia,0.976,none
SN2013hh,0.01298,0.0141046,1.203,0.028,16.629,0.04,-0.2,0.0247,0.0025,-6.966e-05,,0.557,0.066,-0.0016,N/A,-1.0,-1.0,,,,,9.59,,9.41,9.69,CSPII,Ia-91T,0.928,none
SN2013hn,0.01513,0.0160268,0.821,0.026,14.953,0.039,0.1,0.0529,0.0053,-1.249e-05,,-0.069,0.067,-0.001521,N/A,-1.0,-1.0,,,,,10.99,,10.84,11.07,CSPII,Ia,0.98,none
SN2014D,0.0081733,0.0092489,0.958,0.023,16.685,0.041,1.5,0.0257,0.0026,-4.685e-05,,0.566,0.069,-0.001681,N/A,-1.0,-1.0,,,,,8.26,,8.15,8.38,CSPII,Ia,0.039,none
SN2014I,0.0299933,0.0302041,0.916,0.003,16.316,0.004,-8.6,0.0207,0.0021,2.639e-06,,-0.022,0.006,-1.6e-05,N/A,-1.0,-1.0,,,,,10.9,,10.76,11.31,CSPII,Ia,0.98,none
SN2014Z,0.02126,0.0209246,0.98,0.029,15.557,0.036,0.7,0.0246,0.0025,-4.612e-05,,-0.019,0.06,-0.001296,N/A,-1.0,-1.0,,,,,10.75,,10.66,10.81,CSPII,Ia,0.983,none
SN2014ao,0.0140733,0.015028,0.881,0.005,16.316,0.005,-3.1,0.0282,0.0028,2.493e-06,,0.598,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,10.57,,10.47,10.74,CSPII,Ia,0.979,none
SN2014at,0.03222,0.031543,0.948,0.004,16.428,0.005,-6.7,0.0164,0.0016,6.53e-06,,-0.042,0.008,-2.5e-05,N/A,-1.0,-1.0,,,,,11.25,,11.08,11.4,CSPII,Ia,0.984,none
SN2014ba,0.0058367,0.0049902,0.338,0.021,15.19,0.056,5.2,0.0102,0.001,-3.559e-05,,0.944,0.09,-0.003136,N/A,-1.0,-1.0,,,,,10.64,,10.56,11.06,CSPII,Ia-91bg,0.954,none
SN2014bv,0.005594,0.0057398,0.622,0.015,13.794,0.013,-1.4,0.0331,0.0033,1.03e-06,Ho,0.212,0.022,-0.000169,NGC4386,32.427,0.08,0.0,0.0,0.0,0.0,10.48,0.064,10.416,10.544,N/A,N/A,0.0,s
SN2014dl,0.0329433,0.0331433,1.227,0.013,16.009,0.005,-9.0,0.0547,0.0055,-1.243e-05,,0.019,0.007,-2.5e-05,N/A,-1.0,-1.0,,,,,9.48,,9.19,9.68,CSPII,Ia-91T,0.694,none
SN2014dn,0.0221733,0.0221408,0.465,0.005,17.007,0.006,-1.8,0.0161,0.0016,2.243e-06,,0.653,0.01,-3.6e-05,N/A,-1.0,-1.0,,,,,10.65,,10.58,10.72,CSPII,Ia,0.982,none
SN2014eg,0.01862,0.018331,1.183,0.01,15.264,0.006,-7.1,0.0257,0.0026,1.047e-05,,0.247,0.009,-3.6e-05,N/A,-1.0,-1.0,,,,,11.62,,11.47,11.73,CSPII,Ia-91T,0.947,none
SN2015bp,0.004069,0.0047083,0.71,0.007,13.696,0.008,-12.9,0.0454,0.0045,2.138e-05,Ho,0.083,0.013,-6.4e-05,NGC5839,32.369,0.078,0.0,0.0,0.0,0.0,9.979,0.137,9.841999999999999,10.116,N/A,N/A,0.0,s
SN2016ajf,0.0203,0.0197686,0.493,0.016,16.367,0.057,-5.6,0.1417,0.0142,0.0001191,,0.56,0.076,-0.003249,NGC1278,34.202,0.106,9.254,0.027,69.2,3.4,11.436,0.116,11.32,11.552,N/A,N/A,0.0,s
